u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,service,bridge,lanes,access,ref,junction,tunnel
42446552,42454997,0,584971531,False,Avenue A,secondary,20 mph,81.239,"LINESTRING (-73.981325 40.729086, -73.98179 40.728446)",,,2,,,,
42446562,4502505659,0,479642033,True,East 12th Street,residential,20 mph,49.26,"LINESTRING (-73.978998 40.728106, -73.9784903 40.7278864)",,,,,,,
42446562,42436947,0,813956617,False,Avenue B,secondary,20 mph,81.117,"LINESTRING (-73.978998 40.728106, -73.97853600000001 40.728746)",,,2,yes,,,
42446562,42455007,0,813956617,False,Avenue B,secondary,20 mph,81.29,"LINESTRING (-73.978998 40.728106, -73.97946899999999 40.727468)",,,2,yes,,,
42446571,42436957,0,477151468,False,Avenue C,secondary,20 mph,81.691,"LINESTRING (-73.9766295 40.7271037, -73.9761797 40.7277545)",,,2,,,,
42446571,42455013,0,477151468,False,Avenue C,secondary,20 mph,80.724,"LINESTRING (-73.9766295 40.7271037, -73.97709829999999 40.7264706)",,,2,,,,
42446584,5481976931,0,25167069,True,East 12th Street,residential,20 mph,72.557,"LINESTRING (-73.97426900000001 40.726109, -73.97502350000001 40.7264234)",,,,,,,
42446584,4931387077,0,477151469,False,Avenue D,secondary,20 mph,8.718,"LINESTRING (-73.97426900000001 40.726109, -73.9742189 40.7261776)",,,2,,,,
42446584,4931387074,0,477151469,False,Avenue D,secondary,20 mph,7.211,"LINESTRING (-73.97426900000001 40.726109, -73.9743103 40.7260522)",,,2,,,,
42447179,6860586790,0,685336387,True,East 105th Street,residential,20 mph,37.272,"LINESTRING (-73.94676680000001 40.7915682, -73.9471533 40.7917317)",,,,,,,
42447242,2473625936,0,5671476,True,Road 3,residential,15 mph,29.075,"LINESTRING (-73.95742559999999 40.7528454, -73.9577173 40.7529852)",,,1,,,,
42447412,5487036764,0,5671492,False,Road 5,residential,15 mph,52.488,"LINESTRING (-73.9548266 40.7578328, -73.9542668 40.7576254)",,,,,,,
42447412,42450137,0,108211744,True,West Road,residential,15 mph,24.617,"LINESTRING (-73.9548266 40.7578328, -73.9547369 40.7580435)",,,,,,,
42448079,3552444435,0,225870534,True,West Road,residential,15 mph,25.662,"LINESTRING (-73.9533211 40.7594128, -73.9531314 40.7595934)",,,,,,,
42448828,3785703000,0,5671635,False,Main Street,residential,15 mph,6.114,"LINESTRING (-73.9517365 40.760368, -73.9516673 40.7603846)",,,,,,,
42449023,4216045804,0,479642037,True,East 9th Street,residential,20 mph,10.693,"LINESTRING (-73.982657 40.727261, -73.98276799999999 40.7273076)",,,,,,,
42449023,4216045848,0,584971530,False,Avenue A,secondary,20 mph,8.247,"LINESTRING (-73.982657 40.727261, -73.9826094 40.7273258)",,,2,,,,
42449023,4216045838,0,584971532,False,Avenue A,secondary,20 mph,6.881,"LINESTRING (-73.982657 40.727261, -73.98269639999999 40.7272068)",,,2,,,,
42449027,4216055439,0,813956617,False,Avenue B,secondary,20 mph,6.276,"LINESTRING (-73.980333 40.726281, -73.98029649999999 40.7263302)",,,2,yes,,,
42449027,4216045810,0,813956617,False,Avenue B,secondary,20 mph,6.307,"LINESTRING (-73.980333 40.726281, -73.98036930000001 40.7262314)",,,2,yes,,,
42449029,7483737468,0,5671661,True,East 9th Street,residential,20 mph,40.578,"LINESTRING (-73.9779748 40.7252896, -73.9783959 40.7254666)",,,,,,,
42449029,42430938,0,5672646,False,Avenue C,secondary,20 mph,75.612,"LINESTRING (-73.9779748 40.7252896, -73.97753640000001 40.7258829)",,,2,,,,
42449029,42455181,0,5672646,False,Avenue C,secondary,20 mph,75.666,"LINESTRING (-73.9779748 40.7252896, -73.9784069 40.7246931)",,,2,,,,
42449038,42449029,0,5671661,True,East 9th Street,residential,20 mph,229.445,"LINESTRING (-73.97559800000001 40.724283, -73.9779748 40.7252896)",,,,,,,
42449038,4301308512,0,25167210,False,Avenue D,secondary,20 mph,8.793,"LINESTRING (-73.97559800000001 40.724283, -73.9755475 40.7243522)",,,2,,,,
42449038,4301308555,0,25167210,False,Avenue D,secondary,20 mph,7.998,"LINESTRING (-73.97559800000001 40.724283, -73.9756438 40.72422)",,,2,,,,
42449076,6213204071,0,5671668,True,West 11th Street,residential,20 mph,133.681,"LINESTRING (-74.00353320000001 40.7362021, -74.0050902 40.7359709)",,,,,,,
42449076,42440940,0,46608946,True,West 4th Street,residential,20 mph,72.44,"LINESTRING (-74.00353320000001 40.7362021, -74.003714 40.736839)",,,,,,,
42450055,4970497088,0,685336387,True,East 105th Street,residential,20 mph,13.242,"LINESTRING (-73.945171 40.7908925, -73.94530829999999 40.7909506)",,,,,,,
42450109,3552444438,0,275305127,True,West Road,residential,15 mph,3.986,"LINESTRING (-73.9522642 40.7602829, -73.95222029999999 40.7602963)",,,,,,,
42450137,42450145,0,108211744,True,West Road,residential,15 mph,20.972,"LINESTRING (-73.9547369 40.7580435, -73.95461299999999 40.7582071)",,,,,,,
42450145,42450148,0,108211744,True,West Road,residential,15 mph,22.534,"LINESTRING (-73.95461299999999 40.7582071, -73.95447540000001 40.7583809)",,,,,,,
42450148,42450151,0,108211744,True,West Road,residential,15 mph,22.235,"LINESTRING (-73.95447540000001 40.7583809, -73.9543257 40.7585456)",,,,,,,
42450151,42450154,0,108211744,True,West Road,residential,15 mph,24.8,"LINESTRING (-73.9543257 40.7585456, -73.95415439999999 40.758727)",,,,,,,
42450154,42450160,0,108211744,True,West Road,residential,15 mph,21.28,"LINESTRING (-73.95415439999999 40.758727, -73.953982 40.7588669)",,,,,,,
42450160,42450162,0,108211744,True,West Road,residential,15 mph,7.167,"LINESTRING (-73.953982 40.7588669, -73.9539185 40.7589098)",,,,,,,
42450162,5487036765,0,108211744,True,West Road,residential,15 mph,18.762,"LINESTRING (-73.9539185 40.7589098, -73.95372949999999 40.7589991)",,,,,,,
42450165,5487036766,0,570749381,True,West Road,residential,15 mph,31.177,"LINESTRING (-73.9535645 40.7590756, -73.9533869 40.7593216)",,,,,,,
42452001,42436384,0,46610726,True,Barrow Street,residential,20 mph,36.29,"LINESTRING (-74.0061759 40.7316336, -74.0066039 40.73167)",,,,,,,
42452598,6213204074,0,5672073,True,Charles Street,residential,20 mph,133.865,"LINESTRING (-74.0031527 40.7348912, -74.00471109999999 40.7346569)",,,,,,,
42452598,42457421,0,46608946,True,West 4th Street,residential,20 mph,72.848,"LINESTRING (-74.0031527 40.7348912, -74.0033399 40.7355308)",,,,,,,
42452767,2300353441,0,742639174,True,East Road,residential,15 mph,53.055,"LINESTRING (-73.9547707 40.7554234, -73.955133 40.7550331)",,,1,,,,
42453156,6781574657,0,5672183,False,East 5th Street,residential,20 mph,6.752,"LINESTRING (-73.9814332 40.7236873, -73.9813953 40.7236338)",,,,,,,
42453158,6781574658,0,5672183,False,East 5th Street,residential,20 mph,149.88,"LINESTRING (-73.9797155 40.7228841, -73.9812623 40.7235494)",,,,,,,
42453158,42444833,0,5672646,False,Avenue C,secondary,20 mph,78.005,"LINESTRING (-73.9797155 40.7228841, -73.9792659 40.7234973)",,,2,,,,
42453158,42455175,0,5672646,False,Avenue C,secondary,20 mph,76.655,"LINESTRING (-73.9797155 40.7228841, -73.9801561 40.722281)",,,2,,,,
42453160,42453158,0,46608204,True,East 5th Street,residential,20 mph,228.507,"LINESTRING (-73.977346 40.721885, -73.9797155 40.7228841)",,,,,,,
42453160,4161569138,0,397839400,False,Avenue D,secondary,20 mph,69.56,"LINESTRING (-73.977346 40.721885, -73.9769429 40.7224309)",,,2,,,,
42453160,4301308557,0,397839400,False,Avenue D,secondary,20 mph,67.733,"LINESTRING (-73.977346 40.721885, -73.9777339 40.7213515)",,,2,,,,
42453160,4301308529,0,430868628,False,,service,20 mph,9.919,"LINESTRING (-73.977346 40.721885, -73.9772428 40.7218421)",,,,,,,
42453175,7120676181,0,195743554,False,Avenue A,secondary,20 mph,5.535,"LINESTRING (-73.98440429999999 40.724861, -73.9843726 40.7249046)",,,2,,,,
42453175,7120757700,0,195743554,False,Avenue A,secondary,20 mph,7.294,"LINESTRING (-73.98440429999999 40.724861, -73.98444619999999 40.7248036)",,,2,,,,
42453177,6814309598,0,5672187,True,East 5th Street,residential,20 mph,213.626,"LINESTRING (-73.982083 40.723882, -73.9842982 40.7248161)",,,,,,,
42453177,42444832,0,5672621,False,Avenue B,secondary,20 mph,77.741,"LINESTRING (-73.982083 40.723882, -73.98163700000001 40.724494)",,,2,,,,
42453177,42455083,0,5672621,False,Avenue B,secondary,20 mph,76.758,"LINESTRING (-73.982083 40.723882, -73.982524 40.723278)",,,2,,,,
42453604,6781574665,0,25163419,True,East 2nd Street,residential,20 mph,52.551,"LINESTRING (-73.98575200000001 40.723009, -73.9862972 40.7232384)",,,,,,,
42453604,42437343,0,195743554,False,Avenue A,secondary,20 mph,81.281,"LINESTRING (-73.98575200000001 40.723009, -73.985286 40.723649)",,,2,,,,
42453604,4544006773,0,195743554,False,Avenue A,secondary,20 mph,82.049,"LINESTRING (-73.98575200000001 40.723009, -73.98621009999999 40.7223579)",,,2,,,,
42453607,42437346,0,5672621,False,Avenue B,secondary,20 mph,83.02,"LINESTRING (-73.98344400000001 40.722019, -73.982964 40.722671)",,,2,,,,
42453607,3783146176,0,5672621,False,Avenue B,secondary,20 mph,50.519,"LINESTRING (-73.98344400000001 40.722019, -73.98373549999999 40.721622)",,,2,,,,
42453607,42453604,0,25163419,True,East 2nd Street,residential,20 mph,223.492,"LINESTRING (-73.98344400000001 40.722019, -73.98575200000001 40.723009)",,,,,,,
42453610,3783146167,0,25163419,True,East 2nd Street,residential,20 mph,8.521,"LINESTRING (-73.98108139999999 40.7210227, -73.9811698 40.7210599)",,,,,,,
42453610,5648878922,0,440681437,False,Avenue C,secondary,20 mph,7.884,"LINESTRING (-73.98108139999999 40.7210227, -73.9810365 40.7210849)",,,2,,,,
42453610,4219836765,0,440681437,False,Avenue C,secondary,20 mph,6.995,"LINESTRING (-73.98108139999999 40.7210227, -73.9811187 40.7209665)",,,2,,,,
42453613,4219827522,0,397839400,False,Avenue D,secondary,20 mph,4.333,"LINESTRING (-73.97872049999999 40.7200008, -73.97869609999999 40.7200351)",,,2,,,,
42454635,42431528,0,5672510,True,Morton Street,residential,20 mph,60.932,"LINESTRING (-74.005295 40.730798, -74.0046246 40.7310034)",,,,,,,
42454742,42435581,0,480112475,True,Jane Street,residential,20 mph,22.226,"LINESTRING (-74.003874 40.738129, -74.0041378 40.7381289)",,,,,,,
42454997,5147808597,0,479642035,True,East 11th Street,residential,20 mph,142.279,"LINESTRING (-73.98179 40.728446, -73.98326710000001 40.7290659)",,,,,,,
42454997,42446552,0,584971531,False,Avenue A,secondary,20 mph,81.239,"LINESTRING (-73.98179 40.728446, -73.981325 40.729086)",,,2,,,,
42454997,4216045840,0,584971531,False,Avenue A,secondary,20 mph,67.931,"LINESTRING (-73.98179 40.728446, -73.9821804 40.7279115)",,,2,,,,
42455007,42454997,0,479642035,True,East 11th Street,residential,20 mph,223.781,"LINESTRING (-73.97946899999999 40.727468, -73.98179 40.728446)",,,,,,,
42455007,42446562,0,813956617,False,Avenue B,secondary,20 mph,81.29,"LINESTRING (-73.97946899999999 40.727468, -73.978998 40.728106)",,,2,yes,,,
42455007,4216045798,0,813956617,False,Avenue B,secondary,20 mph,69.608,"LINESTRING (-73.97946899999999 40.727468, -73.97986710000001 40.7269195)",,,2,yes,,,
42455013,42446571,0,477151468,False,Avenue C,secondary,20 mph,80.724,"LINESTRING (-73.97709829999999 40.7264706, -73.9766295 40.7271037)",,,2,,,,
42455013,42430938,0,477151468,False,Avenue C,secondary,20 mph,75.056,"LINESTRING (-73.97709829999999 40.7264706, -73.97753640000001 40.7258829)",,,2,,,,
42455013,42455007,0,479642035,True,East 11th Street,residential,20 mph,228.492,"LINESTRING (-73.97709829999999 40.7264706, -73.97946899999999 40.727468)",,,,,,,
42455039,4544006773,0,195743554,False,Avenue A,secondary,20 mph,8.049,"LINESTRING (-73.9862562 40.7222945, -73.98621009999999 40.7223579)",,,2,,,,
42455051,7120676183,0,195743554,False,Avenue A,secondary,20 mph,9.068,"LINESTRING (-73.984837 40.724269, -73.9847843 40.7243401)",,,2,,,,
42455051,42437343,0,195743554,False,Avenue A,secondary,20 mph,78.642,"LINESTRING (-73.984837 40.724269, -73.985286 40.723649)",,,2,,,,
42455051,42455083,0,706833044,True,East 4th Street,residential,20 mph,223.91,"LINESTRING (-73.984837 40.724269, -73.982524 40.723278)",,,,,,,
42455083,42453177,0,5672621,False,Avenue B,secondary,20 mph,76.758,"LINESTRING (-73.982524 40.723278, -73.982083 40.723882)",,,2,,,,
42455083,42437346,0,5672621,False,Avenue B,secondary,20 mph,77.01,"LINESTRING (-73.982524 40.723278, -73.982964 40.722671)",,,2,,,,
42455083,42455175,0,706833044,True,East 4th Street,residential,20 mph,228.275,"LINESTRING (-73.982524 40.723278, -73.9801561 40.722281)",,,,,,,
42455175,42453158,0,5672646,False,Avenue C,secondary,20 mph,76.655,"LINESTRING (-73.9801561 40.722281, -73.9797155 40.7228841)",,,2,,,,
42455175,42437349,0,440681437,False,Avenue C,secondary,20 mph,77.065,"LINESTRING (-73.9801561 40.722281, -73.9806076 40.7216783)",,,2,,,,
42455175,42455396,0,706833044,True,East 4th Street,residential,20 mph,228.671,"LINESTRING (-73.9801561 40.722281, -73.977788 40.721277)",,,,,,,
42455181,42449029,0,5672646,False,Avenue C,secondary,20 mph,75.666,"LINESTRING (-73.9784069 40.7246931, -73.9779748 40.7252896)",,,2,,,,
42455181,42434233,0,5672646,False,Avenue C,secondary,20 mph,77.957,"LINESTRING (-73.9784069 40.7246931, -73.97884689999999 40.7240764)",,,2,,,,
42455181,42455412,0,5673085,True,East 8th Street,residential,20 mph,229.318,"LINESTRING (-73.9784069 40.7246931, -73.97602999999999 40.723689)",,,,,,,
42455396,4301308557,0,397839400,False,Avenue D,secondary,20 mph,9.456,"LINESTRING (-73.977788 40.721277, -73.9777339 40.7213515)",,,2,,,,
42455396,4301308542,0,397839400,False,Avenue D,secondary,20 mph,5.817,"LINESTRING (-73.977788 40.721277, -73.9778216 40.7212313)",,,2,,,,
42455412,3659184788,0,25167210,False,Avenue D,secondary,20 mph,5.777,"LINESTRING (-73.97602999999999 40.723689, -73.9759969 40.7237345)",,,2,,,,
42455412,4301307684,0,25167210,False,Avenue D,secondary,20 mph,4.347,"LINESTRING (-73.97602999999999 40.723689, -73.976055 40.7236548)",,,2,,,,
42455867,6031953401,0,479642042,True,East 4th Street,residential,20 mph,30.365,"LINESTRING (-73.987053 40.725203, -73.98674 40.7250677)",,,,,,,
42456101,6191027334,0,195743161,True,East 105th Street,residential,20 mph,10.822,"LINESTRING (-73.9405592 40.7889397, -73.9406714 40.7889872)",,,,,,,
42456464,4685597889,0,5672912,True,Saint Lukes Place,residential,20 mph,43.656,"LINESTRING (-74.005475 40.730104, -74.0059895 40.7301502)",,,,,,,
42457421,42433272,0,5673052,True,Perry Street,residential,20 mph,135.456,"LINESTRING (-74.0033399 40.7355308, -74.00176159999999 40.7357626)",,,,,,,
42457421,42449076,0,46608946,True,West 4th Street,residential,20 mph,76.401,"LINESTRING (-74.0033399 40.7355308, -74.00353320000001 40.7362021)",,,,,,,
42457728,42452598,0,46608946,True,West 4th Street,residential,20 mph,72.577,"LINESTRING (-74.0029703 40.7342533, -74.0031527 40.7348912)",,,,,,,
42457728,5244228881,0,216959250,True,West 10th Street,residential,20 mph,19.762,"LINESTRING (-74.0029703 40.7342533, -74.00274039999999 40.7342885)",,,,,,,
42459041,596775819,0,685336387,True,East 105th Street,residential,20 mph,25.174,"LINESTRING (-73.9482624 40.7922008, -73.9485225 40.7923125)",,,,,,,
100662028,100662029,0,122625718,True,Robert F. Kennedy Bridge,motorway,10 mph,119.077,"LINESTRING (-73.9238893 40.792757, -73.9231279 40.7936595)",,yes,2,,I 278,,
100662029,100662030,0,122625718,True,Robert F. Kennedy Bridge,motorway,10 mph,232.594,"LINESTRING (-73.9231279 40.7936595, -73.9216067 40.7954057)",,yes,2,,I 278,,
247220910,2216963622,0,46613712,True,Center Drive,cycleway,20 mph,9.193,"LINESTRING (-73.97411150000001 40.7699129, -73.97400260000001 40.7699186)",,,,,,,
247221417,4332700903,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,13.021,"LINESTRING (-73.9688824 40.7732268, -73.9689882 40.7733122)",,,,,,,
247221417,2059303838,0,561816395,False,Terrace Drive,cycleway,20 mph,16.35,"LINESTRING (-73.9688824 40.7732268, -73.9687641 40.7731102)",,,,,,,
