u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,bridge,ref,access,width,junction,tunnel,service,area
430098062,430098083,0,36985959,,,cycleway,,False,96.78999999999999,"LINESTRING (12.5210291 55.6406313, 12.5210439 55.6407327, 12.5210083 55.640855, 12.5210177 55.6409144, 12.5210301 55.6409638, 12.5210462 55.6409783, 12.5211069 55.6410329, 12.5212013 55.6411249, 12.5212528 55.6412072, 12.521187 55.6413127, 12.5210172 55.6414258)",,,,,,,,
430098062,431165883,0,36985959,,,cycleway,,False,101.474,"LINESTRING (12.5210291 55.6406313, 12.5209781 55.6405727, 12.5208837 55.6405145, 12.5207582 55.6404724, 12.5206346 55.6404292, 12.5205772 55.6403959, 12.5205235 55.6403316, 12.520427 55.6402673, 12.5203492 55.6402529, 12.5202526 55.6402544, 12.5201558 55.6402942, 12.5201258 55.6403539, 12.5201482 55.6404428, 12.5201105 55.6404815, 12.5200565 55.6405038)",,,,,,,,
430098062,267180946,0,115506080,,,cycleway,,False,106.18700000000001,"LINESTRING (12.5210291 55.6406313, 12.5210826 55.6405199, 12.5212489 55.6403837, 12.5213454 55.6401869, 12.5213562 55.6399144, 12.5214795 55.6397297)",,,,,,,,
430098083,266640057,0,36985959,,,cycleway,,False,24.035,"LINESTRING (12.5210172 55.6414258, 12.5208736 55.6414651, 12.52067 55.641517)",,,,,,,,
430098083,430098062,0,36985959,,,cycleway,,False,96.79,"LINESTRING (12.5210172 55.6414258, 12.521187 55.6413127, 12.5212528 55.6412072, 12.5212013 55.6411249, 12.5211069 55.6410329, 12.5210462 55.6409783, 12.5210301 55.6409638, 12.5210177 55.6409144, 12.5210083 55.640855, 12.5210439 55.6407327, 12.5210291 55.6406313)",,,,,,,,
430098083,430099104,0,36986090,,,cycleway,,False,106.481,"LINESTRING (12.5210172 55.6414258, 12.5211558 55.6414227, 12.5212665 55.6414314, 12.5214302 55.6414559, 12.5216621 55.6415002, 12.5219277 55.6415721, 12.5221691 55.641663, 12.5224771 55.6418461)",,,,,,,,
430099104,430099105,0,36986090,,,cycleway,,False,38.592,"LINESTRING (12.5224771 55.6418461, 12.5225937 55.6420035, 12.5226877 55.6421718)",,,,,,,,
430099104,430098083,0,36986090,,,cycleway,,False,106.481,"LINESTRING (12.5224771 55.6418461, 12.5221691 55.641663, 12.5219277 55.6415721, 12.5216621 55.6415002, 12.5214302 55.6414559, 12.5212665 55.6414314, 12.5211558 55.6414227, 12.5210172 55.6414258)",,,,,,,,
430099104,430099308,0,118733389,,,cycleway,,False,24.805999999999997,"LINESTRING (12.5224771 55.6418461, 12.5225439 55.6418618, 12.5226813 55.6418795, 12.5227778 55.6418795, 12.5228497 55.6418534)",,,,,,,,
430099105,430099109,0,36986090,,,cycleway,,False,210.34500000000003,"LINESTRING (12.5226877 55.6421718, 12.5227291 55.6423117, 12.5227578 55.6426093, 12.5226748 55.6429267, 12.5225192 55.6433248, 12.522307 55.6440381)",,,,,,,,
430099105,430099104,0,36986090,,,cycleway,,False,38.592,"LINESTRING (12.5226877 55.6421718, 12.5225937 55.6420035, 12.5224771 55.6418461)",,,,,,,,
430099105,430099308,0,36986119,,,cycleway,,False,36.911,"LINESTRING (12.5226877 55.6421718, 12.5227815 55.6419516, 12.5228497 55.6418534)",,,,,,,,
430099109,430099105,0,36986090,,,cycleway,,False,210.345,"LINESTRING (12.522307 55.6440381, 12.5225192 55.6433248, 12.5226748 55.6429267, 12.5227578 55.6426093, 12.5227291 55.6423117, 12.5226877 55.6421718)",,,,,,,,
430099308,430099105,0,36986119,,,cycleway,,False,36.911,"LINESTRING (12.5228497 55.6418534, 12.5227815 55.6419516, 12.5226877 55.6421718)",,,,,,,,
430099308,430099346,0,36986119,,,cycleway,,False,279.06600000000003,"LINESTRING (12.5228497 55.6418534, 12.5230442 55.6416464, 12.523142 55.641551, 12.5232606 55.6414862, 12.5234425 55.6414477, 12.5236324 55.6414349, 12.5239487 55.6414321, 12.5241731 55.6414483, 12.5243122 55.641499, 12.5244148 55.641568, 12.5245487 55.6417013, 12.5246775 55.6418321, 12.5248107 55.641975, 12.5249693 55.6421276, 12.52513 55.6422394, 12.5253871 55.6423599, 12.5258013 55.6425189, 12.5259684 55.6425719)",,,,,,,,
430099308,430099104,0,118733389,,,cycleway,,False,24.806,"LINESTRING (12.5228497 55.6418534, 12.5227778 55.6418795, 12.5226813 55.6418795, 12.5225439 55.6418618, 12.5224771 55.6418461)",,,,,,,,
430099346,430099308,0,36986119,,,cycleway,,False,279.06600000000003,"LINESTRING (12.5259684 55.6425719, 12.5258013 55.6425189, 12.5253871 55.6423599, 12.52513 55.6422394, 12.5249693 55.6421276, 12.5248107 55.641975, 12.5246775 55.6418321, 12.5245487 55.6417013, 12.5244148 55.641568, 12.5243122 55.641499, 12.5241731 55.6414483, 12.5239487 55.6414321, 12.5236324 55.6414349, 12.5234425 55.6414477, 12.5232606 55.6414862, 12.523142 55.641551, 12.5230442 55.6416464, 12.5228497 55.6418534)",,,,,,,,
431165883,266640057,0,24500869,,,cycleway,,False,119.06,"LINESTRING (12.5200565 55.6405038, 12.52067 55.641517)",,,,,,,,
431165883,431165898,0,36985959,,,cycleway,,False,8.77,"LINESTRING (12.5200565 55.6405038, 12.5199221 55.6405254)",,,,,,,,
431165883,266415535,0,24500869,,,cycleway,,False,425.14,"LINESTRING (12.5200565 55.6405038, 12.5193242 55.6392813, 12.5188135 55.6384552, 12.5178555 55.6368879)",,,,,,,,
431165883,430098062,0,36985959,,,cycleway,,False,101.47399999999999,"LINESTRING (12.5200565 55.6405038, 12.5201105 55.6404815, 12.5201482 55.6404428, 12.5201258 55.6403539, 12.5201558 55.6402942, 12.5202526 55.6402544, 12.5203492 55.6402529, 12.520427 55.6402673, 12.5205235 55.6403316, 12.5205772 55.6403959, 12.5206346 55.6404292, 12.5207582 55.6404724, 12.5208837 55.6405145, 12.5209781 55.6405727, 12.5210291 55.6406313)",,,,,,,,
431165898,431165883,0,36985959,,,cycleway,,False,8.77,"LINESTRING (12.5199221 55.6405254, 12.5200565 55.6405038)",,,,,,,,
431165898,267180781,0,"[115507334, 36985959]",,,cycleway,,False,419.498,"LINESTRING (12.5199221 55.6405254, 12.5196586 55.6404531, 12.5194714 55.6404061, 12.5192198 55.6403133, 12.5191621 55.6402202, 12.5191943 55.6401233, 12.519228 55.6400523, 12.5192319 55.6399749, 12.5191514 55.639872, 12.5189797 55.6397842, 12.51853 55.6396533, 12.5181053 55.6395995, 12.5177191 55.6395904, 12.5172656 55.6396437, 12.5170843 55.6396916, 12.5168938 55.6397579, 12.5166169 55.6399024, 12.5151645 55.6408693)",,,,,,,,
431165898,266640058,0,37074716,,,cycleway,,False,131.302,"LINESTRING (12.5199221 55.6405254, 12.5198848 55.6405561, 12.5199192 55.6406239, 12.5200082 55.6406706, 12.5200479 55.640745, 12.5199977 55.640856, 12.519998 55.640916, 12.5200001 55.6409908, 12.5199894 55.6411045, 12.5199433 55.6411931, 12.5199826 55.6412591, 12.5200565 55.6413118, 12.520203 55.6413695, 12.520409 55.6414086, 12.5204645 55.641515)",,,,,,,,
449197055,282664676,0,"[25911786, 23474948]",,Hillerødmotorvejen,cycleway,,False,891.549,"LINESTRING (12.4963116 55.7182855, 12.4962142 55.7184517, 12.4961701 55.7187607, 12.4960818 55.7189835, 12.4959136 55.7192121, 12.4957286 55.7193871, 12.4937678 55.7206797, 12.4914063 55.7222292, 12.490717 55.7226756, 12.4900858 55.7230785, 12.4886012 55.7238821, 12.4878408 55.7242484, 12.4876618 55.7241598, 12.4874861 55.7240835)",,,,,,,,
449197055,26949011,0,"[23474949, 38157045, 328522071]",,Hillerødmotorvejen,cycleway,,False,74.147,"LINESTRING (12.4963116 55.7182855, 12.4964084 55.7182088, 12.4968671 55.7178521, 12.4969996 55.7177429)",,,,,,yes,,
449197055,384732698,0,712485711,,,cycleway,,False,46.616,"LINESTRING (12.4963116 55.7182855, 12.4957666 55.7181185, 12.4956759 55.718071)",,,,,,,,
461433043,26506965,0,8142083,,,cycleway,,False,2.146,"LINESTRING (12.5351454 55.7270599, 12.5351454 55.7270406)",,,,,,,,
478634547,3105225285,0,26751554,,,cycleway,,False,13.164,"LINESTRING (12.5617844 55.7018066, 12.5617962 55.7019248)",,,,,,,,
478634660,478634690,0,39888166,,,cycleway,,False,4.826,"LINESTRING (12.5606466 55.7006517, 12.560646 55.7006083)",,,,,,,,
478634660,478634671,0,39888164,,,cycleway,,False,27.293,"LINESTRING (12.5606466 55.7006517, 12.5606697 55.7006635, 12.5606847 55.7006788, 12.5606899 55.7006961, 12.5606847 55.7007134, 12.5606698 55.7007288, 12.5606468 55.7007406, 12.5606182 55.7007475, 12.5605871 55.7007487, 12.5605571 55.7007441, 12.5605314 55.7007342, 12.5605129 55.7007201, 12.5605036 55.7007034, 12.5605046 55.7006858, 12.5605156 55.7006695)",,,,,,,,
478634660,478634671,1,39888164,,,cycleway,,False,9.38,"LINESTRING (12.5606466 55.7006517, 12.5606191 55.7006451, 12.5605893 55.7006436, 12.5605602 55.7006476, 12.5605348 55.7006565, 12.5605156 55.7006695)",,,,,,,,
478634671,478634692,0,39888167,,,cycleway,,False,6.142,"LINESTRING (12.5605156 55.7006695, 12.5605119 55.7006143)",,,,,,,,
478634671,478634660,0,39888164,,,cycleway,,False,9.379999999999999,"LINESTRING (12.5605156 55.7006695, 12.5605348 55.7006565, 12.5605602 55.7006476, 12.5605893 55.7006436, 12.5606191 55.7006451, 12.5606466 55.7006517)",,,,,,,,
478634671,478634660,1,39888164,,,cycleway,,False,27.293,"LINESTRING (12.5605156 55.7006695, 12.5605046 55.7006858, 12.5605036 55.7007034, 12.5605129 55.7007201, 12.5605314 55.7007342, 12.5605571 55.7007441, 12.5605871 55.7007487, 12.5606182 55.7007475, 12.5606468 55.7007406, 12.5606698 55.7007288, 12.5606847 55.7007134, 12.5606899 55.7006961, 12.5606847 55.7006788, 12.5606697 55.7006635, 12.5606466 55.7006517)",,,,,,,,
478634674,478634693,0,39888168,,,cycleway,,False,4.021,"LINESTRING (12.5601704 55.7004428, 12.5602326 55.7004339)",,,,,,,,
478634674,3098681017,0,39888165,,,cycleway,,False,9.451999999999998,"LINESTRING (12.5601704 55.7004428, 12.5601669 55.7004548, 12.560157 55.7004655, 12.5601415 55.700474, 12.5601221 55.7004793, 12.5601007 55.7004808, 12.5600796 55.7004785, 12.5600608 55.7004725)",,,,,,,,
478634674,3098681017,1,39888165,,,cycleway,,False,16.949,"LINESTRING (12.5601704 55.7004428, 12.5601649 55.7004279, 12.5601495 55.7004153, 12.5601266 55.7004072, 12.5600998 55.7004049, 12.5600736 55.7004086, 12.5600521 55.7004178, 12.5600387 55.7004311, 12.5600357 55.7004462, 12.5600435 55.7004608, 12.5600608 55.7004725)",,,,,,,,
478634690,478634660,0,39888166,,,cycleway,,False,4.826,"LINESTRING (12.560646 55.7006083, 12.5606466 55.7006517)",,,,,,,,
478634692,478634671,0,39888167,,,cycleway,,False,6.142,"LINESTRING (12.5605119 55.7006143, 12.5605156 55.7006695)",,,,,,,,
478634693,478634674,0,39888168,,,cycleway,,False,4.021,"LINESTRING (12.5602326 55.7004339, 12.5601704 55.7004428)",,,,,,,,
478634693,478634713,0,"[39888172, 26751559]",,,cycleway,,False,31.969,"LINESTRING (12.5602326 55.7004339, 12.560248 55.7005432, 12.5602678 55.7006037, 12.5601873 55.7006309, 12.5601916 55.7006943)",,,,,,,,
478634693,293431129,0,26751559,,,cycleway,,False,30.068,"LINESTRING (12.5602326 55.7004339, 12.5602443 55.7003714, 12.560261 55.7003182, 12.5602961 55.7002627, 12.5603764 55.7001796)",,,,,,,,
478634699,3098681017,0,39888169,,,cycleway,,False,4.309,"LINESTRING (12.5600084 55.7004976, 12.5600608 55.7004725)",,,,,,,,
478634713,478634693,0,"[39888172, 26751559]",,,cycleway,,False,31.969,"LINESTRING (12.5601916 55.7006943, 12.5601873 55.7006309, 12.5602678 55.7006037, 12.560248 55.7005432, 12.5602326 55.7004339)",,,,,,,,
504013842,1923889068,0,263194793,,Svineryggen,cycleway,,False,4.591,"LINESTRING (12.5563463 55.6778636, 12.5564183 55.6778561)",,,,,,,,
518428883,289000523,0,26380169,,,cycleway,,False,11.837,"LINESTRING (12.4673724 55.6919959, 12.4673346 55.6921002)",,,,,,,,
518428883,1142416917,0,"[26380169, 254761017, 26380167]",,,cycleway,,False,89.864,"LINESTRING (12.4673724 55.6919959, 12.467415 55.6918061, 12.4674404 55.6916702, 12.4674932 55.691385, 12.4675234 55.6912838, 12.4675633 55.6911958)",,,,,,yes,,
518428883,271445403,0,41894742,,,cycleway,,False,55.349000000000004,"LINESTRING (12.4673724 55.6919959, 12.4674475 55.6919927, 12.467498 55.6919815, 12.4675323 55.6919523, 12.4675531 55.6918897, 12.4675898 55.6917809, 12.46764 55.6915675)",,,,,,,,
534753050,1620193505,0,148963976,,,cycleway,,False,177.887,"LINESTRING (12.5720996 55.6381171, 12.5721881 55.638067, 12.5723222 55.6380034, 12.5724509 55.6379822, 12.5726226 55.6379852, 12.5727468 55.6380005, 12.5729015 55.6380458, 12.5729766 55.6380882, 12.5730435 55.6381507, 12.5741514 55.6380004, 12.5742534 55.6380609, 12.5746447 55.6380051)",,,,,,,,
534753050,1620193533,0,148963976,,,cycleway,,False,23.313,"LINESTRING (12.5720996 55.6381171, 12.5721612 55.6382002, 12.572239 55.638268, 12.5722779 55.6383)",,,,,,,,
534753050,279973460,0,26275670,,Kanonvej,path,,False,941.0209999999998,"LINESTRING (12.5720996 55.6381171, 12.5717022 55.6376641, 12.5711952 55.6372671, 12.5710711 55.637152, 12.5699243 55.6360673, 12.5695249 55.635694, 12.5691345 55.6353274, 12.5684765 55.6346871, 12.5684698 55.6346807, 12.5683955 55.6346108, 12.5681949 55.6342984, 12.5680875 55.6340064, 12.5680526 55.6338699, 12.5678351 55.6311265, 12.5677525 55.6302653)",,,,,,,,
560313396,6357644302,0,"[149716273, 1694113, 679140317]","['4', '3']",H.C. Andersens Boulevard,"['cycleway', 'tertiary']",50,True,221.80399999999997,"LINESTRING (12.5708022 55.6745078, 12.5707378 55.6745191, 12.570603 55.6745444, 12.5704756 55.6745834, 12.5701353 55.6746796, 12.5696968 55.6749029, 12.5689084 55.6752915, 12.5688008 55.6753511, 12.5686943 55.6754215, 12.5683634 55.6756536, 12.5682922 55.6757077, 12.568158 55.6757927)",,,,,,,,
564838211,3640000664,0,"[359243352, 359243353]",,,cycleway,,True,61.583,"LINESTRING (12.5859968 55.6788317, 12.5859383 55.678887, 12.5859094 55.6789436, 12.5857871 55.6792464, 12.5857399 55.6793634)",,,,,,,,
566129941,566129947,0,672675021,,,cycleway,,False,5.118,"LINESTRING (12.5760046 55.6415103, 12.5759232 55.6415131)",,,,,,,,
566129941,1384190623,0,44637265,,Vejlands Allé,unclassified,40,True,50.896,"LINESTRING (12.5760046 55.6415103, 12.5759863 55.6419679)",,,,,,,,
566129941,287806912,0,45418770,,,cycleway,,False,54.586,"LINESTRING (12.5760046 55.6415103, 12.5760568 55.6415107, 12.5761405 55.6415144, 12.5762332 55.641545, 12.576319 55.6416079, 12.5764596 55.6417114, 12.5765772 55.6418388)",,,,,,,,
566129947,566129941,0,672675021,,,cycleway,,False,5.118,"LINESTRING (12.5759232 55.6415131, 12.5760046 55.6415103)",,,,,,,,
566129947,22527531,0,4247609,,,cycleway,,False,16.694000000000003,"LINESTRING (12.5759232 55.6415131, 12.5757945 55.641507, 12.5756623 55.641487)",,,,,,,,
566129947,411806235,0,44637267,,Vejlands Allé,unclassified,,True,51.711999999999996,"LINESTRING (12.5759232 55.6415131, 12.5758956 55.6411839, 12.5758944 55.6411694, 12.5758379 55.6410527)",,,,,,,,
577269029,2724297439,0,266942148,,Sankt Hans Gade,cycleway,,False,5.944,"LINESTRING (12.5648301 55.6890772, 12.5649173 55.6890562)",,,,,,,,
583011001,1213545863,0,45784532,,,cycleway,,False,123.25800000000001,"LINESTRING (12.4978057 55.6855848, 12.49783 55.6855872, 12.4978548 55.6855944, 12.4979405 55.68564, 12.4979779 55.6856598, 12.498095 55.685722, 12.4987066 55.6860469, 12.4990281 55.6862177, 12.4991231 55.6862682, 12.4992115 55.6863151, 12.4992476 55.6863343)",,,,,,,,
583011001,1287522420,0,113551030,,,cycleway,,False,22.294,"LINESTRING (12.4978057 55.6855848, 12.4978089 55.6855693, 12.498033 55.6854343)",,,,,,,,
588481080,1051990746,0,"[90640353, 672080222]",,,cycleway,,False,38.927,"LINESTRING (12.5614937 55.6625397, 12.5616775 55.6626258, 12.5617001 55.6626597, 12.5617536 55.6627393, 12.5618125 55.6628272)",,,,,,yes,,
588759280,10214858,0,364809687,,,cycleway,,False,10.057,"LINESTRING (12.5674145 55.648877, 12.5675744 55.6488707)",,,,,,,,
588759280,3688504172,0,46178268,,,cycleway,,False,37.072,"LINESTRING (12.5674145 55.648877, 12.5674032 55.6487285, 12.5673778 55.6486657, 12.5674005 55.6486067, 12.5674528 55.6485545)",,,,,,,,
588759280,593915572,0,46178268,,,cycleway,,False,237.246,"LINESTRING (12.5674145 55.648877, 12.5673865 55.6489448, 12.5673162 55.6490156, 12.5662763 55.6497314, 12.5662048 55.6497985, 12.5661549 55.6498734, 12.5661409 55.6499376, 12.5661537 55.6500097, 12.5665433 55.6507391)",,,,,,,,
588759283,10214858,0,46178269,,,cycleway,,False,9.637,"LINESTRING (12.5677267 55.6488595, 12.5675744 55.6488707)",,,,,,,,
588759283,3688504171,0,364809686,,,cycleway,,False,4.239,"LINESTRING (12.5677267 55.6488595, 12.5677035 55.6488237)",,,,,,,,
588759283,1587060374,0,364809688,,,cycleway,,False,234.204,"LINESTRING (12.5677267 55.6488595, 12.5677511 55.6489237, 12.5677475 55.6489619, 12.5677168 55.6490149, 12.5676111 55.6491036, 12.566635 55.6497658, 12.5665494 55.6498401, 12.5665008 55.6499172, 12.5664945 55.6499849, 12.5665098 55.6500505, 12.5668563 55.6506955)",,,,,,,,
593915572,588759280,0,46178268,,,cycleway,,False,237.24599999999998,"LINESTRING (12.5665433 55.6507391, 12.5661537 55.6500097, 12.5661409 55.6499376, 12.5661549 55.6498734, 12.5662048 55.6497985, 12.5662763 55.6497314, 12.5673162 55.6490156, 12.5673865 55.6489448, 12.5674145 55.648877)",,,,,,,,
593915572,3357013336,0,46178268,,,cycleway,,False,246.73700000000002,"LINESTRING (12.5665433 55.6507391, 12.5676143 55.6526984, 12.5677024 55.6528051, 12.5677285 55.6528538)",,,,,,,,
593915572,1587060374,0,145266561,,,path,,False,20.231,"LINESTRING (12.5665433 55.6507391, 12.5667057 55.6507146, 12.5668563 55.6506955)",,,,,,,,
602154245,8919792,0,"[48759208, 746829865, 746829866, 47256283, 22979227]",,,"['cycleway', 'service']",50,False,131.38000000000002,"LINESTRING (12.5849451 55.6384153, 12.5845379 55.6384619, 12.5844785 55.6384689, 12.5835454 55.6385868, 12.5833154 55.6386157, 12.582964 55.6386581, 12.5828991 55.638665)",yes,,,,,,,
606928964,1619530753,0,25719182,,,cycleway,,False,7.774,"LINESTRING (12.5784908 55.6181299, 12.5785096 55.618199)",,,,,,,,
606928964,737304629,0,25719182,,,cycleway,,False,6.011,"LINESTRING (12.5784908 55.6181299, 12.5785002 55.6180761)",,,,,,,,
606928964,671542014,0,831658659,,Otto Baches Alle,tertiary,50,True,44.528999999999996,"LINESTRING (12.5784908 55.6181299, 12.5787254 55.618192, 12.5788864 55.6182473, 12.5790956 55.618336)",,,,,,,,
618600678,618600679,0,48736562,,,cycleway,,False,59.994,"LINESTRING (12.5847939 55.6393174, 12.5838526 55.6394115)",,,,,,,,
618600679,618600678,0,48736562,,,cycleway,,False,59.994,"LINESTRING (12.5838526 55.6394115, 12.5847939 55.6393174)",,,,,,,,
618819473,3379557973,0,"[48762578, 48762587, 48762645]",,,cycleway,,False,40.628,"LINESTRING (12.5841586 55.6401967, 12.5840988 55.6402029, 12.5837991 55.6402441, 12.5835266 55.6402755)",yes,,,,,,,
618825358,618825410,0,48764220,,,cycleway,,False,186.21200000000002,"LINESTRING (12.5870644 55.638094, 12.5871633 55.6374753, 12.5871814 55.6373642, 12.5871417 55.6373083, 12.5868059 55.6372829, 12.5866631 55.6368407, 12.5865865 55.6366037)",,,,,,,,
618825371,4729808204,0,479951795,,,cycleway,,False,63.288,"LINESTRING (12.5882938 55.6381253, 12.5882142 55.6375859, 12.5882101 55.6375581)",,,,,,,,
618825401,4729808204,0,48764221,,,cycleway,,False,122.61,"LINESTRING (12.5880568 55.6364589, 12.5881137 55.6369004, 12.588165 55.637299, 12.5882101 55.6375581)",,,,,,,,
618825410,618825358,0,48764220,,,cycleway,,False,186.212,"LINESTRING (12.5865865 55.6366037, 12.5866631 55.6368407, 12.5868059 55.6372829, 12.5871417 55.6373083, 12.5871814 55.6373642, 12.5871633 55.6374753, 12.5870644 55.638094)",,,,,,,,
618888968,2998172654,0,228152973,,,cycleway,,False,273.20599999999996,"LINESTRING (12.584406 55.6899623, 12.5844045 55.6900032, 12.5847448 55.6902591, 12.5851446 55.6905142, 12.5853244 55.6906133, 12.5854137 55.6906477, 12.5858221 55.6908895, 12.5861316 55.6910894, 12.5862518 55.6911556, 12.5862986 55.6911833, 12.5863438 55.691228, 12.5864166 55.6912551, 12.586626 55.6913833, 12.5869534 55.6915819, 12.5872126 55.6917141, 12.5872021 55.6917919)",,,,,,,,
618888968,300371868,0,789066927,1,Øster Voldgade,tertiary,40,True,55.211,"LINESTRING (12.584406 55.6899623, 12.5841224 55.6899417, 12.583889 55.6898722, 12.5836262 55.6897588)",,,,,,,,
661727398,661727424,0,"[51863162, 337243179, 51863159]",,,cycleway,,False,155.855,"LINESTRING (12.5907004 55.6588988, 12.5908661 55.6593734, 12.590992 55.659469, 12.5910602 55.6596611, 12.5911324 55.6598486, 12.591303 55.6599369, 12.5914012 55.6602118)",,,,,,building_passage,,
661727424,661727398,0,"[51863162, 337243179, 51863159]",,,cycleway,,False,155.855,"LINESTRING (12.5914012 55.6602118, 12.591303 55.6599369, 12.5911324 55.6598486, 12.5910602 55.6596611, 12.590992 55.659469, 12.5908661 55.6593734, 12.5907004 55.6588988)",,,,,,building_passage,,
664688360,323044507,0,52178771,,,cycleway,,False,119.451,"LINESTRING (12.523738 55.7038884, 12.5237643 55.7037004, 12.5241329 55.7034369, 12.5244392 55.7033914, 12.5246487 55.7033832, 12.5248904 55.7034059, 12.5249989 55.7035036)",,,,,,,,
664688360,323043465,0,52178764,,,path,,False,90.87200000000001,"LINESTRING (12.523738 55.7038884, 12.5239683 55.7037996, 12.5241677 55.7037619, 12.5244488 55.7037535, 12.5247138 55.7036977, 12.5250366 55.7035679)",,,,,,,,
664688360,323043169,0,"[802292003, 52178764]",,,"['cycleway', 'path']",,False,196.38899999999998,"LINESTRING (12.523738 55.7038884, 12.5236474 55.7040172, 12.5235182 55.7041288, 12.5233372 55.7042028, 12.5230566 55.7042651, 12.5229013 55.7043361, 12.5228021 55.7043988, 12.5227115 55.7044748, 12.5225412 55.7044914, 12.5224198 55.7044359, 12.5223445 55.704427, 12.5221776 55.7044574, 12.5218918 55.7045087, 12.5218405 55.7045179, 12.5217078 55.7045385, 12.5213201 55.7045987, 12.5211915 55.7046303)",,,,,,,,
668090960,339560162,0,"[148942633, 52597122, 52597123, 148942638]",,Richard Mortensens Vej,"['cycleway', 'residential']",50,False,524.224,"LINESTRING (12.5693867 55.6155201, 12.5697351 55.6155778, 12.5697342 55.6155982, 12.5698359 55.6158052, 12.5701573 55.6164316, 12.5699115 55.6164698, 12.5699634 55.6165794, 12.5699816 55.6166168, 12.570097 55.6168442, 12.5702854 55.6172155, 12.5703443 55.6173316, 12.5704116 55.6174643, 12.5705447 55.6176772, 12.5707636 55.6181533, 12.5708852 55.6183792, 12.5709613 55.6185687, 12.5710123 55.6187116, 12.5710344 55.6188539, 12.5710344 55.619066, 12.5710251 55.6198614)",yes,,,,,,,
668090972,1717741780,0,"[52597124, 52597125, 53264662]",,,cycleway,,False,83.279,"LINESTRING (12.5720867 55.615829, 12.5723854 55.6159237, 12.5723926 55.6159498, 12.5724287 55.6161499, 12.5721922 55.6163257, 12.5722117 55.6164323)",yes,,,,,,,
668090986,668090992,0,"[52597128, 52597126]",,,cycleway,,False,54.567,"LINESTRING (12.5744952 55.6166058, 12.5746802 55.6166863, 12.5746731 55.6167112, 12.5744325 55.6170159)",yes,,,,,,,
668090992,668090986,0,"[52597128, 52597126]",,,cycleway,,False,54.56700000000001,"LINESTRING (12.5744325 55.6170159, 12.5746731 55.6167112, 12.5746802 55.6166863, 12.5744952 55.6166058)",yes,,,,,,,
737304629,606928964,0,25719182,,,cycleway,,False,6.011,"LINESTRING (12.5785002 55.6180761, 12.5784908 55.6181299)",,,,,,,,
747673451,976030720,0,4215974,,,path,,False,13.788999999999998,"LINESTRING (12.5907139 55.6955003, 12.5907786 55.6954836, 12.590837 55.6954663, 12.5908818 55.6955056)",,,,,,,,
747675734,3779378889,0,374542297,,,cycleway,,False,7.247,"LINESTRING (12.5916281 55.699062, 12.5917426 55.6990712)",,,,,,,,
747675737,976030597,0,83840073,,Willemoesgade,cycleway,,False,7.782,"LINESTRING (12.5915079 55.6998906, 12.591625 55.6999139)",,,,,,,,
747675739,976030594,0,83840072,,Holsteinsgade,cycleway,,False,8.769,"LINESTRING (12.5913992 55.7005552, 12.5915305 55.7005825)",,,,,,,,
747675746,976030591,0,83840070,,Præstøgade,cycleway,,False,8.963,"LINESTRING (12.5913124 55.7011797, 12.5914485 55.7012045)",,,,,,,,
747675747,976030588,0,83840069,,Jens Munks Gade,cycleway,,False,6.37,"LINESTRING (12.5911407 55.7027386, 12.59124 55.7027263)",,,,,,,,
747675748,976030585,0,83840068,,Lindenovsgade,cycleway,,False,6.078,"LINESTRING (12.5910643 55.703234, 12.5911611 55.7032376)",,,,,,,,
747675750,976030621,0,265595574,,Nordre Frihavnsgade,cycleway,,False,9.252,"LINESTRING (12.5909486 55.7037081, 12.5910934 55.7037244)",,,,,,,,
760753390,283202646,0,60782603,,,cycleway,,False,11.409,"LINESTRING (12.4801549 55.6846351, 12.4801219 55.6845342)",,,,,,,,
802014303,802014310,0,66039826,,,cycleway,,False,159.438,"LINESTRING (12.5753603 55.6442543, 12.5753819 55.6441592, 12.5753132 55.6440002, 12.5752906 55.6438533, 12.5753097 55.643806, 12.575534 55.643589, 12.575556 55.6434505, 12.5756018 55.6429976, 12.5756096 55.642957, 12.5755678 55.6428664)",,,,,,,,
802014303,538390706,0,8223892,,Sønderbrostien,path,,False,177.14100000000002,"LINESTRING (12.5753603 55.6442543, 12.5751446 55.64429, 12.574893 55.644362, 12.574283 55.644868, 12.573304 55.6452897)",,,,,,,,
802014303,287806906,0,8223892,,Sønderbrostien,path,,False,134.06900000000002,"LINESTRING (12.5753603 55.6442543, 12.5772712 55.6439273, 12.5774075 55.64391)",,,,,,,,
802014310,802014303,0,66039826,,,cycleway,,False,159.43800000000002,"LINESTRING (12.5755678 55.6428664, 12.5756096 55.642957, 12.5756018 55.6429976, 12.575556 55.6434505, 12.575534 55.643589, 12.5753097 55.643806, 12.5752906 55.6438533, 12.5753132 55.6440002, 12.5753819 55.6441592, 12.5753603 55.6442543)",,,,,,,,
802014310,566582305,0,42920645,,,path,,False,90.977,"LINESTRING (12.5755678 55.6428664, 12.5756815 55.6422313, 12.5756691 55.6420516)",,,,,,,,
802014310,26034699,0,42920645,,,path,,False,152.84199999999998,"LINESTRING (12.5755678 55.6428664, 12.5753987 55.6429328, 12.5731742 55.6430181)",,,,,,,,
