u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,ref,bridge,tunnel,junction,width,access,service
125457,271648469,0,496964515,False,Bellahøjvej,tertiary,50,45.585,"LINESTRING (12.494409 55.6939581, 12.4945203 55.6939886, 12.4950689 55.6941305)",4,,,,,,,
125460,278332790,0,25538904,False,Egholmvej,residential,,164.867,"LINESTRING (12.4797392 55.6910615, 12.4797082 55.6911644, 12.4794176 55.6920398, 12.4792585 55.6925192)",,,,,,,,
125460,278332427,0,210629621,True,Jyllingevej,tertiary,60,74.669,"LINESTRING (12.4797392 55.6910615, 12.4794911 55.6910334, 12.4791511 55.6910036, 12.4788567 55.6909843, 12.4785603 55.6909679)",2,,,,,,,
147452,147457,0,357265310,True,Øresundsmotorvejen,motorway,110,1187.534,"LINESTRING (12.580076 55.6280053, 12.57812 55.6280607, 12.5743727 55.6282504, 12.572605 55.6283508, 12.5694743 55.6285286, 12.5675612 55.6286194, 12.5612356 55.6289536)",3,E 20,,,,,,
147452,3795941574,0,"[376150592, 376150397]",True,,motorway_link,,544.0429999999999,"LINESTRING (12.580076 55.6280053, 12.5792961 55.6280697, 12.5756966 55.628315, 12.5752513 55.6283423, 12.573921 55.6284755, 12.5724833 55.6286391, 12.5722419 55.6286542, 12.5715016 55.6286966)","['1', '2']",,,,,,,
147457,298774045,0,"[386834388, 357265310]",True,Øresundsmotorvejen,motorway,"['110', '90']",573.983,"LINESTRING (12.5612356 55.6289536, 12.557625 55.6291502, 12.5560786 55.6292228, 12.5534701 55.6293602, 12.5521321 55.6294354)","['3', '2']",E 20,,,,,,
147459,25508750,0,"[683455706, 110361079]",True,Øresundsmotorvejen,motorway,110,456.288,"LINESTRING (12.5551654 55.6291308, 12.5572443 55.629008, 12.5612621 55.6287817, 12.5623991 55.6287306)",3,E 20,,,,,,
147475,1139339098,0,"[23000643, 25614079]",True,Amagermotorvejen,motorway,90,1952.6029999999998,"LINESTRING (12.53334 55.6255319, 12.5329657 55.625214, 12.5324666 55.6247161, 12.5310836 55.623184, 12.5300536 55.6219482, 12.5294356 55.6210818, 12.528742 55.6201477, 12.5282896 55.6195639, 12.5278456 55.6190184, 12.52715 55.61832, 12.5265256 55.6177851, 12.5257449 55.6172323, 12.5249416 55.6167212, 12.5239768 55.6162242, 12.5221314 55.6154728, 12.5200636 55.6148089, 12.5189865 55.6145753, 12.5178959 55.6143842, 12.5170569 55.6142702, 12.5161829 55.6141793, 12.5153505 55.6141207, 12.5145115 55.6140806, 12.5139832 55.6140616, 12.5134595 55.6140522, 12.5129137 55.6140413)",3,E 20,yes,,,,,
147478,697504,0,"[8123177, 679148034, 24418172, 121262097]",True,Amagermotorvejen,"['tertiary_link', 'motorway_link']","['90', '70']",1674.8369999999995,"LINESTRING (12.530996 55.6226818, 12.532092 55.6238151, 12.532611 55.6243113, 12.5330487 55.6247329, 12.5336838 55.6252079, 12.5345507 55.6257167, 12.5357546 55.6262447, 12.5365279 55.6265694, 12.5367816 55.6266966, 12.5370082 55.6268199, 12.5372388 55.6269624, 12.5374885 55.6271508, 12.5376757 55.6273071, 12.5378412 55.6274672, 12.5381191 55.6277715, 12.5390685 55.6288264, 12.5398561 55.6296653, 12.540782 55.6305042, 12.5417918 55.6311443, 12.5446733 55.6328011, 12.5459933 55.633529, 12.5460964 55.6335794, 12.5474765 55.6343089)",2,,yes,,,,,
147478,147459,0,"[29057944, 386834390]",True,Øresundsmotorvejen,motorway,"['110', '90']",1859.65,"LINESTRING (12.530996 55.6226818, 12.5320376 55.623959, 12.5326457 55.6245507, 12.533476 55.625361, 12.5343113 55.6260033, 12.5349781 55.6264962, 12.5354063 55.6267609, 12.5358916 55.6270387, 12.5363406 55.6272759, 12.5368183 55.6274969, 12.5372558 55.6276951, 12.5376932 55.6278728, 12.5382218 55.6280795, 12.5393568 55.628446, 12.540524 55.6287612, 12.5416086 55.6289986, 12.5427202 55.629202, 12.5433638 55.6292919, 12.5440738 55.6293698, 12.5453011 55.6294684, 12.5465685 55.629494, 12.5478732 55.6294833, 12.5483783 55.6294718, 12.5500134 55.629378, 12.5551654 55.6291308)","['3', '2']",E 20,,,,,,
375465,298538850,0,127496087,False,Vester Søgade,tertiary,50,22.581,"LINESTRING (12.5604964 55.6811267, 12.5604531 55.6809251)",5,,,,,,,
375465,5490694557,0,"[537400024, 654821500]",False,Nørre Søgade,tertiary,50,79.34299999999999,"LINESTRING (12.5604964 55.6811267, 12.5605686 55.681231, 12.5606679 55.6813363, 12.5610711 55.6817617)",5,,,,,,,
375465,5490694555,0,"[742302325, 162854166]",True,Gyldenløvesgade,tertiary,50,31.092999999999996,"LINESTRING (12.5604964 55.6811267, 12.5603205 55.6811925, 12.5602594 55.6812153, 12.560083 55.6812812)",3,,,,,,,
375469,298530864,0,162095267,True,Rantzausgade,residential,50,24.421999999999997,"LINESTRING (12.5534141 55.6849482, 12.5535062 55.6848393, 12.5536307 55.6847695)",,,,,,,,
375469,375471,0,"[787261313, 162095268]",True,Åboulevard,tertiary,50,101.352,"LINESTRING (12.5534141 55.6849482, 12.5532658 55.6849692, 12.5530212 55.6849954, 12.5518117 55.6850602)",3,,,,,,,
375471,298530862,0,8120296,False,H.C. Ørsteds Vej,tertiary,50,12.28,"LINESTRING (12.5518117 55.6850602, 12.5517494 55.6849555)",,,,,,,,
375471,375477,0,237352565,True,Åboulevard,tertiary,50,91.739,"LINESTRING (12.5518117 55.6850602, 12.5503517 55.6851171)",3,,,,,,,
375471,7646343,0,2392210,False,Griffenfeldsgade,residential,50,62.884,"LINESTRING (12.5518117 55.6850602, 12.5521862 55.6855124, 12.5522373 55.6855723)",,,,,,,,
375473,277055380,0,237353949,False,Bülowsvej,residential,50,13.504,"LINESTRING (12.5472859 55.6853401, 12.5472528 55.6852201)",2,,,,,,,
375473,7646338,0,"[793601875, 4214165]",False,Brohusgade,residential,50,213.25599999999997,"LINESTRING (12.5472859 55.6853401, 12.5473122 55.6855179, 12.5473548 55.6858058, 12.5475093 55.6868482, 12.5475732 55.6872511)",,,,,,,,
375473,7646327,0,237352565,True,Åboulevard,tertiary,50,67.911,"LINESTRING (12.5472859 55.6853401, 12.5469672 55.6854159, 12.5467579 55.685485, 12.5463667 55.6856559)",3,,,,,,,
375477,7646341,0,1796625,False,Kapelvej,residential,50,105.658,"LINESTRING (12.5503517 55.6851171, 12.5505351 55.6853295, 12.55109 55.6859713)",,,,,,,,
375477,375473,0,237352565,True,Åboulevard,tertiary,50,193.886,"LINESTRING (12.5503517 55.6851171, 12.5489366 55.6852056, 12.5474955 55.6853101, 12.5472859 55.6853401)",3,,,,,,,
576709,18011399,0,539777408,False,Carl Jacobsens Vej,tertiary,50,78.186,"LINESTRING (12.5204607 55.6529209, 12.5217028 55.6529783)",2,,,,,,,
576709,20908369,0,"[87432057, 2943722]",False,Trekronergade,residential,,382.015,"LINESTRING (12.5204607 55.6529209, 12.5202039 55.6549715, 12.5200851 55.6563497)",,,,,,,,
576709,1783390939,0,366705486,False,Carl Jacobsens Vej,tertiary,50,105.823,"LINESTRING (12.5204607 55.6529209, 12.5200002 55.6529031, 12.5198262 55.6529055, 12.5197761 55.6529144, 12.5196377 55.6529391, 12.5189303 55.6532085)",2,,,,,,,
576709,20908366,0,539777407,False,Trekronergade,residential,,139.37,"LINESTRING (12.5204607 55.6529209, 12.5203376 55.6523888, 12.5203345 55.6523079, 12.5204027 55.6517833, 12.5204537 55.6516773)",,,,,,,,
576713,20908382,0,2522458,False,Carl Jacobsens Vej,tertiary,50,487.13399999999996,"LINESTRING (12.5121679 55.6558588, 12.5131526 55.6554633, 12.5134897 55.6553268, 12.5142292 55.6550489, 12.5145872 55.6549126, 12.5149043 55.6547919, 12.5150719 55.6547292, 12.5159434 55.6543886, 12.5160828 55.6543333, 12.5162747 55.654256, 12.5166188 55.6541173, 12.5181659 55.6535119, 12.5185482 55.6533623)",2,,,,,,,
576713,576717,0,"[35085344, 428851686, 35205527]",False,Gammel Køge Landevej,tertiary,60,300.448,"LINESTRING (12.5121679 55.6558588, 12.5120575 55.6557217, 12.5119468 55.6555841, 12.5117008 55.6552785, 12.5115137 55.655046, 12.5113609 55.6548497, 12.5112002 55.6546585, 12.5109465 55.6543632, 12.5102302 55.6535296, 12.5101312 55.6534136)",4,,yes,,,,,
576713,1618849616,0,148814411,False,Ib Schønbergs Allé,residential,40,109.32199999999999,"LINESTRING (12.5121679 55.6558588, 12.5119308 55.6559396, 12.5106762 55.6563671)",2,,,,,,,
576713,279992577,0,"[428851680, 428851682, 428851684, 87502481, 87502482, 428851673, 428851675]",False,Gammel Køge Landevej,tertiary,50,315.70699999999994,"LINESTRING (12.5121679 55.6558588, 12.5124255 55.656186, 12.5126639 55.6564888, 12.5127237 55.6565648, 12.5130919 55.6570319, 12.5131277 55.6570775, 12.5131803 55.6571459, 12.5133932 55.6574155, 12.5134648 55.6575089, 12.5136841 55.6577852, 12.5138247 55.6579623, 12.5140386 55.6582319, 12.5141307 55.658343, 12.5142224 55.6584506)","['4', '3']",,,,,,,
576717,275620072,0,10649323,False,Torveporten,residential,50,70.209,"LINESTRING (12.5101312 55.6534136, 12.5091112 55.6536734)",4,,,,,,,
576717,267180091,0,24574866,False,Følager,residential,50,144.41899999999998,"LINESTRING (12.5101312 55.6534136, 12.5109669 55.653274, 12.5110553 55.6532375, 12.5111393 55.6532029, 12.5113701 55.6531077, 12.5121415 55.6528136)",2,,,,,,,
576717,310478399,0,87576559,False,Gammel Køge Landevej,tertiary,60,206.438,"LINESTRING (12.5101312 55.6534136, 12.510022 55.6532751, 12.5098967 55.6531215, 12.5093246 55.65242, 12.5087583 55.6517264)",4,,,,,,,
576717,576713,0,"[35085344, 428851686, 35205527]",False,Gammel Køge Landevej,tertiary,60,300.448,"LINESTRING (12.5101312 55.6534136, 12.5102302 55.6535296, 12.5109465 55.6543632, 12.5112002 55.6546585, 12.5113609 55.6548497, 12.5115137 55.655046, 12.5117008 55.6552785, 12.5119468 55.6555841, 12.5120575 55.6557217, 12.5121679 55.6558588)",4,,yes,,,,,
576722,4279694307,0,"[428851676, 108233932, 428851685, 428851679]",True,Gammel Køge Landevej,tertiary,50,106.916,"LINESTRING (12.5158158 55.6604027, 12.516026 55.6605357, 12.5162177 55.660709, 12.5163717 55.6608629, 12.5164665 55.6609678, 12.5165666 55.6610901, 12.5166711 55.6612279)","['5', '4', '3']",,,,,,,
576722,20908383,0,"[318929337, 428851674, 428851677]",False,Gammel Køge Landevej,tertiary,50,106.17099999999999,"LINESTRING (12.5158158 55.6604027, 12.5156926 55.6602551, 12.5154466 55.6599604, 12.5151022 55.6595369)","['3', '2']",,,,,,,
576724,295133661,0,776081833,False,Toftegårds Allé,tertiary,50,13.715,"LINESTRING (12.5165077 55.6625175, 12.5165519 55.6623967)",2,,,,,,,
576724,8121560,0,776081833,False,Toftegårds Allé,tertiary,50,18.906,"LINESTRING (12.5165077 55.6625175, 12.5164674 55.662686)",2,,,,,,,
576725,282678754,0,25912893,False,Toftegårds Allé,tertiary,50,4.551,"LINESTRING (12.516265 55.6634739, 12.5162505 55.663514)",2,,,,,,,
576725,8121561,0,762706764,False,Lyshøjgårdsvej,residential,50,62.628,"LINESTRING (12.516265 55.6634739, 12.5152694 55.6634308)",,,,,,,,
576725,8121560,0,776081833,False,Toftegårds Allé,tertiary,50,88.526,"LINESTRING (12.516265 55.6634739, 12.5164674 55.662686)",2,,,,,,,
576725,10939341,0,1886109,False,Lyshøjgårdsvej,residential,50,128.035,"LINESTRING (12.516265 55.6634739, 12.5167195 55.6634908, 12.5183039 55.6634519)",,,,,,,,
576726,10939348,0,2522301,False,Rughavevej,residential,50,104.38900000000001,"LINESTRING (12.5161823 55.6643803, 12.5159827 55.6644724, 12.5150399 55.664871, 12.5149472 55.6648974, 12.5148306 55.6649219)",,,,,,,,
576726,18165915,0,78412354,False,Toftegårds Allé,tertiary,50,114.143,"LINESTRING (12.5161823 55.6643803, 12.5163147 55.6645726, 12.5168248 55.6653407)",2,,,,,,,
576726,10939966,0,115678974,True,Toftegårds Allé,tertiary,50,40.228,"LINESTRING (12.5161823 55.6643803, 12.5160697 55.6642531, 12.5160716 55.6640335)",2,,,,,,,
576726,4305565630,0,431349799,False,Gammel Jernbanevej,residential,50,173.93599999999998,"LINESTRING (12.5161823 55.6643803, 12.5186465 55.6643223, 12.5187786 55.6643259, 12.5189153 55.6643376, 12.5189456 55.664349)",,,,,,,,
576734,576735,0,"[113540480, 1700501]",False,Nordre Fasanvej,tertiary,50,154.328,"LINESTRING (12.5213657 55.6793572, 12.521434 55.6794939, 12.5215092 55.6796447, 12.5215139 55.6796542, 12.5217726 55.680269, 12.5218383 55.6804151, 12.5218604 55.6804523, 12.5218747 55.6804764, 12.5220056 55.6806965)",,,,,,,,
576734,281882807,0,1701842,False,Smallegade,tertiary,50,154.686,"LINESTRING (12.5213657 55.6793572, 12.5214223 55.6793643, 12.5215969 55.679386, 12.5224692 55.6794945, 12.522849 55.6795361, 12.5232237 55.6795683, 12.5233118 55.6795731, 12.5234953 55.6795755, 12.5237911 55.6795498)",,,,,,,,
576734,282822735,0,26176314,False,Peter Bangs Vej,tertiary,50,56.842,"LINESTRING (12.5213657 55.6793572, 12.5211673 55.6793421, 12.5204672 55.6792888)",,,,,,,,
576734,929287662,0,43633664,False,Søndre Fasanvej,tertiary,50,187.70499999999998,"LINESTRING (12.5213657 55.6793572, 12.5213348 55.6792482, 12.5212143 55.6789946, 12.5211987 55.6789618, 12.5211541 55.6788524, 12.5211262 55.6787869, 12.5210822 55.6786783, 12.5206911 55.677713)",2,,,,,,,
576735,576734,0,"[113540480, 1700501]",False,Nordre Fasanvej,tertiary,50,154.328,"LINESTRING (12.5220056 55.6806965, 12.5218747 55.6804764, 12.5218604 55.6804523, 12.5218383 55.6804151, 12.5217726 55.680269, 12.5215139 55.6796542, 12.5215092 55.6796447, 12.521434 55.6794939, 12.5213657 55.6793572)",,,,,,,,
576735,2955858500,0,210620011,True,Nordre Fasanvej,tertiary,50,80.88300000000001,"LINESTRING (12.5220056 55.6806965, 12.5221395 55.6808284, 12.522528 55.6813605)",,,,,,,,
576735,282823010,0,237225095,True,Finsensvej,tertiary,50,57.79900000000001,"LINESTRING (12.5220056 55.6806965, 12.5217114 55.6807717, 12.5211431 55.6808783)",,,,,,,,
576736,1669909328,0,79519047,False,,tertiary_link,50,6.892,"LINESTRING (12.5230054 55.6821453, 12.5231063 55.6821207)",,,,,,,,
576736,69387038,0,"[9259073, 361177699, 78456676, 2904238]",False,"['Emil Christian Hansens Vej', 'Stæhr Johansens Vej']",residential,50,439.50899999999996,"LINESTRING (12.5230054 55.6821453, 12.5222511 55.6823243, 12.5221101 55.6823575, 12.5219934 55.6823849, 12.5218274 55.682424, 12.5217331 55.6824468, 12.5211743 55.6825819, 12.5208259 55.682667, 12.5205947 55.6827233, 12.5204615 55.6827558, 12.5190991 55.6830879, 12.5184039 55.6832501, 12.5183248 55.6832905, 12.5183234 55.6833378, 12.5185493 55.6837077, 12.5189263 55.6843052)",,,,,,,,
576736,478803323,0,210620012,True,Nordre Fasanvej,tertiary,50,91.763,"LINESTRING (12.5230054 55.6821453, 12.5228285 55.681916, 12.522793 55.6818652, 12.5227447 55.6818059, 12.5226704 55.6817147, 12.5226326 55.6816586, 12.5225232 55.6815141, 12.522426 55.6813876)",,,,,,,,
576742,576743,0,9259253,True,Nyelands Plads,tertiary,50,14.751999999999999,"LINESTRING (12.5195018 55.6854704, 12.5194271 55.685457, 12.5193652 55.6854298, 12.5193239 55.6853922)",,,,,roundabout,,,
576742,286651240,0,"[3609434, 237355967]",False,Stockflethsvej,residential,50,193.428,"LINESTRING (12.5195018 55.6854704, 12.5194484 55.685596, 12.5185233 55.6871196)",,,,,,,,
576743,5735600461,0,1822839,False,Nyelandsvej,tertiary,50,294.46299999999997,"LINESTRING (12.5193239 55.6853922, 12.5191187 55.6854505, 12.5187432 55.6855309, 12.517509 55.6857949, 12.5174539 55.6858067, 12.5172881 55.6858422, 12.5158585 55.6861363, 12.5149351 55.6863343)",,,,,,,,
576743,69392266,0,9259253,True,Nyelands Plads,tertiary,50,25.038,"LINESTRING (12.5193239 55.6853922, 12.5193083 55.6853514, 12.5193172 55.68531, 12.5193518 55.6852708, 12.5193796 55.6852534, 12.5194417 55.6852304, 12.5194973 55.6852213)",,,,,roundabout,,,
576746,5735600461,0,1822839,False,Nyelandsvej,tertiary,50,20.075,"LINESTRING (12.5146307 55.6863904, 12.5149351 55.6863343)",,,,,,,,
576746,286651221,0,3992337,True,,tertiary,50,7.385,"LINESTRING (12.5146307 55.6863904, 12.5146509 55.6864216, 12.5146507 55.6864548)",,,,,roundabout,,,
576748,69385268,0,739794270,True,Dalgas Boulevard,tertiary,50,125.896,"LINESTRING (12.5143692 55.6863706, 12.513503 55.6853491)",,,,,,,,
576748,1669421647,0,3992337,True,,tertiary,50,7.894,"LINESTRING (12.5143692 55.6863706, 12.5144216 55.6863509, 12.5144832 55.6863436)",,,,,roundabout,,,
576749,1669421670,0,154400465,False,Spurveskjul,tertiary,50,10.321,"LINESTRING (12.5129946 55.6846623, 12.5131478 55.6846283)",,,,,,,,
576749,20908438,0,3992330,False,Spurveskjul,residential,50,121.13499999999999,"LINESTRING (12.5129946 55.6846623, 12.5125376 55.6847594, 12.512296 55.6848108, 12.5121827 55.684846, 12.5121351 55.6848976, 12.5120856 55.684965, 12.5118202 55.6854047)",,,,,,,,
576749,20908432,0,739794270,True,Dalgas Boulevard,tertiary,50,49.405,"LINESTRING (12.5129946 55.6846623, 12.5127657 55.6843507, 12.5126926 55.6842519)",,,,,,,,
576751,1668958507,0,237355959,True,Dalgas Boulevard,tertiary,50,6.219,"LINESTRING (12.5109068 55.6818381, 12.5108726 55.6817856)",,,,,,,,
576751,8088736,0,739906981,True,Finsensvej,tertiary,50,82.727,"LINESTRING (12.5109068 55.6818381, 12.5107031 55.6818493, 12.5095925 55.6819047)",,,,,,,,
576752,20908410,0,9488961,True,Dalgas Boulevard,tertiary,50,89.509,"LINESTRING (12.5087987 55.6788062, 12.5084159 55.6780307)",,,,,,,,
576752,1668938696,0,154348726,True,Peter Bangs Vej,tertiary,50,56.592,"LINESTRING (12.5087987 55.6788062, 12.5085182 55.6788496, 12.5082486 55.6788402, 12.5079076 55.6788282)",,,,,,,,
576752,11056224,0,419937145,False,Peter Bangs Vej,tertiary,50,24.849,"LINESTRING (12.5087987 55.6788062, 12.5089696 55.6788092, 12.5091949 55.6788122)",,,,,,,,
576753,8088738,0,419937145,False,Peter Bangs Vej,tertiary,50,76.145,"LINESTRING (12.5105872 55.678845, 12.5117983 55.6788964)",,,,,,,,
576753,20908214,0,3991379,False,Stægers Alle,residential,40,84.8,"LINESTRING (12.5105872 55.678845, 12.5104771 55.6785469, 12.5103707 55.6782591, 12.5103114 55.6780984)",,,,,,,,
576753,11056224,0,419937145,False,Peter Bangs Vej,tertiary,50,87.366,"LINESTRING (12.5105872 55.678845, 12.5095641 55.6788209, 12.5091949 55.6788122)",,,,,,,,
576754,20908225,0,419937145,False,Peter Bangs Vej,tertiary,50,29.007,"LINESTRING (12.5132963 55.6789368, 12.5128346 55.67892)",,,,,,,,
576754,20908226,0,419937145,False,Peter Bangs Vej,tertiary,50,80.965,"LINESTRING (12.5132963 55.6789368, 12.5145856 55.6789784)",,,,,,,,
576754,361389281,0,1881404,False,H.V. Nyholms Vej,residential,50,68.305,"LINESTRING (12.5132963 55.6789368, 12.513296 55.6792196, 12.5132959 55.6793497, 12.5133035 55.6793709, 12.5133666 55.6795471)",,,,,,,,
576911,4225167458,0,422789479,True,Folehaven,primary,50,13.959,"LINESTRING (12.4884223 55.6527839, 12.4882 55.6527893)",4,O2,,,,,,
576911,94014551,0,422789598,True,Vigerslevvej,primary,50,75.311,"LINESTRING (12.4884223 55.6527839, 12.4883047 55.6529332, 12.488197 55.6530445, 12.4880886 55.6531655, 12.4880494 55.6532136, 12.4879023 55.653394)",2,O2,,,,,,
576915,94014530,0,10649327,False,Rosenhaven,residential,40,186.386,"LINESTRING (12.4973995 55.6518982, 12.4974459 55.6520453, 12.4964308 55.6534606)",,,,,,,,
576915,93028871,0,422789500,True,Folehaven,primary,60,122.03,"LINESTRING (12.4973995 55.6518982, 12.4967039 55.6520214, 12.4962299 55.6520991, 12.4958797 55.6521534, 12.4955325 55.6522054)",2,O2,,,,,,
654732,1696144153,0,742044338,False,Langvaddam,residential,,9.528,"LINESTRING (12.4843852 55.6741055, 12.4842333 55.6741077)",,,,,,,,
654732,4513737639,0,"[454885236, 225644]",True,Peter Bangs Vej,tertiary,50,314.061,"LINESTRING (12.4843852 55.6741055, 12.4844596 55.6745492, 12.4845068 55.6749195, 12.4846386 55.6755937, 12.4846734 55.6756829, 12.4847488 55.6757811, 12.4848687 55.6758779, 12.4850005 55.6759626, 12.4855965 55.6763051, 12.4858509 55.6764513, 12.4861297 55.6765986)","['1', '2']",,,,,,,
654732,20974548,0,"[725186205, 33872645, 83894670]",False,"['Langvaddam', 'Ulriksdalvej']",residential,50,233.13900000000004,"LINESTRING (12.4843852 55.6741055, 12.4845662 55.6740997, 12.4852116 55.6741603, 12.4853928 55.6741705, 12.4854009 55.6741255, 12.4855031 55.6735597, 12.4855417 55.6732371, 12.4855494 55.6729263, 12.4855323 55.6726518)",,,,,,,,
654737,4868490709,0,429515595,True,Ålekistevej,tertiary,50,8.824,"LINESTRING (12.4869402 55.6770795, 12.4868626 55.6771457)",1,,,,,,,
654737,4868490711,0,454885238,True,Peter Bangs Vej,tertiary,50,6.972,"LINESTRING (12.4869402 55.6770795, 12.486834 55.6770609)",2,,,,,,,
654737,523637766,0,454885224,True,Grøndals Parkvej,primary,50,87.09400000000001,"LINESTRING (12.4869402 55.6770795, 12.4870654 55.6772604, 12.4872331 55.6775289, 12.4873299 55.6777718, 12.4873514 55.6778259)",2,O2,,,,,,
654738,578983064,0,751162426,False,Ålekistevej,tertiary,50,6.047,"LINESTRING (12.4855549 55.6778439, 12.4855174 55.677894)",2,,,,,,,
654738,4868490693,0,429515594,True,Ålekistevej,tertiary,50,109.66199999999999,"LINESTRING (12.4855549 55.6778439, 12.4856284 55.6777474, 12.4858837 55.6775789, 12.4865272 55.6772181, 12.4866923 55.6771032)",2,,,,,,,
654739,283202908,0,2860759,False,Hyltebjerg Allé,residential,50,53.309000000000005,"LINESTRING (12.4839018 55.6826838, 12.483682 55.6826794, 12.4834771 55.6826751, 12.4832705 55.6826708, 12.483052 55.6826662)",,,,,,,,
654739,267030203,0,"[454885252, 454885276]",False,Ålekistevej,tertiary,50,54.01199999999999,"LINESTRING (12.4839018 55.6826838, 12.4839297 55.6825936, 12.4839946 55.6823842, 12.4840218 55.6822963, 12.48405 55.6822053)","['3', '2']",,,,,,,
654739,1473298,0,496923998,False,Hyltebjerg Allé,residential,,89.649,"LINESTRING (12.4839018 55.6826838, 12.484095 55.6826856, 12.4853318 55.6826909)",,,,,,,,
654739,662891,0,"[751162424, 511203835, 496958942]",False,Ålekistevej,tertiary,50,109.45,"LINESTRING (12.4839018 55.6826838, 12.4838761 55.6827625, 12.4837842 55.6830436, 12.4836845 55.6833486, 12.4835853 55.6836518)",2,,,,,,,
654740,10301065,0,496923998,False,Hyltebjerg Allé,residential,,67.059,"LINESTRING (12.4875893 55.6827068, 12.4886588 55.6827188)",,,,,,,,
654740,1473301,0,496923998,False,Hyltebjerg Allé,residential,,66.205,"LINESTRING (12.4875893 55.6827068, 12.4865334 55.6826955)",,,,,,,,
654740,662892,0,179761,False,Byhøjen,residential,,191.29,"LINESTRING (12.4875893 55.6827068, 12.4871245 55.6833272, 12.4868397 55.6837199, 12.4864415 55.6843006)",,,,,,,,
662891,1473296,0,2860760,False,Bogholder Allé,residential,,67.314,"LINESTRING (12.4835853 55.6836518, 12.484585 55.6838728)",,,,,,,,
662891,2584912756,0,511203835,False,Ålekistevej,tertiary,50,8.482,"LINESTRING (12.4835853 55.6836518, 12.4835597 55.6837267)",2,,,,,,,
662891,654739,0,"[751162424, 511203835, 496958942]",False,Ålekistevej,tertiary,50,109.45,"LINESTRING (12.4835853 55.6836518, 12.4836845 55.6833486, 12.4837842 55.6830436, 12.4838761 55.6827625, 12.4839018 55.6826838)",2,,,,,,,
662892,654740,0,179761,False,Byhøjen,residential,,191.29,"LINESTRING (12.4864415 55.6843006, 12.4868397 55.6837199, 12.4871245 55.6833272, 12.4875893 55.6827068)",,,,,,,,
662892,1473295,0,2860760,False,Bogholder Allé,residential,,58.67999999999999,"LINESTRING (12.4864415 55.6843006, 12.4867195 55.6843647, 12.4873079 55.6845004)",,,,,,,,
