u,v,key,osmid,oneway,lanes,name,highway,maxspeed,length,geometry,ref,bridge,access,width,junction,tunnel,service,area
26506942,455518946,0,237236390,False,2,Frederiksborgvej,tertiary,50,13.402,"LINESTRING (12.5257966 55.726374, 12.5256774 55.7264741)",,,,,,,,
26506942,283870076,0,237236390,False,2,Frederiksborgvej,tertiary,50,15.0,"LINESTRING (12.5257966 55.726374, 12.5259452 55.7262682)",,,,,,,,
26630848,257936277,0,237214013,False,2,Allégade,tertiary,50,22.215,"LINESTRING (12.5327709 55.6765024, 12.5328298 55.6766994)",,,,,,,,
26630848,4946738054,0,237214013,False,2,Allégade,tertiary,50,27.345,"LINESTRING (12.5327709 55.6765024, 12.5326984 55.6762599)",,,,,,,,
26635740,8097291,0,504370306,False,,Amagerbrogade,tertiary,50,9.063,"LINESTRING (12.6043583 55.6609282, 12.6044335 55.6608586)",,,,,,,,
26635740,8097290,0,504370309,False,,Amagerbrogade,tertiary,50,43.413,"LINESTRING (12.6043583 55.6609282, 12.6039623 55.6612484)",,,,,,,,
26635740,4945395242,0,504370308,False,,Oliebladsgade,cycleway,,4.027,"LINESTRING (12.6043583 55.6609282, 12.6043031 55.6609097)",,,,,,,,
26635742,288387930,0,504370309,False,,Amagerbrogade,tertiary,50,27.981,"LINESTRING (12.6038658 55.6613309, 12.6036124 55.661538)",,,,,,,,
26635742,8097290,0,504370309,False,,Amagerbrogade,tertiary,50,10.991,"LINESTRING (12.6038658 55.6613309, 12.6039623 55.6612484)",,,,,,,,
26653586,5453707268,0,4766670,True,,Hareskovvej,cycleway,,13.229,"LINESTRING (12.5047542 55.7127066, 12.5047729 55.7128251)",,,,,,,,
26692489,104374250,0,646088192,False,,Landlystvej,tertiary,,65.283,"LINESTRING (12.4783911 55.6605063, 12.4794194 55.660597)",,,,,,,,
26692489,17176967,0,646088192,False,,Landlystvej,tertiary,,22.21,"LINESTRING (12.4783911 55.6605063, 12.4780412 55.6604757)",,,,,,,,
26948616,2440332704,0,230553718,False,4,Frederikssundsvej,secondary,60,45.302,"LINESTRING (12.46618 55.7137203, 12.4667841 55.7134963)",211,,,,,,,
26948616,2390476110,0,230553718,False,4,Frederikssundsvej,secondary,60,9.542,"LINESTRING (12.46618 55.7137203, 12.4660503 55.7137653)",211,,,,,,,
26948616,2365455733,0,24651009,False,,,cycleway,,10.365,"LINESTRING (12.46618 55.7137203, 12.466282 55.7137937)",,,,,,,,
26948616,2305627900,0,24651009,False,,,cycleway,,11.542,"LINESTRING (12.46618 55.7137203, 12.4660846 55.7136315)",,,,,,,,
26949103,30442199,0,567151352,False,2,Horsebakken,tertiary,50,11.707,"LINESTRING (12.5129828 55.7177276, 12.5129441 55.7176246)",,,,,,,,
26949164,7795267735,0,48437078,False,,Rådvadsvej,tertiary,50,15.288,"LINESTRING (12.52153 55.7168139, 12.5213625 55.7167139)",,,,,,,,
26949164,7030236337,0,48437078,False,,Rådvadsvej,tertiary,50,7.606,"LINESTRING (12.52153 55.7168139, 12.5216138 55.7168634)",,,,,,,,
26949164,7795267734,0,4850908,False,,,path,,13.919,"LINESTRING (12.52153 55.7168139, 12.5213134 55.7168419)",,,,,,,,
27084373,27084374,0,27519552,False,2,Bådehavnsgade,tertiary,50,40.584,"LINESTRING (12.5397114 55.6418111, 12.5398018 55.6414497)",,,,,,,,
27084373,8459780,0,27519552,False,2,Bådehavnsgade,tertiary,50,40.534,"LINESTRING (12.5397114 55.6418111, 12.5396679 55.6421748)",,,,,,,,
