u,v,key,osmid,oneway,lanes,name,highway,maxspeed,length,geometry,ref,bridge,access,width,junction,tunnel,service,area
4945410524,3623358698,0,818122050,False,,,path,,5.328,"LINESTRING (12.6033514 55.6682909, 12.6034241 55.6683157)",,,,,,,,
4945410524,3623358697,0,818122050,False,,,path,,7.449,"LINESTRING (12.6033514 55.6682909, 12.6032498 55.6682562)",,,,,,,,
4987424284,308509746,0,78781442,False,,,path,,8.91,"LINESTRING (12.5284002 55.6207415, 12.5282689 55.6207719)",,,,,,,,
4987424284,308509745,0,78781442,False,,,path,,20.881,"LINESTRING (12.5284002 55.6207415, 12.528708 55.6206704)",,,,,,,,
4987424286,308509744,0,40844143,False,,,path,,23.562,"LINESTRING (12.5300675 55.6203405, 12.5304188 55.620266)",,,,,,,,
4987424286,496875734,0,40844143,False,,,path,,23.908,"LINESTRING (12.5300675 55.6203405, 12.5297221 55.620431)",,,,,,,,
4994886868,1884591838,0,108011940,False,,Dæmningsvej,service,,7.736,"LINESTRING (12.5130821 55.6134273, 12.5131726 55.6134745)",,,,,,,,
5001051619,6968546759,0,64057136,False,,,path,,11.551,"LINESTRING (12.6236762 55.6627603, 12.6238476 55.6627983)",,,,,,,,
5001051620,790120762,0,64057136,False,,,path,,4.431,"LINESTRING (12.628471 55.6620127, 12.6284031 55.6620017)",,,,,,,,
5001111238,2584912732,0,2860759,False,,Hyltebjerg Allé,residential,50,12.96,"LINESTRING (12.4832705 55.6826708, 12.4834771 55.6826751)",,,,,,,,
5001111238,283202908,0,2860759,False,,Hyltebjerg Allé,residential,50,13.707,"LINESTRING (12.4832705 55.6826708, 12.483052 55.6826662)",,,,,,,,
5026821476,748840070,0,60261844,False,,,path,,4.796,"LINESTRING (12.5788348 55.6546267, 12.5788506 55.6546689)",,,,,,,,
5026821477,287804190,0,514563663,False,,,path,,3.749,"LINESTRING (12.5788213 55.6545772, 12.5788131 55.6545438)",,,,,,,,
5026821478,26034683,0,60261845,False,,,path,,39.361,"LINESTRING (12.5809094 55.6536818, 12.5807974 55.6533335)",,,,,,,,
5026821478,5026821479,0,60261845,False,,,path,,24.908,"LINESTRING (12.5809094 55.6536818, 12.5810301 55.6538952)",,,,,,,,
5026821479,5026821478,0,60261845,False,,,path,,24.908,"LINESTRING (12.5810301 55.6538952, 12.5809094 55.6536818)",,,,,,,,
5026821479,5026821481,0,60261845,False,,,path,,21.412,"LINESTRING (12.5810301 55.6538952, 12.5810945 55.6540843)",,,,,,,,
5026821480,5026821481,0,60261845,False,,,path,,8.031,"LINESTRING (12.581116 55.6541555, 12.5810945 55.6540843)",,,,,,,,
5026821480,5026821482,0,60261845,False,,,path,,7.787,"LINESTRING (12.581116 55.6541555, 12.5810771 55.654222)",,,,,,,,
5026821481,5026821479,0,60261845,False,,,path,,21.412,"LINESTRING (12.5810945 55.6540843, 12.5810301 55.6538952)",,,,,,,,
5026821481,5026821480,0,60261845,False,,,path,,8.031,"LINESTRING (12.5810945 55.6540843, 12.581116 55.6541555)",,,,,,,,
5026821482,5026821480,0,60261845,False,,,path,,7.787,"LINESTRING (12.5810771 55.654222, 12.581116 55.6541555)",,,,,,,,
5026821482,287804196,0,60261845,False,,,path,,6.27,"LINESTRING (12.5810771 55.654222, 12.5810183 55.6542676)",,,,,,,,
5026821483,287804196,0,60261845,False,,,path,,5.556,"LINESTRING (12.5809497 55.6542992, 12.5810183 55.6542676)",,,,,,,,
5026821483,287804194,0,60261845,False,,,path,,6.618,"LINESTRING (12.5809497 55.6542992, 12.5808478 55.6543146)",,,,,,,,
5026821484,2740484277,0,318341753,False,,,path,,3.011,"LINESTRING (12.5788374 55.6552919, 12.5787978 55.6553072)",,,,,,,,
5026821484,2740484273,0,318341753,False,,,path,,4.341,"LINESTRING (12.5788374 55.6552919, 12.5788773 55.65526)",,,,,,,,
5026821485,2740484280,0,268719134,False,,,path,,3.749,"LINESTRING (12.5789179 55.6553055, 12.5789572 55.6553309)",,,,,,,,
5026821485,2740484273,0,268719134,False,,,path,,5.664,"LINESTRING (12.5789179 55.6553055, 12.5788773 55.65526)",,,,,,,,
5026821489,287806912,0,45418768,False,,,path,,11.967,"LINESTRING (12.576398 55.6418756, 12.5765772 55.6418388)",,,,,,,,
5026821489,5026821491,0,45418768,False,,,path,,18.711,"LINESTRING (12.576398 55.6418756, 12.5761338 55.6419536)",,,,,,,,
5026821491,5026821489,0,45418768,False,,,path,,18.711,"LINESTRING (12.5761338 55.6419536, 12.576398 55.6418756)",,,,,,,,
5026821491,1384190623,0,45418768,False,,,path,,9.392,"LINESTRING (12.5761338 55.6419536, 12.5759863 55.6419679)",,,,,,,,
5026821493,578561708,0,45460063,False,,,path,,8.216,"LINESTRING (12.5750703 55.6461199, 12.574958 55.6460819)",,,,,,,,
5026821493,5026821494,0,45460063,False,,,path,,5.933,"LINESTRING (12.5750703 55.6461199, 12.5751293 55.6461616)",,,,,,,,
5026821494,5026821493,0,45460063,False,,,path,,5.933,"LINESTRING (12.5751293 55.6461616, 12.5750703 55.6461199)",,,,,,,,
5026821494,578561706,0,45460063,False,,,path,,9.473,"LINESTRING (12.5751293 55.6461616, 12.5751715 55.6462434)",,,,,,,,
5026821495,578561709,0,45460063,False,,,path,,29.336,"LINESTRING (12.5744802 55.6459482, 12.5741033 55.6457921)",,,,,,,,
5026821495,578561708,0,45460063,False,,,path,,33.465,"LINESTRING (12.5744802 55.6459482, 12.574958 55.6460819)",,,,,,,,
5026821496,578561703,0,45460063,False,,,path,,26.612,"LINESTRING (12.5738257 55.6456485, 12.573543 55.6454701)",,,,,,,,
5026821496,578561709,0,45460063,False,,,path,,23.63,"LINESTRING (12.5738257 55.6456485, 12.5741033 55.6457921)",,,,,,,,
5026821497,5026821498,0,26275429,False,,,path,,11.677,"LINESTRING (12.5762719 55.6468033, 12.5760922 55.6468306)",,,,,,,,
5026821497,287808612,0,26275429,False,,,path,,13.702,"LINESTRING (12.5762719 55.6468033, 12.57649 55.6467972)",,,,,,,,
5026821498,5026821499,0,26275429,False,,,path,,14.584,"LINESTRING (12.5760922 55.6468306, 12.5758722 55.6468729)",,,,,,,,
5026821498,5026821497,0,26275429,False,,,path,,11.677,"LINESTRING (12.5760922 55.6468306, 12.5762719 55.6468033)",,,,,,,,
5026821499,287808613,0,26275429,False,,,path,,25.603,"LINESTRING (12.5758722 55.6468729, 12.5755049 55.6469732)",,,,,,,,
5026821499,5026821498,0,26275429,False,,,path,,14.584,"LINESTRING (12.5758722 55.6468729, 12.5760922 55.6468306)",,,,,,,,
5026821500,566168698,0,26275429,False,,,path,,13.199,"LINESTRING (12.5753278 55.6471272, 12.5752483 55.6472371)",,,,,,,,
5026821500,287808613,0,26275429,False,,,path,,20.414,"LINESTRING (12.5753278 55.6471272, 12.5755049 55.6469732)",,,,,,,,
5026821501,566168703,0,26275429,False,,,path,,12.754,"LINESTRING (12.5750059 55.6478794, 12.5749183 55.6479829)",,,,,,,,
5026821501,566168701,0,26275429,False,,,path,,34.427,"LINESTRING (12.5750059 55.6478794, 12.5751463 55.6475801)",,,,,,,,
5026821502,566168706,0,26275429,False,,,path,,23.782,"LINESTRING (12.5748074 55.6480641, 12.5745348 55.6482127)",,,,,,,,
5026821502,566168703,0,26275429,False,,,path,,11.399,"LINESTRING (12.5748074 55.6480641, 12.5749183 55.6479829)",,,,,,,,
5026821514,1638223235,0,43156443,False,,,path,,39.932,"LINESTRING (12.5731902 55.6481833, 12.5727824 55.6479076)",,,,,,,,
5026821514,354494542,0,43156443,False,,,path,,30.166,"LINESTRING (12.5731902 55.6481833, 12.5734995 55.648391)",,,,,,,,
5026828930,566168701,0,26275429,False,,,path,,23.534,"LINESTRING (12.5752107 55.6473716, 12.5751463 55.6475801)",,,,,,,,
5026828930,566168698,0,26275429,False,,,path,,15.141,"LINESTRING (12.5752107 55.6473716, 12.5752483 55.6472371)",,,,,,,,
5026828950,7141755878,0,8223892,False,,Sønderbrostien,path,,16.404,"LINESTRING (12.5784873 55.6438564, 12.5782259 55.6438546)",,,,,,,,
5026828950,566129961,0,8223892,False,,Sønderbrostien,path,,28.278,"LINESTRING (12.5784873 55.6438564, 12.5789304 55.6439027)",,,,,,,,
5026828951,566129961,0,8223892,False,,Sønderbrostien,path,,15.535,"LINESTRING (12.579166 55.6439456, 12.5789304 55.6439027)",,,,,,,,
5026828951,566129960,0,8223892,False,,Sønderbrostien,path,,18.822,"LINESTRING (12.579166 55.6439456, 12.5794261 55.6440299)",,,,,,,,
5026828952,566128043,0,514563672,False,,,path,,13.476,"LINESTRING (12.578297 55.6463084, 12.5782602 55.646189)",,,,,,,,
5026828952,287806905,0,514563672,False,,,path,,6.585,"LINESTRING (12.578297 55.6463084, 12.5782941 55.6463676)",,,,,,,,
5026828953,5026828954,0,26275429,False,,,path,,47.75,"LINESTRING (12.5782433 55.6463886, 12.5775272 55.6465339)",,,,,,,,
5026828953,287806905,0,26275429,False,,,path,,3.951,"LINESTRING (12.5782433 55.6463886, 12.5782941 55.6463676)",,,,,,,,
5026828954,287808610,0,26275429,False,,,path,,12.451,"LINESTRING (12.5775272 55.6465339, 12.5773565 55.646591)",,,,,,,,
5026828954,5026828953,0,26275429,False,,,path,,47.75,"LINESTRING (12.5775272 55.6465339, 12.5782433 55.6463886)",,,,,,,,
5026828955,287808611,0,26275429,False,,,path,,10.894,"LINESTRING (12.5770175 55.6467655, 12.5768577 55.6468038)",,,,,,,,
5026828955,287808610,0,26275429,False,,,path,,28.792,"LINESTRING (12.5770175 55.6467655, 12.5773565 55.646591)",,,,,,,,
5026828960,543377627,0,43268008,False,,,path,,49.658,"LINESTRING (12.5667743 55.6424426, 12.5660711 55.6422378)",,,,,,,,
5026828960,543379769,0,514563674,False,,,path,,3.633,"LINESTRING (12.5667743 55.6424426, 12.5667992 55.6424721)",,yes,,,,,,
5026828963,538390694,0,42985773,False,,,path,,9.722,"LINESTRING (12.5688115 55.651045, 12.5688003 55.6509578)",,,,,,,,
5026828963,538390693,0,42985773,False,,,path,,9.769,"LINESTRING (12.5688115 55.651045, 12.5687525 55.6511263)",,,,,,,,
5026828963,1025944786,0,88324561,False,,,path,,2.604,"LINESTRING (12.5688115 55.651045, 12.5687712 55.6510506)",,,,,,,,
5026828963,287808633,0,88324561,False,,,path,,122.909,"LINESTRING (12.5688115 55.651045, 12.5707147 55.650783)",,,,,,,,
5058494660,287811155,0,26275670,False,,Kanonvej,path,,36.949,"LINESTRING (12.5681949 55.6342984, 12.5683955 55.6346108)",,,,,,,,
5058494660,5058494661,0,26275670,False,,Kanonvej,path,,33.161,"LINESTRING (12.5681949 55.6342984, 12.5680875 55.6340064)",,,,,,,,
5058494661,5058494660,0,26275670,False,,Kanonvej,path,,33.161,"LINESTRING (12.5680875 55.6340064, 12.5681949 55.6342984)",,,,,,,,
5058494661,287811153,0,26275670,False,,Kanonvej,path,,15.335,"LINESTRING (12.5680875 55.6340064, 12.5680526 55.6338699)",,,,,,,,
5058494682,534753048,0,26275670,False,,Kanonvej,path,,14.982,"LINESTRING (12.5710711 55.637152, 12.5711952 55.6372671)",,,,,,,,
5058494682,534753047,0,26275670,False,,Kanonvej,path,,140.457,"LINESTRING (12.5710711 55.637152, 12.5699243 55.6360673)",,,,,,,,
5058494704,5059307684,0,26275670,False,,Kanonvej,path,,47.562,"LINESTRING (12.5691345 55.6353274, 12.5695249 55.635694)",,,,,,,,
5058494704,530778084,0,26275670,False,,Kanonvej,path,,82.309,"LINESTRING (12.5691345 55.6353274, 12.5684765 55.6346871)",,,,,,,,
5059260816,251455415,0,26683134,False,,,service,,17.555,"LINESTRING (12.5603927 55.632659, 12.5601776 55.6327599)",,,,,,,,
5059260816,251455416,0,26683134,False,,,service,,34.494,"LINESTRING (12.5603927 55.632659, 12.5608153 55.6324607)",,,,,,,,
5059260820,251455414,0,26683134,False,,,service,,20.425,"LINESTRING (12.5594545 55.6331349, 12.5592428 55.6332744)",,,,,,,,
5059260820,1302474457,0,26683134,False,,,service,,19.066,"LINESTRING (12.5594545 55.6331349, 12.5596706 55.6330144)",,,,,,,,
5059263122,543377604,0,26683134,False,,,service,,42.05,"LINESTRING (12.5559424 55.6351991, 12.5555103 55.6354881)",,,,,,,,
5059263122,251455411,0,26683134,False,,,service,,49.343,"LINESTRING (12.5559424 55.6351991, 12.5563846 55.6348322)",,,,,,,,
5059307684,534753047,0,26275670,False,,Kanonvej,path,,48.491,"LINESTRING (12.5695249 55.635694, 12.5699243 55.6360673)",,,,,,,,
5059307684,5058494704,0,26275670,False,,Kanonvej,path,,47.562,"LINESTRING (12.5695249 55.635694, 12.5691345 55.6353274)",,,,,,,,
5074639450,6137666087,0,45418764,False,,,path,,105.45,"LINESTRING (12.5785138 55.6532578, 12.5768424 55.6531574)",,,,,,,,
5074639450,578561725,0,45418764,False,,,path,,6.197,"LINESTRING (12.5785138 55.6532578, 12.5786121 55.6532633)",,,,,,,,
5080359205,1055855,0,25172031,False,,,path,,9.739,"LINESTRING (12.586708 55.6537735, 12.5865712 55.6537321)",,,,,,,,
5080359205,1055809,0,25172031,False,,,path,,25.479,"LINESTRING (12.586708 55.6537735, 12.587066 55.6538817)",,,,,,,,
5080359206,3529398423,0,44580208,False,,,path,,21.09,"LINESTRING (12.5868257 55.6533541, 12.5867599 55.6531681)",,,,,,,,
5080359206,1055808,0,44580208,False,,,path,,25.429,"LINESTRING (12.5868257 55.6533541, 12.5869777 55.6535661)",,,,,,,,
5109767484,5987329834,0,469729405,False,,,path,,24.558,"LINESTRING (12.5714228 55.6243041, 12.5712836 55.6240977)",,,,,,,,
5109767484,4640188058,0,551463608,False,,,path,,2.57,"LINESTRING (12.5714228 55.6243041, 12.5714417 55.6243246)",,,,,,,,
5109767488,4626190489,0,468066251,False,,,path,,3.065,"LINESTRING (12.5728508 55.624214, 12.572868 55.6242398)",,,,,,,,
5109767488,5218005426,0,468066251,False,,,path,,20.622,"LINESTRING (12.5728508 55.624214, 12.5727462 55.6240382)",,,,,,,,
5218005425,5987329826,0,468066251,False,,,path,,65.71,"LINESTRING (12.57238 55.6233325, 12.5726743 55.6238996)",,,,,,,,
5218005425,1731067318,0,468066251,False,,,path,,11.636,"LINESTRING (12.57238 55.6233325, 12.5724581 55.6232376)",,,,,,,,
5218005426,5109767488,0,468066251,False,,,path,,20.622,"LINESTRING (12.5727462 55.6240382, 12.5728508 55.624214)",,,,,,,,
5218005426,5987329826,0,468066251,False,,,path,,16.059,"LINESTRING (12.5727462 55.6240382, 12.5726743 55.6238996)",,,,,,,,
5225078747,6469581784,0,303625173,False,,Lille Langebro,path,,5.855,"LINESTRING (12.580725 55.6708501, 12.5808166 55.6708399)",,yes,,7,,,,
5225078747,5225078748,0,303625173,False,,Lille Langebro,path,,6.206,"LINESTRING (12.580725 55.6708501, 12.5806285 55.6708625)",,yes,,7,,,,
5225078748,5225078747,0,303625173,False,,Lille Langebro,path,,6.206,"LINESTRING (12.5806285 55.6708625, 12.580725 55.6708501)",,yes,,7,,,,
5225078748,6640027545,0,706615520,False,,Lille Langebro,path,,22.342,"LINESTRING (12.5806285 55.6708625, 12.5802877 55.6709211)",,movable,,7,,,,
5225078749,6640027545,0,706615520,False,,Lille Langebro,path,,23.221,"LINESTRING (12.5799479 55.6710041, 12.5802877 55.6709211)",,movable,,7,,,,
5225078749,6640027546,0,706615521,False,,Lille Langebro,path,,23.592,"LINESTRING (12.5799479 55.6710041, 12.5796224 55.6711105)",,movable,,7,,,,
5225078750,6640027546,0,706615521,False,,Lille Langebro,path,,24.112,"LINESTRING (12.5793183 55.6712432, 12.5796224 55.6711105)",,movable,,7,,,,
5225078750,6591749372,0,706615522,False,,Lille Langebro,path,,4.81,"LINESTRING (12.5793183 55.6712432, 12.579257 55.6712692)",,yes,,7,,,,
5240145350,1591152802,0,145764206,False,,Dirch Passers Allé,path,,4.687,"LINESTRING (12.505705 55.6828781, 12.505642 55.6828554)",,,,,,,,
5240145350,1591152794,0,145764206,False,,Dirch Passers Allé,path,,4.863,"LINESTRING (12.505705 55.6828781, 12.5057452 55.6829155)",,,,,,,,
5247001065,3350477944,0,679005633,False,,,path,,2.765,"LINESTRING (12.5680652 55.7156739, 12.5680385 55.7156937)",,,,,,,,
5247001065,1341420154,0,679005633,False,,,path,,3.349,"LINESTRING (12.5680652 55.7156739, 12.5680975 55.7156499)",,,,,,,,
5247001099,1341406162,0,679010859,False,,,path,,58.201,"LINESTRING (12.5676768 55.7156845, 12.5668726 55.7154223)",,,,,,,,
5247001099,296199164,0,679010859,False,,,path,,7.098,"LINESTRING (12.5676768 55.7156845, 12.5677773 55.715714)",,,,,,,,
5254691296,4240787847,0,119371826,False,,,path,,3.782,"LINESTRING (12.5795494 55.712827, 12.579548 55.712793)",,,,,,,,
5254691296,1341480228,0,119371826,False,,,path,,25.96,"LINESTRING (12.5795494 55.712827, 12.5795593 55.7130604)",,,,,,,,
5275169207,5275169208,0,545834666,False,,,path,,20.559,"LINESTRING (12.5800775 55.712646, 12.5800591 55.7124614)",,,,,,,,
5275169208,5275169213,0,545834666,False,,,path,,2.244,"LINESTRING (12.5800591 55.7124614, 12.5800328 55.7124477)",,,,,,,,
5275169208,5275169207,0,545834666,False,,,path,,20.559,"LINESTRING (12.5800591 55.7124614, 12.5800775 55.712646)",,,,,,,,
5275169209,5275169210,0,545834666,False,,,path,,22.44,"LINESTRING (12.5799174 55.7124355, 12.5795592 55.712433)",,,,,,,,
5275169209,5275169212,0,545834666,False,,,path,,4.962,"LINESTRING (12.5799174 55.7124355, 12.5799966 55.7124349)",,,,,,,,
5275169210,1341480235,0,119371826,False,,,path,,62.012,"LINESTRING (12.5795592 55.712433, 12.5795766 55.7118754)",,,,,,,,
5275169210,4240787847,0,119371826,False,,,path,,40.036,"LINESTRING (12.5795592 55.712433, 12.579548 55.712793)",,,,,,,,
5275169210,5275169209,0,545834666,False,,,path,,22.44,"LINESTRING (12.5795592 55.712433, 12.5799174 55.7124355)",,,,,,,,
5275169212,5275169209,0,545834666,False,,,path,,4.962,"LINESTRING (12.5799966 55.7124349, 12.5799174 55.7124355)",,,,,,,,
5275169212,5275169213,0,545834666,False,,,path,,2.677,"LINESTRING (12.5799966 55.7124349, 12.5800328 55.7124477)",,,,,,,,
5275169213,5275169212,0,545834666,False,,,path,,2.677,"LINESTRING (12.5800328 55.7124477, 12.5799966 55.7124349)",,,,,,,,
5275169213,5275169208,0,545834666,False,,,path,,2.244,"LINESTRING (12.5800328 55.7124477, 12.5800591 55.7124614)",,,,,,,,
5298319261,6454308381,0,8122898,False,,,path,,89.176,"LINESTRING (12.6023598 55.666025, 12.6030169 55.6653138)",,,,,,,,
5298319261,8086646,0,8122898,False,,,path,,23.507,"LINESTRING (12.6023598 55.666025, 12.6021884 55.666213)",,,,,,,,
5304932669,5304932670,0,549170278,False,,,path,,4.995,"LINESTRING (12.5421203 55.7200173, 12.5420658 55.7199845)",,,,,,,,
5304932669,5304932668,0,549170278,False,,,path,,9.11,"LINESTRING (12.5421203 55.7200173, 12.5422591 55.7200418)",,,,,,,,
5304932670,5304932671,0,549170278,False,,,path,,3.645,"LINESTRING (12.5420658 55.7199845, 12.5420597 55.7199519)",,,,,,,,
5304932670,5304932669,0,549170278,False,,,path,,4.995,"LINESTRING (12.5420658 55.7199845, 12.5421203 55.7200173)",,,,,,,,
5304932671,5304932672,0,549170278,False,,,path,,3.745,"LINESTRING (12.5420597 55.7199519, 12.5420733 55.7199191)",,,,,,,,
5304932671,5304932670,0,549170278,False,,,path,,3.645,"LINESTRING (12.5420597 55.7199519, 12.5420658 55.7199845)",,,,,,,,
5304932672,5304932673,0,549170278,False,,,path,,3.232,"LINESTRING (12.5420733 55.7199191, 12.5421024 55.7198951)",,,,,,,,
5304932672,5304932671,0,549170278,False,,,path,,3.745,"LINESTRING (12.5420733 55.7199191, 12.5420597 55.7199519)",,,,,,,,
5304932673,26237014,0,549170278,False,,,path,,3.214,"LINESTRING (12.5421024 55.7198951, 12.5421369 55.7198737)",,,,,,,,
5304932673,5304932672,0,549170278,False,,,path,,3.232,"LINESTRING (12.5421024 55.7198951, 12.5420733 55.7199191)",,,,,,,,
5304932688,5304932689,0,549170281,False,,,path,,13.465,"LINESTRING (12.541886 55.7205783, 12.5416877 55.7205315)",,,,,,,,
5304932688,4546353957,0,549170281,False,,,path,,51.534,"LINESTRING (12.541886 55.7205783, 12.5422063 55.7201514)",,,,,,,,
5304932689,5304932688,0,549170281,False,,,path,,13.465,"LINESTRING (12.5416877 55.7205315, 12.541886 55.7205783)",,,,,,,,
5325719554,4640188057,0,469729405,False,,,path,,11.529,"LINESTRING (12.5707358 55.623456, 12.5708892 55.623513)",,,,,,,,
5325719554,4485360696,0,469729405,False,,,path,,17.596,"LINESTRING (12.5707358 55.623456, 12.5705017 55.623369)",,,,,,,,
5337009790,2740484147,0,412032807,False,,,path,,21.961,"LINESTRING (12.5769966 55.6556722, 12.577323 55.6556008)",,,,,,,,
5337009790,2740484144,0,412032807,False,,,path,,32.9,"LINESTRING (12.5769966 55.6556722, 12.5765106 55.6557834)",,,,,,,,
5337009811,2740484003,0,268719125,False,,,path,,10.193,"LINESTRING (12.5787559 55.6595804, 12.5789113 55.6595536)",,,,,,,,
5337009811,3232714524,0,268719125,False,,,path,,17.397,"LINESTRING (12.5787559 55.6595804, 12.5784907 55.6596262)",,,,,,,,
5337010121,2746573910,0,269438384,False,,,path,,7.589,"LINESTRING (12.574205 55.6595181, 12.5740896 55.6595386)",,,,,,,,
5337010121,2746573909,0,269438384,False,,,path,,7.855,"LINESTRING (12.574205 55.6595181, 12.5743244 55.6594968)",,,,,,,,
5337010136,2740484106,0,412032807,False,,,path,,19.373,"LINESTRING (12.574637 55.6572531, 12.5745552 55.6570851)",,,,,,,,
5337010136,2740484103,0,412032807,False,,,path,,27.445,"LINESTRING (12.574637 55.6572531, 12.5747529 55.6574911)",,,,,,,,
5345627947,5345627949,0,45698171,True,,Center Boulevard,tertiary,60,38.968,"LINESTRING (12.5745573 55.6372899, 12.5746904 55.6376322)",,,,,,,,
5345627949,5345627975,0,45698171,True,,Center Boulevard,tertiary,60,22.427,"LINESTRING (12.5746904 55.6376322, 12.574767 55.6378292)",,,,,,,,
5345627952,5345627947,0,45698171,True,,Center Boulevard,tertiary,60,39.526,"LINESTRING (12.5744223 55.6369427, 12.5745573 55.6372899)",,,,,,,,
5345627967,5345627983,0,553840226,False,,,path,,17.689,"LINESTRING (12.5758919 55.6373841, 12.575883 55.6375431)",,,,,,,,
5345627967,5345627991,0,553840226,False,,,path,,45.891,"LINESTRING (12.5758919 55.6373841, 12.5759152 55.6369716)",,,,,,,,
5345627975,318308988,0,45698171,True,,Center Boulevard,tertiary,60,36.881,"LINESTRING (12.574767 55.6378292, 12.5748927 55.6381532)",,,,,,,,
5345627975,5345627976,0,553840226,False,,,path,,9.429,"LINESTRING (12.574767 55.6378292, 12.5748986 55.6377883)",,,,,,,,
5345627976,5345627975,0,553840226,False,,,path,,9.429,"LINESTRING (12.5748986 55.6377883, 12.574767 55.6378292)",,,,,,,,
5345627976,5345627977,0,553840226,False,,,path,,8.175,"LINESTRING (12.5748986 55.6377883, 12.5750099 55.6377501)",,,,,,,,
5345627977,5345627976,0,553840226,False,,,path,,8.175,"LINESTRING (12.5750099 55.6377501, 12.5748986 55.6377883)",,,,,,,,
5345627977,5345627978,0,553840226,False,,,path,,31.224,"LINESTRING (12.5750099 55.6377501, 12.5754706 55.6376441)",,,,,,,,
5345627978,5345627977,0,553840226,False,,,path,,31.224,"LINESTRING (12.5754706 55.6376441, 12.5750099 55.6377501)",,,,,,,,
5345627978,5345627979,0,553840226,False,,,path,,7.914,"LINESTRING (12.5754706 55.6376441, 12.5755591 55.6376948)",,,,,,,,
5345627979,5345627978,0,553840226,False,,,path,,7.914,"LINESTRING (12.5755591 55.6376948, 12.5754706 55.6376441)",,,,,,,,
5345627979,5345627980,0,553840226,False,,,path,,3.314,"LINESTRING (12.5755591 55.6376948, 12.5756114 55.6376907)",,,,,,,,
5345627980,5345627979,0,553840226,False,,,path,,3.314,"LINESTRING (12.5756114 55.6376907, 12.5755591 55.6376948)",,,,,,,,
5345627980,5345627981,0,553840226,False,,,path,,8.088,"LINESTRING (12.5756114 55.6376907, 12.5756919 55.6376339)",,,,,,,,
5345627981,5345627980,0,553840226,False,,,path,,8.088,"LINESTRING (12.5756919 55.6376339, 12.5756114 55.6376907)",,,,,,,,
5345627981,5345627982,0,553840226,False,,,path,,7.784,"LINESTRING (12.5756919 55.6376339, 12.5758146 55.6376237)",,,,,,,,
5345627982,5345627981,0,553840226,False,,,path,,7.784,"LINESTRING (12.5758146 55.6376237, 12.5756919 55.6376339)",,,,,,,,
5345627982,5345627983,0,553840226,False,,,path,,9.937,"LINESTRING (12.5758146 55.6376237, 12.575883 55.6375431)",,,,,,,,
5345627983,5345627982,0,553840226,False,,,path,,9.937,"LINESTRING (12.575883 55.6375431, 12.5758146 55.6376237)",,,,,,,,
5345627983,5345627967,0,553840226,False,,,path,,17.689,"LINESTRING (12.575883 55.6375431, 12.5758919 55.6373841)",,,,,,,,
5345627991,5345627967,0,553840226,False,,,path,,45.891,"LINESTRING (12.5759152 55.6369716, 12.5758919 55.6373841)",,,,,,,,
5347002341,5347002342,0,179050199,False,,Den Grønne Sti,path,,14.474,"LINESTRING (12.515721 55.6783723, 12.5154944 55.6783474)",,,,,,,,
5347002341,271447784,0,179050199,False,,Den Grønne Sti,path,,7.561,"LINESTRING (12.515721 55.6783723, 12.5158337 55.6783965)",,,,,,,,
5347002342,271447783,0,179050199,False,,Den Grønne Sti,path,,9.467,"LINESTRING (12.5154944 55.6783474, 12.5153469 55.6783292)",,,,,,,,
5347002342,5347002341,0,179050199,False,,Den Grønne Sti,path,,14.474,"LINESTRING (12.5154944 55.6783474, 12.515721 55.6783723)",,,,,,,,
5347002343,982446596,0,179050199,False,,Den Grønne Sti,path,,15.58,"LINESTRING (12.5148466 55.6780903, 12.5147492 55.6779614)",,,,,,,,
5347002343,271447781,0,179050199,False,,Den Grønne Sti,path,,10.834,"LINESTRING (12.5148466 55.6780903, 12.5149244 55.6781773)",,,,,,,,
5347002344,271447778,0,179050199,False,,Den Grønne Sti,path,,23.503,"LINESTRING (12.5135618 55.677229, 12.5132762 55.6770921)",,,,,,,,
5347002344,982446590,0,179050199,False,,Den Grønne Sti,path,,19.04,"LINESTRING (12.5135618 55.677229, 12.5137684 55.6773545)",,,,,,,,
5347002345,271447780,0,179050199,False,,Den Grønne Sti,path,,21.616,"LINESTRING (12.5145891 55.6778423, 12.5143567 55.6776987)",,,,,,,,
5347002345,982446596,0,179050199,False,,Den Grønne Sti,path,,16.618,"LINESTRING (12.5145891 55.6778423, 12.5147492 55.6779614)",,,,,,,,
5383725142,17232420,0,233145348,False,,,path,,14.268,"LINESTRING (12.6112097 55.669666, 12.6111999 55.6695378)",,,,,,,,
5383725142,1483299283,0,233145348,False,,,path,,4.129,"LINESTRING (12.6112097 55.669666, 12.6112123 55.6697031)",,,,,,,,
5453719930,5453719931,0,325359877,False,,,path,,6.985,"LINESTRING (12.5102123 55.7056188, 12.5101078 55.7055969)",,,,,,,,
5453719931,5453719930,0,325359877,False,,,path,,6.985,"LINESTRING (12.5101078 55.7055969, 12.5102123 55.7056188)",,,,,,,,
5453719931,271443705,0,325359877,False,,,path,,90.003,"LINESTRING (12.5101078 55.7055969, 12.510385 55.7048027)",,,,,,,,
5454386249,738971047,0,26576173,False,,,path,,58.229,"LINESTRING (12.6249591 55.6538569, 12.6246009 55.65434)",,,,,,,,
5454386249,738971049,0,26576173,False,,,path,,10.537,"LINESTRING (12.6249591 55.6538569, 12.625024 55.6537695)",,,,,,,,
