u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,width,length,geometry,bridge,access,tunnel,service
4934467576,4871020060,0,"[503106160, 654802948, 654802949, 503106159]",False,,,Neponset River Greenway,cycleway,,,402.653,"LINESTRING (-71.0905487 42.2679898, -71.0904475 42.2673032, -71.0904455 42.2672674, -71.0904512 42.2672315, -71.0904618 42.2671976, -71.0904827 42.2671539, -71.0905169 42.2670996, -71.0905492 42.2670585, -71.0905837 42.2670223, -71.09061989999999 42.2669921, -71.09065819999999 42.2669652, -71.09070130000001 42.266939, -71.0907471 42.2669158, -71.0908025 42.2668935, -71.090856 42.2668766, -71.0909183 42.2668615, -71.0909868 42.2668524, -71.09106490000001 42.266845, -71.09113720000001 42.266839, -71.09124420000001 42.2668322, -71.0913511 42.2668269, -71.091465 42.2668243, -71.0915772 42.2668246, -71.09165369999999 42.2668276, -71.0917305 42.2668332, -71.09188109999999 42.2668502, -71.0919572 42.2668584, -71.0920454 42.2668646, -71.0922638 42.266875, -71.0925651 42.2668894, -71.09262990000001 42.2668971, -71.09268659999999 42.2669081, -71.09274670000001 42.2669229, -71.0928014 42.2669396, -71.09285939999999 42.2669606, -71.09291639999999 42.2669848, -71.0929752 42.2670131, -71.093025 42.2670424, -71.0930862 42.2670797, -71.0932768 42.2672142, -71.0935638 42.2672218, -71.0935628 42.2673364, -71.09358880000001 42.2673373, -71.0936026 42.2673338, -71.093614 42.2673256, -71.0936224 42.2673131, -71.09362969999999 42.2672263)",yes,,,
4934467576,6135838711,0,"[495308886, 503106159]",False,,,Neponset River Greenway,cycleway,,,239.8340000000001,"LINESTRING (-71.0905487 42.2679898, -71.0905581 42.2680585, -71.0905678 42.2681346, -71.0905747 42.2682027, -71.0905788 42.2682757, -71.09057679999999 42.2683411, -71.090574 42.2684095, -71.0905688 42.2684771, -71.0905593 42.2685422, -71.0905497 42.2686037, -71.0905379 42.2686685, -71.090523 42.2687346, -71.09050670000001 42.2687926, -71.09048369999999 42.2688611, -71.0904627 42.268925, -71.0904348 42.2689963, -71.09040589999999 42.2690615, -71.0903706 42.2691322, -71.09033460000001 42.269199, -71.09028960000001 42.2692713, -71.090248 42.2693333, -71.0902033 42.2693921, -71.0901566 42.2694496, -71.0901166 42.2694943, -71.09007870000001 42.269536, -71.0900364 42.2695779, -71.089996 42.2696135, -71.08995640000001 42.2696449, -71.0899217 42.269669, -71.0898387 42.2697252, -71.0897538 42.269776, -71.0896746 42.2698197, -71.08960209999999 42.2698512, -71.08952979999999 42.269877)",yes,,,
4934467576,6135807372,0,"[654803324, 503106158]",False,,,Neponset River Greenway,cycleway,,,94.27300000000001,"LINESTRING (-71.0905487 42.2679898, -71.0906257 42.2679843, -71.0906449 42.2681116, -71.0906815 42.268115, -71.0906633 42.2679809, -71.091166 42.2679433, -71.09122979999999 42.2679389, -71.091262 42.2679399, -71.0912955 42.2679469, -71.09132940000001 42.2679624)",yes,,,
4934467597,4934467570,0,503106157,False,,,Neponset River Greenway,cycleway,,,122.208,"LINESTRING (-71.0872164 42.270387, -71.086996 42.2700642, -71.08689939999999 42.2699332, -71.0867492 42.2698022, -71.0865239 42.2696276, -71.08633740000001 42.2695201)",,,,
4947820090,4947820092,0,504637170,False,,,,cycleway,,,17.453,"LINESTRING (-71.0534995 42.3077139, -71.0534498 42.3077136, -71.0533355 42.3077137, -71.0533159 42.3077105, -71.0532905 42.3077015)",,,,
4947820092,61566741,0,238687806,False,,,,cycleway,,,34.371,"LINESTRING (-71.0532905 42.3077015, -71.0532664 42.3077278, -71.0532388 42.3077575, -71.0532087 42.3077862, -71.05318250000001 42.3078092, -71.0531409 42.3078427, -71.0531014 42.3078742, -71.0530636 42.3079004, -71.0530138 42.3079314)",,,,
4947820092,4947820090,0,504637170,False,,,,cycleway,,,17.453,"LINESTRING (-71.0532905 42.3077015, -71.0533159 42.3077105, -71.0533355 42.3077137, -71.0534498 42.3077136, -71.0534995 42.3077139)",,,,
4947820092,2567106367,0,"[504637169, 504637170]",False,,,,cycleway,,,125.75900000000001,"LINESTRING (-71.0532905 42.3077015, -71.05327149999999 42.307694, -71.0532925 42.3076663, -71.0533124 42.307636, -71.05333760000001 42.3075935, -71.0533597 42.3075458, -71.05337179999999 42.3075123, -71.05338260000001 42.3074724, -71.05339480000001 42.3074248, -71.0534048 42.3073702, -71.0534117 42.3073085, -71.0534152 42.3072393, -71.0534122 42.3071772, -71.0533942 42.3070339, -71.0533712 42.3068946, -71.05333 42.3066831, -71.05332970000001 42.3066692, -71.0533324 42.3066543, -71.0533391 42.3066424, -71.0533683 42.3066078)",,,,
4948121471,4780368098,0,"[485257986, 485257987]",False,,,,cycleway,,,404.624,"LINESTRING (-71.097638 42.3103693, -71.0976569 42.3103494, -71.0976642 42.3103245, -71.0976653 42.3102979, -71.0976161 42.3102358, -71.0974988 42.3100491, -71.0974563 42.3099814, -71.0973724 42.3098011, -71.0973371 42.3095828, -71.0973371 42.3093504, -71.0974997 42.3088917, -71.09751869999999 42.3088247, -71.0975945 42.3085572, -71.0976405 42.3083829, -71.0976297 42.3081786, -71.0975565 42.3079242, -71.0970478 42.3073092, -71.0967014 42.3070178)",,,,
4958911702,4958911709,0,506110774,False,,,,cycleway,,,182.13799999999998,"LINESTRING (-71.0662257 42.2948114, -71.0660161 42.2940449, -71.0659912 42.2939864, -71.0658122 42.2932829, -71.0657076 42.2932978)",,,,
4958911708,4958911709,0,506110773,False,,,,cycleway,,,138.57399999999998,"LINESTRING (-71.0654967 42.292068, -71.0656723 42.2928053, -71.0656566 42.2929562, -71.06564590000001 42.2930587, -71.0657076 42.2932978)",,,,
4958911709,61359226,0,506110774,False,,,,cycleway,,,5.209,"LINESTRING (-71.0657076 42.2932978, -71.06564539999999 42.2933066)",,,,
4958911709,4958911708,0,506110773,False,,,,cycleway,,,138.574,"LINESTRING (-71.0657076 42.2932978, -71.06564590000001 42.2930587, -71.0656566 42.2929562, -71.0656723 42.2928053, -71.0654967 42.292068)",,,,
4958911709,4958911702,0,506110774,False,,,,cycleway,,,182.138,"LINESTRING (-71.0657076 42.2932978, -71.0658122 42.2932829, -71.0659912 42.2939864, -71.0660161 42.2940449, -71.0662257 42.2948114)",,,,
4961083595,4934467570,0,495308886,False,,,Neponset River Greenway,cycleway,,,137.834,"LINESTRING (-71.0848275 42.2691307, -71.0848092 42.269187, -71.0849679 42.2692461, -71.0858906 42.2694446, -71.08633740000001 42.2695201)",,,,
5415617107,61339983,0,561666401,False,,,,cycleway,,,14.273,"LINESTRING (-71.052646 42.3609961, -71.0526663 42.3609872, -71.05279539999999 42.3609306)",,,,
5415617107,1534779295,0,817426377,False,,,,cycleway,,,18.186,"LINESTRING (-71.052646 42.3609961, -71.0526496 42.3609795, -71.05265799999999 42.3609414, -71.052662 42.3608333)",,,,
5415617107,61347675,0,"[817426377, 568613108, 561666398]",False,,,,cycleway,,,1178.5759999999998,"LINESTRING (-71.052646 42.3609961, -71.0523781 42.3612995, -71.05223580000001 42.3614378, -71.0520947 42.3615268, -71.05200929999999 42.3615685, -71.0518656 42.3616332, -71.0512629 42.3619375, -71.0511444 42.3620051, -71.0510405 42.362121, -71.05096 42.36226, -71.05090920000001 42.3623169, -71.0508767 42.362378, -71.0508682 42.362414, -71.0508731 42.3624847, -71.05089769999999 42.3625917, -71.0509088 42.3626987, -71.05093220000001 42.3632015, -71.0509433 42.3635747, -71.05094699999999 42.3636486, -71.0509608 42.3641173, -71.05096279999999 42.3641866, -71.0509648 42.3642551, -71.0509641 42.3645937, -71.05096349999999 42.3648482, -71.05101019999999 42.3653378, -71.0510397 42.3657375, -71.0510548 42.3657714, -71.0512993 42.3663213, -71.0513378 42.3664078, -71.0513684 42.3664514, -71.0514601 42.3665341, -71.0517289 42.3667771, -71.0520348 42.3670528, -71.0524329 42.3672192, -71.0524885 42.3672424, -71.0526431 42.3673011, -71.0533638 42.3675749, -71.0537537 42.3677248, -71.0539986 42.3678124, -71.0540771 42.3678405, -71.05420220000001 42.3678853, -71.0548244 42.3680527, -71.05547780000001 42.3682175, -71.0556842 42.3682674, -71.0557482 42.3682822, -71.0557654 42.3682862, -71.05609339999999 42.368362, -71.05629690000001 42.3683814, -71.0565235 42.3683498, -71.0566432 42.3682261)",,,,
5427855063,4502803986,0,"[563157904, 563157905, 812876295]",False,,,,cycleway,,,228.975,"LINESTRING (-71.0240254 42.3803492, -71.02448269999999 42.3799471, -71.0246188 42.3797882, -71.0246339 42.3796941, -71.02472830000001 42.3796289, -71.0248169 42.3795524, -71.02486 42.3794921, -71.0248581 42.3794285, -71.024849 42.3793606, -71.02484459999999 42.3793076, -71.0248441 42.3792578, -71.024863 42.3792084, -71.0248981 42.3791631, -71.02494280000001 42.3791307, -71.02499160000001 42.3791154, -71.0250393 42.3790945, -71.0251303 42.3790512, -71.0251708 42.3790228, -71.02521110000001 42.3789879, -71.0253055 42.3789011, -71.02536449999999 42.3788357, -71.02547269999999 42.3787171, -71.02549089999999 42.3786994)",,,,
5434421053,2943681352,0,563968043,False,,,,cycleway,,,21.026,"LINESTRING (-71.039833 42.3672973, -71.0397313 42.367255, -71.03966339999999 42.3671652)",,,,
5458865142,6584507809,0,701128993,False,,,,cycleway,,,80.539,"LINESTRING (-71.13798199999999 42.2502911, -71.13794040000001 42.2506702, -71.13791929999999 42.2510138)",,,,
5543487452,7706312493,0,825315812,True,,,,cycleway,,,105.27499999999999,"LINESTRING (-71.1147314 42.300943, -71.1147354 42.300843, -71.1147462 42.3007296, -71.1147598 42.3006463, -71.1147725 42.3005769, -71.1147794 42.3005222, -71.114808 42.3004291, -71.11483579999999 42.3003041, -71.11485949999999 42.3002359, -71.1148582 42.3001757, -71.1148656 42.3001335, -71.11486290000001 42.3000855, -71.1148609 42.3000512, -71.114811 42.300023)",,,,
5912771287,7118201867,0,761854066,False,,,,cycleway,,,414.51300000000003,"LINESTRING (-71.1311091 42.3630908, -71.13110949999999 42.3631384, -71.1311048 42.3631608, -71.1310981 42.3631826, -71.13108889999999 42.3632022, -71.13046919999999 42.3642579, -71.13046 42.3642781, -71.13045390000001 42.3642986, -71.1304468 42.3643292, -71.13043759999999 42.3643511, -71.1304276 42.3643704, -71.1299641 42.3651533, -71.12994860000001 42.3651708, -71.12992439999999 42.3651876, -71.1298949 42.3651995, -71.1298668 42.3652045, -71.12983730000001 42.3652055, -71.1298051 42.3652025, -71.1297715 42.3651946, -71.1297367 42.3651787, -71.1282939 42.3644373)",,,,
6135807372,4934467576,0,"[654803324, 503106158]",False,,,Neponset River Greenway,cycleway,,,94.27299999999998,"LINESTRING (-71.09132940000001 42.2679624, -71.0912955 42.2679469, -71.091262 42.2679399, -71.09122979999999 42.2679389, -71.091166 42.2679433, -71.0906633 42.2679809, -71.0906815 42.268115, -71.0906449 42.2681116, -71.0906257 42.2679843, -71.0905487 42.2679898)",yes,,,
6135838711,4934467576,0,"[495308886, 503106159]",False,,,Neponset River Greenway,cycleway,,,239.83399999999995,"LINESTRING (-71.08952979999999 42.269877, -71.08960209999999 42.2698512, -71.0896746 42.2698197, -71.0897538 42.269776, -71.0898387 42.2697252, -71.0899217 42.269669, -71.08995640000001 42.2696449, -71.089996 42.2696135, -71.0900364 42.2695779, -71.09007870000001 42.269536, -71.0901166 42.2694943, -71.0901566 42.2694496, -71.0902033 42.2693921, -71.090248 42.2693333, -71.09028960000001 42.2692713, -71.09033460000001 42.269199, -71.0903706 42.2691322, -71.09040589999999 42.2690615, -71.0904348 42.2689963, -71.0904627 42.268925, -71.09048369999999 42.2688611, -71.09050670000001 42.2687926, -71.090523 42.2687346, -71.0905379 42.2686685, -71.0905497 42.2686037, -71.0905593 42.2685422, -71.0905688 42.2684771, -71.090574 42.2684095, -71.09057679999999 42.2683411, -71.0905788 42.2682757, -71.0905747 42.2682027, -71.0905678 42.2681346, -71.0905581 42.2680585, -71.0905487 42.2679898)",yes,,,
6135838711,4934467570,0,495308886,False,,,Neponset River Greenway,cycleway,,,270.23,"LINESTRING (-71.08952979999999 42.269877, -71.0894545 42.2699012, -71.08936370000001 42.2699245, -71.0892817 42.2699399, -71.0891891 42.2699491, -71.08911070000001 42.2699552, -71.0890193 42.2699593, -71.0889037 42.2699606, -71.0888025 42.2699602, -71.0886718 42.2699529, -71.0885487 42.2699433, -71.0884403 42.2699284, -71.0883278 42.2699064, -71.0873711 42.2696907, -71.08694730000001 42.2696232, -71.08633740000001 42.2695201)",,,,
6135838711,61362915,0,630294868,False,,,Neponset River Greenway,cycleway,,3.3,59.007999999999996,"LINESTRING (-71.08952979999999 42.269877, -71.0895682 42.269915, -71.0895941 42.2699317, -71.08962630000001 42.2699423, -71.089663 42.2699469, -71.0897018 42.2699423, -71.08973349999999 42.2699334, -71.08976629999999 42.2699151, -71.08987519999999 42.2698483, -71.0899052 42.269837, -71.089935 42.269834, -71.08996569999999 42.2698408, -71.08999780000001 42.269855, -71.0900232 42.2698758, -71.0900834 42.2699521)",,,,
6166950779,7044708089,0,660275125,False,,,,cycleway,,,128.81799999999998,"LINESTRING (-71.1128339 42.3012521, -71.11290990000001 42.3012215, -71.1131591 42.3012041, -71.1133782 42.3012126, -71.1136364 42.3012554, -71.11385869999999 42.3013242, -71.1140367 42.3014044, -71.1142104 42.3014621, -71.114294 42.3015099)",,,,
6193702759,61549061,0,654802293,False,,,Neponset River Greenway,cycleway,,,434.20200000000006,"LINESTRING (-71.1130055 42.258026, -71.1131433 42.2579597, -71.11328109999999 42.2578877, -71.1133919 42.2578248, -71.1134704 42.257779, -71.1135419 42.2577347, -71.1136262 42.2576809, -71.11374360000001 42.2576026, -71.1138436 42.2575299, -71.1139553 42.257447, -71.1140635 42.2573606, -71.11415359999999 42.2572832, -71.11425029999999 42.2571961, -71.1143422 42.2571062, -71.1151672 42.2562856, -71.1152494 42.2562025, -71.11533470000001 42.2561136, -71.116257 42.2550885, -71.1162628 42.2550788, -71.1162628 42.2550684, -71.1162588 42.2550604, -71.1162467 42.255051, -71.11620550000001 42.2550293)",,,,
6209472625,4934370235,0,"[663386146, 503093915]",False,,,Neponset River Greenway,cycleway,,,301.67199999999997,"LINESTRING (-71.1253055 42.2376305, -71.1252832 42.2375281, -71.125266 42.2374467, -71.1252503 42.2373612, -71.1251396 42.2367454, -71.1251268 42.2366681, -71.1250637 42.2362107, -71.1250598 42.2361576, -71.1250562 42.2360987, -71.12504680000001 42.2357663, -71.12504850000001 42.2357293, -71.12505419999999 42.2356946, -71.1250617 42.2356646, -71.12507220000001 42.2356381, -71.1250902 42.2356081, -71.12510899999999 42.2355828, -71.1251362 42.2355579, -71.1251599 42.2355402, -71.125141 42.2354936, -71.1251279 42.2354609, -71.1249942 42.2354058, -71.1249463 42.2353867, -71.12487609999999 42.2353672, -71.124774 42.2353389, -71.1248126 42.2352398, -71.12484499999999 42.2351569, -71.12486079999999 42.2351333)",yes,no,,
6277632122,6277632123,0,670347546,False,,,,cycleway,,,13.827,"LINESTRING (-71.1568425 42.3317748, -71.1567819 42.3316588)",,,,
6277632122,3306232293,0,323855198,False,,,,cycleway,,,1831.0169999999996,"LINESTRING (-71.1568425 42.3317748, -71.15676670000001 42.331795, -71.1566364 42.3318421, -71.15650119999999 42.331906, -71.1556357 42.3323602, -71.1554628 42.3324614, -71.1552691 42.332605, -71.15511069999999 42.3327426, -71.1550093 42.3328386, -71.1549055 42.3329496, -71.1547862 42.3331075, -71.15469349999999 42.3332596, -71.1546235 42.3334092, -71.154076 42.3347369, -71.1540232 42.3349007, -71.15398930000001 42.3350346, -71.1539672 42.3351821, -71.15395700000001 42.3353493, -71.15395820000001 42.335502, -71.1539757 42.3356524, -71.1540055 42.3357848, -71.1540102 42.3358056, -71.1540569 42.3359635, -71.15410989999999 42.3360949, -71.1541218 42.3361189, -71.1541749 42.3362261, -71.15433040000001 42.3365121, -71.1543858 42.3366398, -71.1544227 42.3367296, -71.1544463 42.3368224, -71.1544596 42.3369151, -71.15446540000001 42.337031, -71.1544444 42.3374468, -71.15444340000001 42.3377332, -71.1544512 42.3378249, -71.1544694 42.3378883, -71.1545213 42.337962, -71.1545945 42.3380162, -71.1546756 42.3380476, -71.1547583 42.3380718, -71.15484859999999 42.3380744, -71.1549263 42.3380634, -71.1549957 42.3380432, -71.1550786 42.3380108, -71.15544420000001 42.3378545, -71.1555431 42.3378128, -71.1556461 42.3377815, -71.15575509999999 42.3377637, -71.1558589 42.3377577, -71.1559604 42.337767, -71.1560667 42.3377894, -71.1568048 42.3380122, -71.1570821 42.3381021, -71.1579808 42.3384023, -71.1581206 42.3384456, -71.1582471 42.3384713, -71.1583645 42.3384773, -71.1584795 42.3384702, -71.1585949 42.3384424, -71.15869979999999 42.3383954, -71.1587847 42.3383395, -71.1588594 42.3382727, -71.15892119999999 42.3381891, -71.158958 42.3380896, -71.15896100000001 42.3379821, -71.1589354 42.3378929, -71.158883 42.337809, -71.1588165 42.3377352, -71.1587363 42.3376581, -71.15867009999999 42.3375925, -71.1586215 42.3375271, -71.158584 42.3374386, -71.15856909999999 42.3373446, -71.15857750000001 42.3372742, -71.1585975 42.3371995, -71.15863450000001 42.3371366, -71.15868759999999 42.3370752, -71.15875080000001 42.3370181, -71.1588217 42.336974, -71.158897 42.3369404, -71.159002 42.3369116, -71.1591028 42.3368933, -71.1592093 42.3368909, -71.1593128 42.3369029, -71.15941909999999 42.3369306, -71.159554 42.3369742, -71.160572 42.337399, -71.16070689999999 42.3374464, -71.1608473 42.3374691, -71.1609825 42.3374718, -71.1610991 42.3374575, -71.16121560000001 42.337424, -71.1613188 42.3373808, -71.16141399999999 42.3373208, -71.1614859 42.3372542, -71.16154210000001 42.3371747, -71.16158179999999 42.3370914, -71.16160240000001 42.337, -71.1616191 42.3369016, -71.16165100000001 42.3368087, -71.16170219999999 42.336711, -71.16176780000001 42.3366174, -71.1618395 42.336536, -71.1619268 42.3364593, -71.1620351 42.3363861, -71.1624528 42.3361297, -71.1625449 42.336067, -71.1626267 42.336, -71.1626957 42.3359223, -71.1627558 42.3358408, -71.1628053 42.3357513, -71.1628347 42.3356489, -71.16284330000001 42.335547, -71.1628272 42.3354463, -71.1628111 42.3353828)",,,,
6277632122,3306232293,1,323855198,False,,,,cycleway,,,671.6740000000001,"LINESTRING (-71.1568425 42.3317748, -71.1569184 42.3317546, -71.15705010000001 42.3317324, -71.1571776 42.3317196, -71.15730929999999 42.3317142, -71.15744189999999 42.3317237, -71.1575754 42.3317444, -71.1577236 42.3317777, -71.1578626 42.331824, -71.1579959 42.3318865, -71.1581372 42.3319632, -71.1582712 42.3320513, -71.1583971 42.332148, -71.15849300000001 42.3322349, -71.1588053 42.3325434, -71.1589285 42.3326691, -71.1590101 42.3327494, -71.1590963 42.3328232, -71.1591873 42.3328989, -71.15928270000001 42.3329689, -71.1593723 42.3330306, -71.1594731 42.3330881, -71.1595914 42.3331527, -71.1597879 42.3332556, -71.16059389999999 42.3336461, -71.1607279 42.33371, -71.16085940000001 42.3337663, -71.1609897 42.3338143, -71.161125 42.3338569, -71.1612664 42.3338961, -71.1614122 42.3339361, -71.16152719999999 42.3339717, -71.1616228 42.3340053, -71.1617262 42.3340532, -71.16181949999999 42.3341023, -71.161923 42.3341705, -71.1620265 42.3342463, -71.1621178 42.3343344, -71.1623586 42.3346044, -71.1624436 42.3347107, -71.162516 42.3348098, -71.1625803 42.334909, -71.1626448 42.335012, -71.16270110000001 42.3351211, -71.1627574 42.3352361, -71.1627869 42.3353094, -71.1628111 42.3353828)",,,,
6277632123,6277632122,0,670347546,False,,,,cycleway,,,13.827,"LINESTRING (-71.1567819 42.3316588, -71.1568425 42.3317748)",,,,
6584507809,5458865142,0,701128993,False,,,,cycleway,,,80.539,"LINESTRING (-71.13791929999999 42.2510138, -71.13794040000001 42.2506702, -71.13798199999999 42.2502911)",,,,
6584507809,61354625,0,701128993,False,,,,cycleway,,,619.598,"LINESTRING (-71.13791929999999 42.2510138, -71.1385573 42.2516674, -71.13839830000001 42.2524215, -71.1379337 42.2526875, -71.1373973 42.2526796, -71.1369335 42.2527687, -71.13652829999999 42.2528781, -71.13624179999999 42.2529555, -71.1356729 42.2532321, -71.1353266 42.2532831, -71.13502339999999 42.2534909, -71.13477949999999 42.2535134, -71.1344703 42.2536808, -71.1341929 42.2540329, -71.133965 42.254313)",,,,
6584507809,61353111,0,"[701128994, 802065892]",False,,,,cycleway,,,634.947,"LINESTRING (-71.13791929999999 42.2510138, -71.1377057 42.2509304, -71.13743220000001 42.2507696, -71.1372927 42.2506128, -71.1372444 42.2504798, -71.1373195 42.2503229, -71.13747239999999 42.2501164, -71.1375099 42.2500291, -71.13746500000001 42.249926, -71.13710159999999 42.249717, -71.1366804 42.2492794, -71.13652519999999 42.2489731, -71.1362444 42.2487816, -71.1360375 42.2485902, -71.13570489999999 42.2482291, -71.1350989 42.248065, -71.13403479999999 42.2483057, -71.13384259999999 42.2482619, -71.1336726 42.2478134, -71.1338894 42.2476092)",,,,
6584507832,7502008564,0,701128996,False,,,,cycleway,,,194.36499999999998,"LINESTRING (-71.14256570000001 42.2679138, -71.1425397 42.2675815, -71.1424935 42.267286, -71.14227080000001 42.2670508, -71.1422345 42.2668946, -71.14175849999999 42.2668398, -71.1415654 42.2668175, -71.1413348 42.2668096)",,,,
6584507832,6584507833,0,701128996,False,,,,cycleway,,,98.46,"LINESTRING (-71.14256570000001 42.2679138, -71.1427027 42.2681871, -71.1427832 42.2683498, -71.14287969999999 42.2684967, -71.1429504 42.2687487)",,,,
6584507832,7502131368,0,802053346,False,,,,cycleway,,,145.596,"LINESTRING (-71.14256570000001 42.2679138, -71.14234329999999 42.267679, -71.142126 42.2675539, -71.1419812 42.267538, -71.14172910000001 42.2674408, -71.1415976 42.2673118, -71.1414608 42.2671411, -71.1413106 42.2670557)",,,,
6584507833,6584507832,0,701128996,False,,,,cycleway,,,98.46,"LINESTRING (-71.1429504 42.2687487, -71.14287969999999 42.2684967, -71.1427832 42.2683498, -71.1427027 42.2681871, -71.14256570000001 42.2679138)",,,,
6584507833,7502155300,0,701128996,False,,,,cycleway,,,318.574,"LINESTRING (-71.1429504 42.2687487, -71.1430246 42.26912, -71.14298700000001 42.2694494, -71.1428368 42.2698821, -71.1426866 42.2704458, -71.1426598 42.2708348, -71.142574 42.2711087, -71.1424774 42.2712913, -71.14229400000001 42.2715259)",,,,
6584507833,7502131376,0,802036775,False,,,,cycleway,,,75.917,"LINESTRING (-71.1429504 42.2687487, -71.143738 42.2685285, -71.1438124 42.2685054)",,,,
6699174008,2938560839,0,839364669,False,,,,cycleway,,,10.947,"LINESTRING (-71.0409762 42.3683971, -71.0409635 42.3684951)",,,,
6821190121,61410149,0,"[117737209, 383029058, 509931860]",False,,,,cycleway,,,288.56199999999995,"LINESTRING (-71.0830402 42.3417572, -71.0830144 42.34177, -71.0829525 42.3418008, -71.082691 42.3420079, -71.0826615 42.3420734, -71.0825569 42.3421636, -71.0824523 42.3422082, -71.08229129999999 42.3423321, -71.0822632 42.342341, -71.0819869 42.342566, -71.082003 42.3426156, -71.0816597 42.3428733, -71.08159999999999 42.342906, -71.08156870000001 42.3429175, -71.08141380000001 42.3430484, -71.0813347 42.3431034, -71.08128170000001 42.3431103, -71.0812009 42.3431654, -71.0811429 42.343205, -71.0809739 42.3433398, -71.080887 42.3433663, -71.08062099999999 42.343563)",,,,
6955647243,1818056288,0,402081506,False,,,Pierre Lallement Bike Path,cycleway,,,102.94600000000001,"LINESTRING (-71.11253480000001 42.3016043, -71.1126623 42.3016302, -71.11270469999999 42.30164, -71.1134244 42.3019184, -71.11352909999999 42.302001, -71.1136075 42.3020579)",,,,
6955647244,1410550182,0,"[743087984, 727904413]",False,,,,cycleway,,,534.684,"LINESTRING (-71.11221569999999 42.3012333, -71.1119152 42.3012283, -71.1115363 42.3012452, -71.1113989 42.3012531, -71.111065 42.30127, -71.110896 42.3013027, -71.11075649999999 42.3013335, -71.1105835 42.3013563, -71.1104186 42.3013503, -71.1102442 42.3013206, -71.1098113 42.3013019, -71.10879850000001 42.3012581, -71.1086148 42.3012402, -71.1083788 42.3011966, -71.1081052 42.3011212, -71.10773500000001 42.3009595, -71.1069028 42.3004973, -71.1067324 42.3004222, -71.1065514 42.3003425, -71.10651110000001 42.3003773, -71.1063917 42.3004802, -71.1062517 42.3006009)",,,,
7044708086,61517373,0,754052063,False,,,,cycleway,,,288.243,"LINESTRING (-71.1146859 42.3016547, -71.1147155 42.3016693, -71.1147756 42.3016974, -71.11491770000001 42.3017648, -71.1150518 42.3018283, -71.11523149999999 42.3018819, -71.1153911 42.301975, -71.1156848 42.302118, -71.1160416 42.3022251, -71.11631439999999 42.3022769, -71.11660620000001 42.3023073, -71.1168181 42.3023209, -71.1169287 42.302328, -71.1175538 42.3024437, -71.1177441 42.3024935, -71.1178286 42.3026195)",,,,
7044708086,7044708089,0,"[660275125, 754052063]",False,,,,cycleway,,,36.510999999999996,"LINESTRING (-71.1146859 42.3016547, -71.11460889999999 42.3016167, -71.11448059999999 42.3015865, -71.1143955 42.3015673, -71.114294 42.3015099)",,,,
7044708086,5543487446,0,825315811,True,,,,cycleway,,,66.531,"LINESTRING (-71.1146859 42.3016547, -71.11470850000001 42.3016084, -71.1146976 42.3015702, -71.1146741 42.3014894, -71.1146634 42.3013991, -71.11467279999999 42.3012687, -71.1146842 42.3011472, -71.1147193 42.3010669)",,,,
7044708089,7044708086,0,"[660275125, 754052063]",False,,,,cycleway,,,36.511,"LINESTRING (-71.114294 42.3015099, -71.1143955 42.3015673, -71.11448059999999 42.3015865, -71.11460889999999 42.3016167, -71.1146859 42.3016547)",,,,
7044708089,6166950779,0,660275125,False,,,,cycleway,,,128.81799999999998,"LINESTRING (-71.114294 42.3015099, -71.1142104 42.3014621, -71.1140367 42.3014044, -71.11385869999999 42.3013242, -71.1136364 42.3012554, -71.1133782 42.3012126, -71.1131591 42.3012041, -71.11290990000001 42.3012215, -71.1128339 42.3012521)",,,,
7044708089,7706308181,0,825315810,False,,,,cycleway,,,166.86299999999997,"LINESTRING (-71.114294 42.3015099, -71.11427310000001 42.3014134, -71.1142959 42.3011674, -71.11432360000001 42.3009665, -71.1143435 42.30085, -71.1143972 42.3005464, -71.1143965 42.3004676, -71.1143556 42.3003605, -71.1143737 42.3002756, -71.1144079 42.3002325, -71.1145514 42.3001174, -71.1145897 42.3000784)",,,,
7087183715,64064710,0,233199591,False,,,,cycleway,,,10.439,"LINESTRING (-71.11759189999999 42.3642616, -71.11762330000001 42.3642643, -71.1176565 42.3642719, -71.11769 42.3642838, -71.1177062 42.3642964)",,,,
7087183739,2415024594,0,758823981,False,,,,cycleway,,,13.743,"LINESTRING (-71.1175777 42.3641313, -71.11774370000001 42.3641161)",,,,
7118201867,5912771287,0,761854066,False,,,,cycleway,,,414.51300000000003,"LINESTRING (-71.1282939 42.3644373, -71.1297367 42.3651787, -71.1297715 42.3651946, -71.1298051 42.3652025, -71.12983730000001 42.3652055, -71.1298668 42.3652045, -71.1298949 42.3651995, -71.12992439999999 42.3651876, -71.12994860000001 42.3651708, -71.1299641 42.3651533, -71.1304276 42.3643704, -71.13043759999999 42.3643511, -71.1304468 42.3643292, -71.13045390000001 42.3642986, -71.13046 42.3642781, -71.13046919999999 42.3642579, -71.13108889999999 42.3632022, -71.1310981 42.3631826, -71.1311048 42.3631608, -71.13110949999999 42.3631384, -71.1311091 42.3630908)",,,,
7270991615,6555011080,0,778743953,True,,,,cycleway,,,69.561,"LINESTRING (-71.0669824 42.3949555, -71.0671107 42.3948075, -71.06719649999999 42.3947149, -71.06730709999999 42.3945919, -71.0674406 42.3944295)",,,,
