u,v,key,osmid,lanes,name,highway,maxspeed,width,oneway,length,geometry,service,access,ref,tunnel,bridge
7745736292,597031844,0,46703300,2,Red Auerbach Way,service,5 mph,7.5,False,15.952,"LINESTRING (-71.0634455 42.3656866, -71.0636003 42.3656)",driveway,yes,,,
7745736292,7821801625,0,838051695,2,,service,5 mph,7.5,False,60.178,"LINESTRING (-71.0634455 42.3656866, -71.06285339999999 42.3660052)",parking_aisle,yes,,passage,
7747398431,7747398434,0,830121181,,,service,10 mph,,True,8.3,"LINESTRING (-71.0685318 42.3523345, -71.06850420000001 42.3522627)",parking_aisle,,,,
7747398432,7747398436,0,830121183,,,service,10 mph,,True,41.77,"LINESTRING (-71.0684771 42.3521908, -71.0689678 42.3520928)",parking_aisle,,,,
7747398434,7747398439,0,830121181,,,service,10 mph,,True,4.888,"LINESTRING (-71.06850420000001 42.3522627, -71.068488 42.3522204)",parking_aisle,,,,
7747398436,7747398442,0,830121182,,,service,10 mph,,True,3.284,"LINESTRING (-71.0689678 42.3520928, -71.0689783 42.3521213)",parking_aisle,,,,
7747398436,7747398441,0,830121183,,,service,10 mph,,True,5.741,"LINESTRING (-71.0689678 42.3520928, -71.0690353 42.3520795)",parking_aisle,,,,
7747398438,7747398437,0,830121187,,,service,10 mph,,True,8.25,"LINESTRING (-71.068994 42.3521643, -71.06902030000001 42.3522359)",parking_aisle,,,,
7747398439,7747398440,0,830121183,,,service,10 mph,,True,1.245,"LINESTRING (-71.068488 42.3522204, -71.068484 42.3522096)",parking_aisle,,,,
7747398440,7747398432,0,830121183,,,service,10 mph,,True,2.166,"LINESTRING (-71.068484 42.3522096, -71.0684771 42.3521908)",parking_aisle,,,,
7747398441,7747398444,0,830121185,,,service,10 mph,,True,1.441,"LINESTRING (-71.0690353 42.3520795, -71.06905209999999 42.3520758)",parking_aisle,,,,
7747398442,7747398438,0,830121187,,,service,10 mph,,True,4.952,"LINESTRING (-71.0689783 42.3521213, -71.068994 42.3521643)",parking_aisle,,,,
7747398444,7747398433,0,830121185,,,service,10 mph,,True,5.483,"LINESTRING (-71.06905209999999 42.3520758, -71.06911599999999 42.3520616)",parking_aisle,,,,
7747602041,7686391014,0,8649917,2,Traveler Street,residential,20 mph,15.2,True,3.224,"LINESTRING (-71.0651948 42.3449291, -71.0652298 42.3449422)",,,,,
7747602042,6745406446,0,718276639,,,service,10 mph,,False,13.511,"LINESTRING (-71.0652777 42.3457542, -71.0654358 42.3457875)",parking_aisle,,,,
7747602042,7747602044,0,718276639,,,service,10 mph,,False,5.315,"LINESTRING (-71.0652777 42.3457542, -71.0652135 42.34576)",parking_aisle,,,,
7747602043,7747602044,0,718276639,,,service,10 mph,,False,4.677,"LINESTRING (-71.0651573 42.3457666, -71.0652135 42.34576)",parking_aisle,,,,
7747602043,6745406448,0,718276639,,,service,10 mph,,False,9.104,"LINESTRING (-71.0651573 42.3457666, -71.06505110000001 42.3457433)",parking_aisle,,,,
7747602044,7747602042,0,718276639,,,service,10 mph,,False,5.315,"LINESTRING (-71.0652135 42.34576, -71.0652777 42.3457542)",parking_aisle,,,,
7747602044,7747602043,0,718276639,,,service,10 mph,,False,4.677,"LINESTRING (-71.0652135 42.34576, -71.0651573 42.3457666)",parking_aisle,,,,
7747602044,7747602045,0,830141720,,,service,10 mph,,False,41.853,"LINESTRING (-71.0652135 42.34576, -71.06539239999999 42.3454076)",parking_aisle,,,,
7747602045,6745406442,0,718276638,,,service,10 mph,,False,10.407,"LINESTRING (-71.06539239999999 42.3454076, -71.0652733 42.3453758)",driveway,permissive,,,
7747602045,6745406447,0,718276638,,,service,10 mph,,False,19.034,"LINESTRING (-71.06539239999999 42.3454076, -71.06561019999999 42.3454658)",driveway,permissive,,,
7747602045,7747602044,0,830141720,,,service,10 mph,,False,41.853,"LINESTRING (-71.06539239999999 42.3454076, -71.0652135 42.34576)",parking_aisle,,,,
7748212159,7597407124,0,813340306,1,Dalton Street,residential,10 mph,6.7,True,2.315,"LINESTRING (-71.084323 42.3458122, -71.08431349999999 42.3457926)",,,,,
7748212159,7597407174,0,830193307,,,service,10 mph,,False,6.499,"LINESTRING (-71.084323 42.3458122, -71.0843971 42.3457918)",alley,,,,
7748212171,7748212173,0,830193310,,,service,10 mph,,False,3.634,"LINESTRING (-71.0863982 42.3458406, -71.0864072 42.3458086)",alley,,,,
7748212172,6755468482,0,830193310,,,service,10 mph,,False,7.12,"LINESTRING (-71.08645509999999 42.3456393, -71.0863705 42.3456255)",alley,,,,
7748212172,7748212173,0,830193310,,,service,10 mph,,False,19.233,"LINESTRING (-71.08645509999999 42.3456393, -71.0864072 42.3458086)",alley,,,,
7748212173,7748212172,0,830193310,,,service,10 mph,,False,19.233,"LINESTRING (-71.0864072 42.3458086, -71.08645509999999 42.3456393)",alley,,,,
7748212173,7748212171,0,830193310,,,service,10 mph,,False,3.634,"LINESTRING (-71.0864072 42.3458086, -71.0863982 42.3458406)",alley,,,,
7748212174,6755468482,0,719637786,,,service,10 mph,,False,5.593,"LINESTRING (-71.086304 42.3456148, -71.0863705 42.3456255)",alley,,,,
7748212174,6755468481,0,719637786,,,service,10 mph,,False,41.389,"LINESTRING (-71.086304 42.3456148, -71.085812 42.3455353)",alley,,,,
7748212176,5198149237,0,827794617,,,service,10 mph,,False,131.007,"LINESTRING (-71.0850258 42.3458851, -71.08658869999999 42.346117)",alley,,,,
7748212176,7597407174,0,827794617,,,service,10 mph,,False,52.7,"LINESTRING (-71.0850258 42.3458851, -71.0843971 42.3457918)",alley,,,,
7748212189,7597407144,0,830193314,,,service,10 mph,,False,16.097,"LINESTRING (-71.0866188 42.3460804, -71.08665689999999 42.3459384)",alley,,,,
7748212189,5198149237,0,830193314,,,service,10 mph,,False,4.763,"LINESTRING (-71.0866188 42.3460804, -71.08658869999999 42.346117)",alley,,,,
7748212190,7777147737,0,833091399,1,,service,5 mph,5,False,3.048,"LINESTRING (-71.08494090000001 42.346143, -71.08493970000001 42.3461156)",driveway,,,,
7748212192,5198149237,0,827546726,,,service,10 mph,,False,6.775,"LINESTRING (-71.086664 42.3461418, -71.08658869999999 42.346117)",alley,,,,
7748212192,7725900985,0,827546726,,,service,10 mph,,False,6.976,"LINESTRING (-71.086664 42.3461418, -71.0867185 42.3461899)",alley,,,,
7749819479,5591235145,0,8650206,,,service,5 mph,,False,19.026,"LINESTRING (-71.12278670000001 42.3521635, -71.12274720000001 42.3523321)",,,,,
7749819479,7613971726,0,8650206,,,service,5 mph,,False,5.981,"LINESTRING (-71.12278670000001 42.3521635, -71.12279909999999 42.3521105)",,,,,
7755609061,2129832257,0,203024474,,,service,10 mph,,False,25.367,"LINESTRING (-71.0568249 42.349344, -71.0569333 42.3491304)",,,,,
7755609061,2129832258,0,203024474,,,service,10 mph,,False,2.363,"LINESTRING (-71.0568249 42.349344, -71.0568148 42.3493639)",,,,,
7759492067,7487603063,0,148771992,,,service,5 mph,,True,28.048,"LINESTRING (-71.0781411 42.3510639, -71.0784642 42.3509826)",parking_aisle,,,,
7759492068,1618400698,0,148771992,,,service,5 mph,,True,0.87,"LINESTRING (-71.07811390000001 42.3510236, -71.0781071 42.3510296)",parking_aisle,,,,
7759492069,7759492070,0,148771992,,,service,5 mph,,True,0.748,"LINESTRING (-71.07810360000001 42.3510359, -71.0781028 42.3510426)",parking_aisle,,,,
7759492070,7759492071,0,148771992,,,service,5 mph,,True,0.761,"LINESTRING (-71.0781028 42.3510426, -71.0781047 42.3510493)",parking_aisle,,,,
7759492071,7759492072,0,148771992,,,service,5 mph,,True,0.745,"LINESTRING (-71.0781047 42.3510493, -71.078109 42.3510552)",parking_aisle,,,,
7759492072,7759492073,0,148771992,,,service,5 mph,,True,0.761,"LINESTRING (-71.078109 42.3510552, -71.0781156 42.35106)",parking_aisle,,,,
7759492073,7487603062,0,148771992,,,service,5 mph,,True,0.755,"LINESTRING (-71.0781156 42.35106, -71.07812370000001 42.3510632)",parking_aisle,,,,
7759492074,7759492067,0,148771992,,,service,5 mph,,True,0.725,"LINESTRING (-71.07813229999999 42.3510644, -71.0781411 42.3510639)",parking_aisle,,,,
7759492075,7759492068,0,148771992,,,service,5 mph,,True,0.877,"LINESTRING (-71.0781231 42.3510196, -71.07811390000001 42.3510236)",parking_aisle,,,,
7759492076,7487603061,0,148771992,,,service,5 mph,,True,16.164,"LINESTRING (-71.0784812 42.3509525, -71.0784132 42.3508161)",parking_aisle,,,,
7759492077,7759492078,0,148771992,,,service,5 mph,,True,0.877,"LINESTRING (-71.0784732 42.3509784, -71.0784798 42.3509722)",parking_aisle,,,,
7759492078,7759492079,0,148771992,,,service,5 mph,,True,0.745,"LINESTRING (-71.0784798 42.3509722, -71.0784829 42.3509659)",parking_aisle,,,,
7759492079,7759492080,0,148771992,,,service,5 mph,,True,0.757,"LINESTRING (-71.0784829 42.3509659, -71.0784834 42.3509591)",parking_aisle,,,,
7759492080,7759492076,0,148771992,,,service,5 mph,,True,0.756,"LINESTRING (-71.0784834 42.3509591, -71.0784812 42.3509525)",parking_aisle,,,,
7759492081,7759492075,0,148771992,,,service,5 mph,,True,21.917,"LINESTRING (-71.0783754 42.3509557, -71.0781231 42.3510196)",parking_aisle,,,,
7759492082,7759492085,0,148771992,,,service,5 mph,,True,0.754,"LINESTRING (-71.0783957 42.3509267, -71.0783971 42.3509334)",parking_aisle,,,,
7759492083,7759492081,0,148771992,,,service,5 mph,,True,0.87,"LINESTRING (-71.07838479999999 42.3509521, -71.0783754 42.3509557)",parking_aisle,,,,
7759492084,1618400696,0,148771992,,,service,5 mph,,True,0.76,"LINESTRING (-71.0783959 42.3509401, -71.07839199999999 42.3509463)",parking_aisle,,,,
7759492085,7759492084,0,148771992,,,service,5 mph,,True,0.752,"LINESTRING (-71.0783971 42.3509334, -71.0783959 42.3509401)",parking_aisle,,,,
7759492122,6540728535,0,148771992,,,service,5 mph,,True,1.918,"LINESTRING (-71.07840880000001 42.3508072, -71.0784008 42.350791)",parking_aisle,,,,
7761284474,7761284481,0,85891014,,,service,10 mph,,False,20.223,"LINESTRING (-71.0534681 42.3509071, -71.0536895 42.3509865)",alley,,,,
7761284474,7637468435,0,85891014,,,service,10 mph,,False,16.959,"LINESTRING (-71.0534681 42.3509071, -71.05326359999999 42.3508866)",alley,,,,
7761284481,996932741,0,85891014,,,service,10 mph,,False,61.003,"LINESTRING (-71.0536895 42.3509865, -71.05435749999999 42.3512258)",alley,,,,
7761284481,7761284474,0,85891014,,,service,10 mph,,False,20.223,"LINESTRING (-71.0536895 42.3509865, -71.0534681 42.3509071)",alley,,,,
7761545627,7761545629,0,831260509,2,,service,5 mph,7,False,1.397,"LINESTRING (-71.075518 42.3490873, -71.07553420000001 42.3490835)",driveway,,,,
7761545628,7761545629,0,831260509,2,,service,5 mph,7,False,6.645,"LINESTRING (-71.07561130000001 42.3490655, -71.07553420000001 42.3490835)",driveway,,,,
7761545629,7761545628,0,831260509,2,,service,5 mph,7,False,6.645,"LINESTRING (-71.07553420000001 42.3490835, -71.07561130000001 42.3490655)",driveway,,,,
7761545629,7761545627,0,831260509,2,,service,5 mph,7,False,1.397,"LINESTRING (-71.07553420000001 42.3490835, -71.075518 42.3490873)",driveway,,,,
7761545630,7761545632,0,831260510,1,,service,5 mph,5,False,1.204,"LINESTRING (-71.0756059 42.3492661, -71.07561990000001 42.3492629)",driveway,,,,
7761545631,7761545632,0,831260510,1,,service,5 mph,5,False,6.806,"LINESTRING (-71.07569909999999 42.349245, -71.07561990000001 42.3492629)",driveway,,,,
7761545632,7761545631,0,831260510,1,,service,5 mph,5,False,6.806,"LINESTRING (-71.07561990000001 42.3492629, -71.07569909999999 42.349245)",driveway,,,,
7761545632,7761545630,0,831260510,1,,service,5 mph,5,False,1.204,"LINESTRING (-71.07561990000001 42.3492629, -71.0756059 42.3492661)",driveway,,,,
7763953596,3346955369,0,8638253,2,,service,10 mph,,False,10.06,"LINESTRING (-71.09778439999999 42.3496168, -71.0976632 42.3496041)",alley,,,,
7763953596,7805162425,0,8638253,2,,service,10 mph,,False,209.423,"LINESTRING (-71.09778439999999 42.3496168, -71.1003068 42.3498851)",alley,,,,
7763953634,7805162425,0,8638253,2,,service,10 mph,,False,5.596,"LINESTRING (-71.1003742 42.3498923, -71.1003068 42.3498851)",alley,,,,
7763953634,61518488,0,8638253,2,,service,10 mph,,False,7.523,"LINESTRING (-71.1003742 42.3498923, -71.1004648 42.349902)",alley,,,,
7764042926,7777144280,0,8647136,1,,residential,10 mph,5,True,6.025,"LINESTRING (-71.0838066 42.3455366, -71.08375700000001 42.3455765)",,,,,
7764042964,325603018,0,813327152,,,service,15 mph,,False,2.015,"LINESTRING (-71.0823848 42.345967, -71.0824016 42.3459538)",parking_aisle,,,yes,
7764042964,7597262866,0,813327152,,,service,15 mph,,False,39.052,"LINESTRING (-71.0823848 42.345967, -71.0820595 42.346223)",parking_aisle,,,yes,
7764042969,6040215692,0,641347538,,,service,15 mph,,False,2.623,"LINESTRING (-71.0809553 42.3463056, -71.080979 42.3463214)",driveway,,,,
7764042969,6812322814,0,641347538,,,service,15 mph,,False,1.509,"LINESTRING (-71.0809553 42.3463056, -71.08094180000001 42.3462964)",driveway,,,,
7764042970,7657638664,0,819989750,2,,service,10 mph,5,True,1.634,"LINESTRING (-71.0791947 42.3484335, -71.0792134 42.3484285)",driveway,yes,,building_passage,
7765630051,7765630052,0,831787442,,,service,10 mph,,False,4.718,"LINESTRING (-71.0734415 42.3486845, -71.0734209 42.3486449)",driveway,permit,,,
7765630052,2504150379,0,242978205,1,,unclassified,10 mph,,False,13.575,"LINESTRING (-71.0734209 42.3486449, -71.0732656 42.3486865)",,,,,
7765630052,7765630053,0,242978205,1,,unclassified,10 mph,,False,14.508,"LINESTRING (-71.0734209 42.3486449, -71.0735869 42.3486005)",,,,,
7765630052,7765630051,0,831787442,,,service,10 mph,,False,4.718,"LINESTRING (-71.0734209 42.3486449, -71.0734415 42.3486845)",driveway,permit,,,
7765630053,7765630052,0,242978205,1,,unclassified,10 mph,,False,14.508,"LINESTRING (-71.0735869 42.3486005, -71.0734209 42.3486449)",,,,,
7765630053,7683649105,0,242978205,1,,unclassified,10 mph,,False,39.391,"LINESTRING (-71.0735869 42.3486005, -71.0740376 42.3484799)",,,,,
7768655496,7768655577,0,833663449,1,,service,10 mph,4,True,12.546,"LINESTRING (-71.075143 42.3481015, -71.07520220000001 42.3482055)",driveway,yes,,passage,
7768655532,7768655535,0,832081405,1,,service,10 mph,3.5,False,3.032,"LINESTRING (-71.07281570000001 42.3484919, -71.0727881 42.3484738)",alley,,,,
7768655533,7768655534,0,832081405,1,,service,10 mph,3.5,False,11.271,"LINESTRING (-71.07236589999999 42.3481981, -71.0724687 42.3482652)",alley,,,,
7768655534,7768655533,0,832081405,1,,service,10 mph,3.5,False,11.271,"LINESTRING (-71.0724687 42.3482652, -71.07236589999999 42.3481981)",alley,,,,
7768655534,7768655535,0,832081405,1,,service,10 mph,3.5,False,35.029,"LINESTRING (-71.0724687 42.3482652, -71.0727881 42.3484738)",alley,,,,
7768655535,7768655534,0,832081405,1,,service,10 mph,3.5,False,35.029,"LINESTRING (-71.0727881 42.3484738, -71.0724687 42.3482652)",alley,,,,
7768655535,7768655532,0,832081405,1,,service,10 mph,3.5,False,3.032,"LINESTRING (-71.0727881 42.3484738, -71.07281570000001 42.3484919)",alley,,,,
7768655562,6540806767,0,823024804,2,,service,10 mph,,False,2.618,"LINESTRING (-71.073472 42.3490888, -71.073483 42.3491109)",driveway,,,,
7768655562,7684169879,0,823024804,2,,service,10 mph,,False,22.533,"LINESTRING (-71.073472 42.3490888, -71.0733774 42.3488986)",driveway,,,,
7768655570,7768655572,0,832081424,2,,service,10 mph,,False,2.163,"LINESTRING (-71.07349290000001 42.3502999, -71.0734836 42.3502817)",driveway,,,,
7768655571,7768655572,0,832081424,2,,service,10 mph,,False,7.365,"LINESTRING (-71.07345170000001 42.3502198, -71.0734836 42.3502817)",driveway,,,,
7768655572,7768655571,0,832081424,2,,service,10 mph,,False,7.365,"LINESTRING (-71.0734836 42.3502817, -71.07345170000001 42.3502198)",driveway,,,,
7768655572,7768655570,0,832081424,2,,service,10 mph,,False,2.163,"LINESTRING (-71.0734836 42.3502817, -71.07349290000001 42.3502999)",driveway,,,,
7768655575,4845013573,0,492483290,1,,service,5 mph,,True,7.269,"LINESTRING (-71.0753137 42.3482273, -71.07539679999999 42.3482049)",driveway,yes,,,
7768655577,4845013597,0,832081427,1,,service,10 mph,4,True,5.428,"LINESTRING (-71.07520220000001 42.3482055, -71.0752268 42.3482508)",driveway,yes,,,
7768655580,7814038960,0,837256997,1,,service,5 mph,4,True,3.35,"LINESTRING (-71.0742918 42.3482324, -71.0742511 42.3482341)",driveway,yes,,,
7768670398,7768670400,0,832081442,2,,service,10 mph,,False,8.71,"LINESTRING (-71.070949 42.3498704, -71.070986 42.3499438)",driveway,,,,
7768670399,7768670401,0,832081446,2,,service,10 mph,,False,9.172,"LINESTRING (-71.0714023 42.3507698, -71.07136300000001 42.3506926)",driveway,,,,
7768670400,7768670406,0,832081442,2,,service,10 mph,,False,2.524,"LINESTRING (-71.070986 42.3499438, -71.0709966 42.3499651)",driveway,,,,
7768670400,7768670398,0,832081442,2,,service,10 mph,,False,8.71,"LINESTRING (-71.070986 42.3499438, -71.070949 42.3498704)",driveway,,,,
7768670401,7768670399,0,832081446,2,,service,10 mph,,False,9.172,"LINESTRING (-71.07136300000001 42.3506926, -71.0714023 42.3507698)",driveway,,,,
7768670401,328424923,0,832081446,2,,service,10 mph,,False,3.423,"LINESTRING (-71.07136300000001 42.3506926, -71.0713483 42.3506638)",driveway,,,,
7768670406,7768670400,0,832081442,2,,service,10 mph,,False,2.524,"LINESTRING (-71.0709966 42.3499651, -71.070986 42.3499438)",driveway,,,,
7768670406,7768670407,0,832081447,2,,service,10 mph,,False,40.568,"LINESTRING (-71.0709966 42.3499651, -71.0711503 42.3503118)",driveway,,,,
7768670407,7768670406,0,832081447,2,,service,10 mph,,False,40.568,"LINESTRING (-71.0711503 42.3503118, -71.0709966 42.3499651)",driveway,,,,
7768670407,328424923,0,832081448,2,,service,10 mph,,False,42.388,"LINESTRING (-71.0711503 42.3503118, -71.0713483 42.3506638)",driveway,,,,
7771798229,5991342741,0,8638233,2,,service,10 mph,7,False,35.918,"LINESTRING (-71.05024520000001 42.3513868, -71.0505098 42.3511297)",alley,yes,,,
7771798229,1325873756,0,8638233,2,,service,10 mph,7,False,10.589,"LINESTRING (-71.05024520000001 42.3513868, -71.0501672 42.3514626)",alley,yes,,,
7771798249,2935677397,0,635014475,2,Sleeper Street,residential,10 mph,,False,9.535,"LINESTRING (-71.0498556 42.3511367, -71.04977959999999 42.3512015)",,yes,,,
7771798249,61426482,0,635014475,2,Sleeper Street,residential,10 mph,,False,44.217,"LINESTRING (-71.0498556 42.3511367, -71.050208 42.3508362)",,yes,,,
7774760063,7574238892,0,799369475,2,,service,5 mph,12,False,1.165,"LINESTRING (-71.0823097 42.348628, -71.08230469999999 42.3486182)",driveway,delivery,,,
7774760063,7476050192,0,799369475,2,,service,5 mph,12,False,3.694,"LINESTRING (-71.0823097 42.348628, -71.0823255 42.3486591)",driveway,delivery,,,
7775135474,7775135477,0,832871797,1,,service,10 mph,4,False,5.925,"LINESTRING (-71.088705 42.3481022, -71.0887245 42.3481535)",alley,,,,
7775135475,7775135476,0,832871797,1,,service,10 mph,4,False,20.518,"LINESTRING (-71.0888224 42.3484117, -71.08884449999999 42.3485955)",alley,,,,
7775135475,7775135477,0,832871797,1,,service,10 mph,4,False,29.817,"LINESTRING (-71.0888224 42.3484117, -71.0887245 42.3481535)",alley,,,,
7775135476,7775135475,0,832871797,1,,service,10 mph,4,False,20.518,"LINESTRING (-71.08884449999999 42.3485955, -71.0888224 42.3484117)",alley,,,,
7775135477,7775135475,0,832871797,1,,service,10 mph,4,False,29.817,"LINESTRING (-71.0887245 42.3481535, -71.0888224 42.3484117)",alley,,,,
7775135477,7775135474,0,832871797,1,,service,10 mph,4,False,5.925,"LINESTRING (-71.0887245 42.3481535, -71.088705 42.3481022)",alley,,,,
7775144102,7610719209,0,832871806,,,service,10 mph,,False,4.428,"LINESTRING (-71.09095430000001 42.3480739, -71.09095600000001 42.3481137)",alley,,,,
7775144103,7775144104,0,832871806,,,service,10 mph,,False,57.109,"LINESTRING (-71.09096719999999 42.3483875, -71.0902725 42.3484005)",alley,,,,
7775144103,7610719209,0,832871806,,,service,10 mph,,False,30.459,"LINESTRING (-71.09096719999999 42.3483875, -71.09095600000001 42.3481137)",alley,,,,
7775144104,7775144103,0,832871806,,,service,10 mph,,False,57.109,"LINESTRING (-71.0902725 42.3484005, -71.09096719999999 42.3483875)",alley,,,,
7776200238,7618650737,0,815753694,,,service,10 mph,,False,1.533,"LINESTRING (-71.0777174 42.3501163, -71.0777236 42.3501293)",driveway,,,,
7776200238,7618650736,0,815753694,,,service,10 mph,,False,1.407,"LINESTRING (-71.0777174 42.3501163, -71.0777124 42.3501042)",driveway,,,,
7776200239,7618650739,0,815753694,,,service,10 mph,,False,1.149,"LINESTRING (-71.077721 42.3501522, -71.0777125 42.3501604)",driveway,,,,
7776200239,7618650738,0,815753694,,,service,10 mph,,False,1.069,"LINESTRING (-71.077721 42.3501522, -71.0777243 42.3501429)",driveway,,,,
7776200251,7776200252,0,832992994,2,Cambria Street,service,5 mph,4,False,1.29,"LINESTRING (-71.0851669 42.3473397, -71.0851826 42.3473395)",driveway,permit,,yes,
7776200252,7776200251,0,832992994,2,Cambria Street,service,5 mph,4,False,1.29,"LINESTRING (-71.0851826 42.3473395, -71.0851669 42.3473397)",driveway,permit,,yes,
7776200252,7776200259,0,832992994,2,Cambria Street,service,5 mph,4,False,5.532,"LINESTRING (-71.0851826 42.3473395, -71.08524989999999 42.3473386)",driveway,permit,,yes,
7776200253,7776200257,0,832992994,2,Cambria Street,service,5 mph,4,False,3.386,"LINESTRING (-71.0854389 42.3473362, -71.0853977 42.3473367)",driveway,permit,,yes,
7776200257,7776200259,0,832992994,2,Cambria Street,service,5 mph,4,False,12.148,"LINESTRING (-71.0853977 42.3473367, -71.08524989999999 42.3473386)",driveway,permit,,yes,
7776200257,7776200253,0,832992994,2,Cambria Street,service,5 mph,4,False,3.386,"LINESTRING (-71.0853977 42.3473367, -71.0854389 42.3473362)",driveway,permit,,yes,
7776200259,7776200252,0,832992994,2,Cambria Street,service,5 mph,4,False,5.532,"LINESTRING (-71.08524989999999 42.3473386, -71.0851826 42.3473395)",driveway,permit,,yes,
7776200259,7776200257,0,832992994,2,Cambria Street,service,5 mph,4,False,12.148,"LINESTRING (-71.08524989999999 42.3473386, -71.0853977 42.3473367)",driveway,permit,,yes,
7777144276,7777144278,0,833091384,,,service,5 mph,,False,1.759,"LINESTRING (-71.083764 42.3456874, -71.0837472 42.3456776)",driveway,,,,
7777144277,7597407194,0,8647136,1,,residential,10 mph,5,True,27.672,"LINESTRING (-71.083682 42.3456398, -71.0834577 42.3458254)",,,,,
7777144277,7777144278,0,833091384,,,service,5 mph,,False,6.81,"LINESTRING (-71.083682 42.3456398, -71.0837472 42.3456776)",driveway,,,,
7777144278,7777144277,0,833091384,,,service,5 mph,,False,6.81,"LINESTRING (-71.0837472 42.3456776, -71.083682 42.3456398)",driveway,,,,
7777144278,7777144276,0,833091384,,,service,5 mph,,False,1.759,"LINESTRING (-71.0837472 42.3456776, -71.083764 42.3456874)",driveway,,,,
7777144279,7777144281,0,833091385,,,service,5 mph,,False,1.874,"LINESTRING (-71.0838373 42.345626, -71.0838198 42.3456152)",driveway,,,,
7777144280,7777144277,0,8647136,1,,residential,10 mph,5,True,9.356,"LINESTRING (-71.08375700000001 42.3455765, -71.083682 42.3456398)",,,,,
7777144280,7777144281,0,833091385,,,service,5 mph,,False,6.72,"LINESTRING (-71.08375700000001 42.3455765, -71.0838198 42.3456152)",driveway,,,,
7777144281,7777144280,0,833091385,,,service,5 mph,,False,6.72,"LINESTRING (-71.0838198 42.3456152, -71.08375700000001 42.3455765)",driveway,,,,
7777144281,7777144279,0,833091385,,,service,5 mph,,False,1.874,"LINESTRING (-71.0838198 42.3456152, -71.0838373 42.345626)",driveway,,,,
7777147736,7597407117,0,833091399,1,,service,5 mph,5,False,4.89,"LINESTRING (-71.084959 42.3460641, -71.0849432 42.3461065)",driveway,,,,
7777147737,7748212190,0,833091399,1,,service,5 mph,5,False,3.048,"LINESTRING (-71.08493970000001 42.3461156, -71.08494090000001 42.346143)",driveway,,,,
7777147737,7597407117,0,833091399,1,,service,5 mph,5,False,1.052,"LINESTRING (-71.08493970000001 42.3461156, -71.0849432 42.3461065)",driveway,,,,
7777147739,7777147741,0,833091400,1,,service,10 mph,,True,1.325,"LINESTRING (-71.085995 42.3463541, -71.0859987 42.3463425)",driveway,,,,
7777147741,7777147740,0,833091400,1,,service,10 mph,,True,4.943,"LINESTRING (-71.0859987 42.3463425, -71.08601229999999 42.3462992)",driveway,,,,
7777147756,7777246285,0,833091403,1,,service,10 mph,,False,35.766,"LINESTRING (-71.0860529 42.346522, -71.0859753 42.3468385)",alley,,,,
7777147756,7624114260,0,833102334,2,,service,10 mph,,False,18.512,"LINESTRING (-71.0860529 42.346522, -71.0860967 42.3463587)",alley,,,,
7777222175,7777222177,0,833102330,,,service,10 mph,,False,4.908,"LINESTRING (-71.0860127 42.3469014, -71.08602430000001 42.3468581)",driveway,,,,
7777222176,7777222177,0,833102330,,,service,10 mph,,False,12.574,"LINESTRING (-71.08605420000001 42.3467472, -71.08602430000001 42.3468581)",driveway,,,,
7777222177,7777222176,0,833102330,,,service,10 mph,,False,12.574,"LINESTRING (-71.08602430000001 42.3468581, -71.08605420000001 42.3467472)",driveway,,,,
7777222177,7777222175,0,833102330,,,service,10 mph,,False,4.908,"LINESTRING (-71.08602430000001 42.3468581, -71.0860127 42.3469014)",driveway,,,,
7777222182,7777222183,0,833091403,1,,service,10 mph,,False,4.932,"LINESTRING (-71.0859608 42.3468935, -71.0859725 42.34685)",alley,,,,
7777222183,7777246285,0,833091403,1,,service,10 mph,,False,1.299,"LINESTRING (-71.0859725 42.34685, -71.0859753 42.3468385)",alley,,,,
7777222183,7777222182,0,833091403,1,,service,10 mph,,False,4.932,"LINESTRING (-71.0859725 42.34685, -71.0859608 42.3468935)",alley,,,,
7777246285,7777147756,0,833091403,1,,service,10 mph,,False,35.766,"LINESTRING (-71.0859753 42.3468385, -71.0860529 42.346522)",alley,,,,
7777246285,7777222183,0,833091403,1,,service,10 mph,,False,1.299,"LINESTRING (-71.0859753 42.3468385, -71.0859725 42.34685)",alley,,,,
7779355072,6540251575,0,8649603,1,Public Alley 425,service,15 mph,2.7,True,138.348,"LINESTRING (-71.0790039 42.3523482, -71.0805869 42.3519246)",alley,,,,
7779566485,7110469909,0,825494452,,,service,10 mph,,True,2.386,"LINESTRING (-71.07177950000001 42.3619167, -71.07177009999999 42.3618964)",parking_aisle,,,,
7779843371,7788623823,0,834362481,1,,service,5 mph,4,False,3.671,"LINESTRING (-71.0702513 42.3647464, -71.0702957 42.3647501)",driveway,private,,,
7779843371,7779843405,0,834362481,1,,service,5 mph,4,False,2.204,"LINESTRING (-71.0702513 42.3647464, -71.07022600000001 42.3647398)",driveway,private,,,
7779843380,7708958024,0,815116161,2,,service,5 mph,5.8,False,41.646,"LINESTRING (-71.0703558 42.3643805, -71.0705286 42.3640284)",parking_aisle,,,,
7779843380,7708958023,0,815116161,2,,service,5 mph,5.8,False,37.535,"LINESTRING (-71.0703558 42.3643805, -71.0701937 42.3646961)",parking_aisle,,,,
7779843400,7779843405,0,834362481,1,,service,5 mph,4,False,2.394,"LINESTRING (-71.0701981 42.3647336, -71.07022600000001 42.3647398)",driveway,private,,,
