u,v,key,osmid,lanes,name,highway,maxspeed,width,oneway,length,geometry,service,access,ref,tunnel,bridge
2446018384,1892697374,0,236579304,2,,motorway_link,15 mph,,True,23.747,"LINESTRING (-71.02628470000001 42.3666425, -71.02608069999999 42.3664912)",,,,,
2446075143,2065472227,0,8646872,1,Blackfan Street,service,5 mph,,True,6.842,"LINESTRING (-71.1056711 42.3373814, -71.1055918 42.3374001)",,,,,
2446075148,2065472230,0,8646872,1,Blackfan Street,service,5 mph,,True,3.941,"LINESTRING (-71.1058913 42.3375256, -71.1058707 42.3374936)",,,,,
2446075150,2065472228,0,8646872,1,Blackfan Street,service,5 mph,,True,5.843,"LINESTRING (-71.1058417 42.337596, -71.1058835 42.3375535)",,,,,
2457607689,2369981523,0,237888003,,,service,5 mph,,True,5.521,"LINESTRING (-71.1065873 42.336972, -71.1066302 42.3370102)",,,,,
2457607690,61405245,0,237888002,,,service,5 mph,,True,30.927,"LINESTRING (-71.10673989999999 42.3367233, -71.1065097 42.3369433)",,,,building_passage,
2484561346,61498450,0,832690608,2,,motorway_link,15 mph,9,True,9.159,"LINESTRING (-71.07841809999999 42.3475706, -71.0783516 42.3476367)",,,,yes,
2499846948,61438481,0,8648256,1,,motorway_link,15 mph,3.7,True,17.92,"LINESTRING (-71.0794662 42.3542447, -71.0792591 42.3542952)",,,,,
2504150373,6540806767,0,823024804,2,,service,10 mph,,False,8.1,"LINESTRING (-71.0735146 42.3491799, -71.073483 42.3491109)",driveway,,,,
2504150377,7732861234,0,242978205,1,,unclassified,10 mph,,False,2.54,"LINESTRING (-71.07242309999999 42.3489027, -71.07239749999999 42.3488899)",,,,,
2504150377,2504150379,0,242978205,1,,unclassified,10 mph,,False,73.291,"LINESTRING (-71.07242309999999 42.3489027, -71.0732656 42.3486865)",,,,,
2504150379,7684169879,0,242978081,1,,service,10 mph,,True,25.311,"LINESTRING (-71.0732656 42.3486865, -71.0733774 42.3488986)",driveway,,,,
2504150379,2504150377,0,242978205,1,,unclassified,10 mph,,False,73.291,"LINESTRING (-71.0732656 42.3486865, -71.07242309999999 42.3489027)",,,,,
2504150379,7765630052,0,242978205,1,,unclassified,10 mph,,False,13.575,"LINESTRING (-71.0732656 42.3486865, -71.0734209 42.3486449)",,,,,
2656961560,7781849760,0,260209942,2,,service,5 mph,8,False,5.505,"LINESTRING (-71.0636839 42.3659317, -71.0637373 42.3659018)",driveway,,,,
2656961563,7745736290,0,260209942,2,,service,5 mph,8,False,7.059,"LINESTRING (-71.0638773 42.3658931, -71.0637916 42.3658886)",driveway,,,,
2656961563,2925366803,0,288990802,2,,service,5 mph,4,False,10.081,"LINESTRING (-71.0638773 42.3658931, -71.06380679999999 42.3658189)",driveway,yes,,,
2656961563,2925366807,0,442975176,2,,service,5 mph,8,False,4.421,"LINESTRING (-71.0638773 42.3658931, -71.063931 42.3658956)",driveway,,,,
2688924417,7098733910,0,26404834,1,,motorway_link,15 mph,,True,8.333,"LINESTRING (-71.1197748 42.3570763, -71.1198473 42.3571287)",,,,,
2688924421,2688924423,0,26404834,1,,motorway_link,15 mph,,True,7.18,"LINESTRING (-71.1199749 42.3572291, -71.1200315 42.3572783)",,,,,
2688924423,7098733897,0,26404834,1,,motorway_link,15 mph,,True,7.321,"LINESTRING (-71.1200315 42.3572783, -71.120087 42.3573298)",,,,,
2688924426,7098733904,0,26404834,1,,motorway_link,15 mph,,True,4.646,"LINESTRING (-71.1202047 42.357451, -71.1202399 42.3574837)",,,,,
2688924439,2688924421,0,26404834,1,,motorway_link,15 mph,,True,6.964,"LINESTRING (-71.1199171 42.3571833, -71.1199749 42.3572291)",,,,,
2688924454,278743917,0,72942251,1,,motorway_link,15 mph,,True,2.747,"LINESTRING (-71.12057230000001 42.3573981, -71.1205719 42.3573734)",,,,,yes
2925366803,2656961563,0,288990802,2,,service,5 mph,4,False,10.081,"LINESTRING (-71.06380679999999 42.3658189, -71.0638773 42.3658931)",driveway,yes,,,
2925366803,5923290903,0,288990802,2,,service,5 mph,4,False,5.024,"LINESTRING (-71.06380679999999 42.3658189, -71.06377190000001 42.3657818)",driveway,yes,,,
2925366807,7636722114,0,442975176,2,,service,5 mph,8,False,2.952,"LINESTRING (-71.063931 42.3658956, -71.0639669 42.3658967)",driveway,,,,
2925366807,2656961563,0,442975176,2,,service,5 mph,8,False,4.421,"LINESTRING (-71.063931 42.3658956, -71.0638773 42.3658931)",driveway,,,,
2925366817,2925366841,0,837683807,2,,service,10 mph,,False,6.329,"LINESTRING (-71.06545079999999 42.3679447, -71.065432 42.3679999)",parking_aisle,,,,
2925366817,2925366846,0,837683807,2,,service,10 mph,,False,5.1,"LINESTRING (-71.06545079999999 42.3679447, -71.0654605 42.3678994)",parking_aisle,,,,
2925366841,7781849666,0,837683807,2,,service,10 mph,,False,17.99,"LINESTRING (-71.065432 42.3679999, -71.06532730000001 42.368142)",parking_aisle,,,,
2925366841,2925366817,0,837683807,2,,service,10 mph,,False,6.329,"LINESTRING (-71.065432 42.3679999, -71.06545079999999 42.3679447)",parking_aisle,,,,
2925366846,2925366817,0,837683807,2,,service,10 mph,,False,5.1,"LINESTRING (-71.0654605 42.3678994, -71.06545079999999 42.3679447)",parking_aisle,,,,
2925366846,597022415,0,837683807,2,,service,10 mph,,False,4.731,"LINESTRING (-71.0654605 42.3678994, -71.06546779999999 42.3678572)",parking_aisle,,,,
2925366867,597022415,0,837683807,2,,service,10 mph,,False,7.702,"LINESTRING (-71.06547740000001 42.3677883, -71.06546779999999 42.3678572)",parking_aisle,,,,
2925366867,7818324249,0,837683807,2,,service,10 mph,,False,3.522,"LINESTRING (-71.06547740000001 42.3677883, -71.0655134 42.3677711)",parking_aisle,,,,
2925366868,7781849646,0,833619049,1,,service,10 mph,,True,8.814,"LINESTRING (-71.0643491 42.3666493, -71.0642477 42.3666752)",parking_aisle,,,,
2925369429,7781849645,0,288990999,1,,service,10 mph,,True,7.243,"LINESTRING (-71.0640614 42.3668254, -71.06414909999999 42.3668187)",parking_aisle,,,,
2925369437,7781849644,0,288990999,1,,service,10 mph,,True,8.406,"LINESTRING (-71.0641914 42.3667941, -71.0642692 42.366745)",parking_aisle,,,,
2925398716,2925398741,0,288994037,,,service,10 mph,,True,3.324,"LINESTRING (-71.0669418 42.366046, -71.06690159999999 42.3660426)",driveway,,,,
2925398733,2925398716,0,288994037,,,service,10 mph,,True,23.121,"LINESTRING (-71.06721210000001 42.3661039, -71.0669418 42.366046)",driveway,,,,
2925398741,1337672403,0,288994037,,,service,10 mph,,True,3.19,"LINESTRING (-71.06690159999999 42.3660426, -71.06686329999999 42.3660473)",driveway,,,,
2930238834,7634061575,0,8649011,1,Quaker Lane,tertiary,10 mph,6.1,True,6.051,"LINESTRING (-71.05667200000001 42.3584507, -71.0567456 42.3584489)",,,,,
2935677397,7771798249,0,635014475,2,Sleeper Street,residential,10 mph,,False,9.535,"LINESTRING (-71.04977959999999 42.3512015, -71.0498556 42.3511367)",,yes,,,
2935871292,61579569,0,56208206,,Dorchester Avenue,service,10 mph,,False,48.419,"LINESTRING (-71.0531866 42.3508739, -71.05293399999999 42.3512673)",driveway,,,,
2935871292,705337883,0,56208206,,Dorchester Avenue,service,10 mph,,False,64.217,"LINESTRING (-71.0531866 42.3508739, -71.05352120000001 42.350352)",driveway,,,,
2935871292,7637468435,0,85891014,,,service,10 mph,,False,6.483,"LINESTRING (-71.0531866 42.3508739, -71.05326359999999 42.3508866)",alley,,,,
2938498053,61350605,0,8640999,2,Bremen Street,tertiary,20 mph,12.2,False,6.556,"LINESTRING (-71.0379853 42.3696725, -71.0379373 42.3697196)",,,,,
2938498053,7671189452,0,8640999,2,Bremen Street,tertiary,20 mph,12.2,False,1.262,"LINESTRING (-71.0379853 42.3696725, -71.03799410000001 42.3696632)",,,,,
2938498058,7671189452,0,8640999,2,Bremen Street,tertiary,20 mph,12.2,False,5.954,"LINESTRING (-71.0380356 42.3696193, -71.03799410000001 42.3696632)",,,,,
2938498058,6906888010,0,8640999,2,Bremen Street,tertiary,20 mph,12.2,False,19.131,"LINESTRING (-71.0380356 42.3696193, -71.0381532 42.3694708)",,,,,
2947259879,6759138421,0,8640999,2,Bremen Street,tertiary,20 mph,12.2,False,10.502,"LINESTRING (-71.03650930000001 42.3709467, -71.0364264 42.3710186)",,,,,
2947259879,61339711,0,8640999,2,Bremen Street,tertiary,20 mph,12.2,False,4.968,"LINESTRING (-71.03650930000001 42.3709467, -71.0365487 42.3709128)",,,,,
2947295768,61350327,0,8640999,2,Bremen Street,tertiary,20 mph,12.2,False,36.163,"LINESTRING (-71.034617 42.3725726, -71.03433 42.3728192)",,,,,
2947295768,61339706,0,8640999,2,Bremen Street,tertiary,20 mph,12.2,False,15.365,"LINESTRING (-71.034617 42.3725726, -71.03473889999999 42.3724678)",,,,,
2947316121,2992369397,0,8640999,2,Bremen Street,tertiary,20 mph,12.2,False,10.16,"LINESTRING (-71.03426570000001 42.3728744, -71.0341851 42.3729437)",,,,,
