u,v,key,osmid,oneway,lanes,highway,length,geometry,maxspeed,name,bridge,ref,access
2690682513,2690682864,0,"[263740851, 263446532, 263740859]",False,,cycleway,2408.995,"LINESTRING (-83.2515757 42.3527963, -83.2515176 42.3528749, -83.2514626 42.3530924, -83.2514819 42.3532855, -83.2515726 42.3534745, -83.2516662 42.3536676, -83.25173770000001 42.3538567, -83.2517872 42.3541107, -83.2518037 42.3543729, -83.25176519999999 42.3546107, -83.25172120000001 42.3548516, -83.2516112 42.3551056, -83.2515004 42.355329, -83.2512261 42.3556849, -83.2509483 42.3560304, -83.25073930000001 42.3562814, -83.25054950000001 42.3565274, -83.250478 42.3566676, -83.2504587 42.3568038, -83.2504807 42.3572245, -83.25048630000001 42.3573086, -83.2504972 42.3574115, -83.2505055 42.357635, -83.2505165 42.3579033, -83.2505357 42.3581045, -83.2505963 42.3582915, -83.2506161 42.3583481, -83.2506623 42.3584805, -83.25074480000001 42.3587244, -83.250775 42.3588687, -83.25073930000001 42.3590008, -83.2506953 42.3591654, -83.25066080000001 42.3592711, -83.25057700000001 42.3594825, -83.2505137 42.3596877, -83.2504752 42.35983, -83.250445 42.3600434, -83.25037620000001 42.3601897, -83.25028 42.3602893, -83.2502121 42.3603461, -83.2501149 42.3604275, -83.24994169999999 42.3605759, -83.2498592 42.3606775, -83.2497106 42.3607791, -83.2495759 42.3608645, -83.24953189999999 42.3609945, -83.2494713 42.3611358, -83.2493091 42.3612516, -83.2491303 42.361341, -83.2488443 42.3613979, -83.248605 42.3614548, -83.2484317 42.3615524, -83.2482859 42.3616946, -83.2481732 42.3618471, -83.2480576 42.3620198, -83.24800260000001 42.3622535, -83.24800260000001 42.3624507, -83.24801909999999 42.3626254, -83.2480604 42.3628368, -83.2481154 42.3630197, -83.2482062 42.3631741, -83.2482832 42.36329, -83.2483794 42.3634241, -83.2484137 42.363461, -83.2485665 42.3636253, -83.2487095 42.3637625, -83.2488415 42.363923, -83.24897350000001 42.3640856, -83.2491028 42.3642644, -83.2492321 42.3645123, -83.2492898 42.3646363, -83.24933110000001 42.3647582, -83.24935859999999 42.3649025, -83.2493778 42.3650366, -83.2494136 42.3653923, -83.24941629999999 42.3655366, -83.24943829999999 42.3657154, -83.2494823 42.3660466, -83.2495071 42.3664449, -83.24954289999999 42.3665791, -83.24955660000001 42.36664, -83.2495236 42.3666908, -83.24940530000001 42.3668554, -83.2493558 42.3669448, -83.2493393 42.3670972, -83.24942179999999 42.3672903, -83.2495181 42.3674732, -83.2496391 42.3676622, -83.2498427 42.3678288, -83.2500297 42.3679771, -83.2502057 42.3681174, -83.25041469999999 42.3683084, -83.2504945 42.3683551, -83.250709 42.3684892, -83.2510886 42.3686833, -83.2514324 42.3688337, -83.2517355 42.368923, -83.2519027 42.3689312, -83.25200169999999 42.3689271, -83.25224369999999 42.3689617, -83.25258479999999 42.3689942, -83.2527746 42.3689962, -83.2529809 42.368984, -83.25316789999999 42.368917, -83.2533439 42.368856, -83.2535089 42.3688316, -83.25371250000001 42.3688011, -83.253872 42.368793, -83.25397100000001 42.368791, -83.2544496 42.3686873, -83.25457609999999 42.3686325, -83.2552032 42.3684598, -83.255657 42.3683297, -83.2558083 42.3682139, -83.2558825 42.368094)",,,yes,,
2690682864,2690682513,0,"[263740859, 263446532, 263740851]",False,,cycleway,2408.995,"LINESTRING (-83.2558825 42.368094, -83.2558083 42.3682139, -83.255657 42.3683297, -83.2552032 42.3684598, -83.25457609999999 42.3686325, -83.2544496 42.3686873, -83.25397100000001 42.368791, -83.253872 42.368793, -83.25371250000001 42.3688011, -83.2535089 42.3688316, -83.2533439 42.368856, -83.25316789999999 42.368917, -83.2529809 42.368984, -83.2527746 42.3689962, -83.25258479999999 42.3689942, -83.25224369999999 42.3689617, -83.25200169999999 42.3689271, -83.2519027 42.3689312, -83.2517355 42.368923, -83.2514324 42.3688337, -83.2510886 42.3686833, -83.250709 42.3684892, -83.2504945 42.3683551, -83.25041469999999 42.3683084, -83.2502057 42.3681174, -83.2500297 42.3679771, -83.2498427 42.3678288, -83.2496391 42.3676622, -83.2495181 42.3674732, -83.24942179999999 42.3672903, -83.2493393 42.3670972, -83.2493558 42.3669448, -83.24940530000001 42.3668554, -83.2495236 42.3666908, -83.24955660000001 42.36664, -83.24954289999999 42.3665791, -83.2495071 42.3664449, -83.2494823 42.3660466, -83.24943829999999 42.3657154, -83.24941629999999 42.3655366, -83.2494136 42.3653923, -83.2493778 42.3650366, -83.24935859999999 42.3649025, -83.24933110000001 42.3647582, -83.2492898 42.3646363, -83.2492321 42.3645123, -83.2491028 42.3642644, -83.24897350000001 42.3640856, -83.2488415 42.363923, -83.2487095 42.3637625, -83.2485665 42.3636253, -83.2484137 42.363461, -83.2483794 42.3634241, -83.2482832 42.36329, -83.2482062 42.3631741, -83.2481154 42.3630197, -83.2480604 42.3628368, -83.24801909999999 42.3626254, -83.24800260000001 42.3624507, -83.24800260000001 42.3622535, -83.2480576 42.3620198, -83.2481732 42.3618471, -83.2482859 42.3616946, -83.2484317 42.3615524, -83.248605 42.3614548, -83.2488443 42.3613979, -83.2491303 42.361341, -83.2493091 42.3612516, -83.2494713 42.3611358, -83.24953189999999 42.3609945, -83.2495759 42.3608645, -83.2497106 42.3607791, -83.2498592 42.3606775, -83.24994169999999 42.3605759, -83.2501149 42.3604275, -83.2502121 42.3603461, -83.25028 42.3602893, -83.25037620000001 42.3601897, -83.250445 42.3600434, -83.2504752 42.35983, -83.2505137 42.3596877, -83.25057700000001 42.3594825, -83.25066080000001 42.3592711, -83.2506953 42.3591654, -83.25073930000001 42.3590008, -83.250775 42.3588687, -83.25074480000001 42.3587244, -83.2506623 42.3584805, -83.2506161 42.3583481, -83.2505963 42.3582915, -83.2505357 42.3581045, -83.2505165 42.3579033, -83.2505055 42.357635, -83.2504972 42.3574115, -83.25048630000001 42.3573086, -83.2504807 42.3572245, -83.2504587 42.3568038, -83.250478 42.3566676, -83.25054950000001 42.3565274, -83.25073930000001 42.3562814, -83.2509483 42.3560304, -83.2512261 42.3556849, -83.2515004 42.355329, -83.2516112 42.3551056, -83.25172120000001 42.3548516, -83.25176519999999 42.3546107, -83.2518037 42.3543729, -83.2517872 42.3541107, -83.25173770000001 42.3538567, -83.2516662 42.3536676, -83.2515726 42.3534745, -83.2514819 42.3532855, -83.2514626 42.3530924, -83.2515176 42.3528749, -83.2515757 42.3527963)",,,yes,,
2690682864,2690682461,0,"[263446539, 263446532, 263446535]",False,,cycleway,2703.5009999999997,"LINESTRING (-83.2558825 42.368094, -83.2558935 42.3678847, -83.2558578 42.3673228, -83.255877 42.3672192, -83.2559183 42.3671054, -83.25592930000001 42.3669713, -83.25596779999999 42.3666827, -83.2560283 42.3664165, -83.2560778 42.3662062, -83.2561053 42.365946, -83.2560943 42.3656778, -83.25605849999999 42.3653892, -83.25597879999999 42.3650407, -83.2558853 42.3647339, -83.2557753 42.3643985, -83.2557683 42.3643512, -83.2557532 42.3642502, -83.2557808 42.3639769, -83.2558138 42.3637411, -83.2558798 42.3635176, -83.25598979999999 42.3633225, -83.2561383 42.3631558, -83.2561884 42.3631116, -83.2563363 42.3629811, -83.25659210000001 42.3627667, -83.25678189999999 42.3626346, -83.25700740000001 42.3625025, -83.257211 42.3623927, -83.25743370000001 42.3622972, -83.2576978 42.3622241, -83.2579728 42.3621387, -83.25821209999999 42.3620838, -83.2584844 42.3620127, -83.2586577 42.36197, -83.25894099999999 42.3619212, -83.2591802 42.3618948, -83.2594553 42.3618765, -83.2599503 42.3618847, -83.2604867 42.3618969, -83.2606737 42.361903, -83.26082220000001 42.361907, -83.2610863 42.3618969, -83.26137780000001 42.3618643, -83.26160059999999 42.3618278, -83.2619196 42.3617444, -83.2620902 42.3616692, -83.2622387 42.361588, -83.2623789 42.3615148, -83.26259899999999 42.3614538, -83.2627221 42.3614219, -83.26280250000001 42.361401, -83.26308299999999 42.3613197, -83.2633003 42.3612303, -83.2634489 42.3611246, -83.26355340000001 42.3610474, -83.2636771 42.3609315, -83.26395770000001 42.3607019, -83.2641199 42.3605393, -83.2642822 42.3603503, -83.2643455 42.360147, -83.26440049999999 42.3598747, -83.26441149999999 42.3596877, -83.2643537 42.3594936, -83.26415849999999 42.3592132, -83.26394670000001 42.3590262, -83.2636991 42.3588494, -83.26341859999999 42.358699, -83.26305000000001 42.358573, -83.26256050000001 42.3584185, -83.26237070000001 42.3583474, -83.2621644 42.3582722, -83.2619471 42.3581645, -83.26175189999999 42.3580588, -83.2616501 42.3579592, -83.26162530000001 42.357819, -83.2616171 42.3576665, -83.26164730000001 42.3574714, -83.26171890000001 42.3573576, -83.2616968 42.356941, -83.2616776 42.3568586, -83.26160609999999 42.3566717, -83.2614658 42.3564928, -83.26122650000001 42.356257, -83.261045 42.3561392, -83.260858 42.3560538, -83.26061319999999 42.3559603, -83.2601264 42.3558079, -83.2596781 42.3556453, -83.25925719999999 42.3554745, -83.2586907 42.3552469, -83.2582231 42.3550111, -83.257717 42.3547144, -83.2571312 42.3543648, -83.2569579 42.3542428, -83.25642430000001 42.3538872, -83.25576700000001 42.353441, -83.2553407 42.3531199, -83.2550822 42.3528983, -83.2548731 42.3526849, -83.2546778 42.352443, -83.25460630000001 42.3522398, -83.25454310000001 42.352008, -83.2544963 42.3517926, -83.2544386 42.351691)",,,yes,,
2690682864,7387455983,0,"[790207203, 790207204, 263589416, 790207216, 790239634]",False,,cycleway,660.9409999999999,"LINESTRING (-83.2558825 42.368094, -83.25595869999999 42.3683716, -83.2559789 42.3684512, -83.256033 42.368587, -83.25608250000001 42.3686439, -83.25616119999999 42.3687246, -83.2562173 42.3687821, -83.25652530000001 42.3690402, -83.25678379999999 42.3692271, -83.2570259 42.3694039, -83.25730369999999 42.3695868, -83.2576117 42.3697727, -83.25790050000001 42.3699353, -83.25816450000001 42.370108, -83.25835429999999 42.3702462, -83.25851659999999 42.3704128, -83.2586459 42.3705814, -83.25878059999999 42.3707704, -83.2588741 42.3710264, -83.2589347 42.3712723, -83.2589974 42.3714989, -83.2590648 42.3714953, -83.2591607 42.3714572, -83.2592392 42.3714217, -83.2594105 42.3713536, -83.25951499999999 42.371319, -83.2597653 42.3713211, -83.2600321 42.3713373, -83.2602081 42.3713698, -83.2603043 42.3714105, -83.26034079999999 42.3714164, -83.26041480000001 42.3713966, -83.26055119999999 42.3713699, -83.26060289999999 42.3713614, -83.2606371 42.3713698, -83.2606617 42.3713858, -83.26067020000001 42.3714146, -83.2606669 42.3714547, -83.2606667 42.3714768, -83.26067310000001 42.3716033, -83.26067500000001 42.3717487, -83.26067620000001 42.3717636)",,,,,
2957696304,2957697295,0,292225009,False,,cycleway,759.0569999999999,"LINESTRING (-82.997292 42.4046039, -82.9972669 42.4045811, -82.9972162 42.4045352, -82.9971599 42.4044659, -82.9967291 42.4041323, -82.9957021 42.4033369, -82.9956109 42.4032379, -82.9955197 42.4030834, -82.9954285 42.4029646, -82.9952998 42.4028576, -82.9951308 42.4027329, -82.995002 42.4026259, -82.9949484 42.4025229, -82.9947875 42.4022694, -82.9946614 42.402101, -82.99456480000001 42.4019822, -82.9944388 42.4018594, -82.9942564 42.401697, -82.99404180000001 42.4015306, -82.9937843 42.4013623, -82.9935831 42.4012078, -82.99328269999999 42.4009642, -82.99290449999999 42.4005779, -82.9928134 42.400469, -82.99277309999999 42.4003442, -82.9927543 42.4001798, -82.99273289999999 42.4000808, -82.9926497 42.3999996, -82.9925559 42.3999283, -82.9924137 42.399853, -82.9922742 42.3997361, -82.9921696 42.3996094, -82.9920623 42.3994351, -82.991939 42.3991796)",,Conner Creek Greenway,,,
2957696320,2957697297,0,292225020,False,,cycleway,22.685,"LINESTRING (-82.99196310000001 42.398924, -82.99184510000001 42.3989458, -82.9916915 42.3989589)",,Conner Creek Greenway,,,
2957696320,2957697295,0,292225023,False,,cycleway,28.604,"LINESTRING (-82.99196310000001 42.398924, -82.9919336 42.3990746, -82.991939 42.3991796)",,Conner Creek Greenway,,,
2957696320,2957697303,0,292225023,False,,cycleway,19.071,"LINESTRING (-82.99196310000001 42.398924, -82.99198989999999 42.3987616, -82.9919901 42.3987537)",,Conner Creek Greenway,,,
2957696331,2957697304,0,292225015,False,,cycleway,42.181000000000004,"LINESTRING (-82.9919711 42.3982605, -82.99188530000001 42.3983595, -82.99178879999999 42.398417, -82.99163849999999 42.3984467, -82.991564 42.3984408)",,Conner Creek Greenway,,,
2957696331,2957697303,0,292225023,False,,cycleway,54.907,"LINESTRING (-82.9919711 42.3982605, -82.99198989999999 42.3984308, -82.9919926 42.3986527, -82.9919901 42.3987537)",,Conner Creek Greenway,,,
2957696331,2957697276,0,292225023,False,,cycleway,180.18899999999996,"LINESTRING (-82.9919711 42.3982605, -82.99201669999999 42.3976762, -82.9920355 42.397389, -82.99206770000001 42.3972642, -82.9920757 42.3971453, -82.992057 42.3970285, -82.9920376 42.3966448)",,Conner Creek Greenway,,,
2957696332,3407944683,0,"[292225013, 333697806]",False,,cycleway,726.7579999999999,"LINESTRING (-82.9977368 42.4049226, -82.99897300000001 42.405872, -83.00045540000001 42.4070271, -83.00159480000001 42.4079014, -83.0016806 42.4080083, -83.0021654 42.4083805, -83.0023047 42.4084521, -83.0030192 42.4090143, -83.00324209999999 42.4092058, -83.0033056 42.4092523, -83.0034048 42.409323, -83.0037591 42.4095948, -83.003826 42.4096573)",,Conner Creek Greenway,,,
2957697242,2957697301,0,292225008,False,,cycleway,37.846999999999994,"LINESTRING (-82.991322 42.3987735, -82.9912818 42.398728, -82.9912496 42.3986448, -82.9912322 42.3985889, -82.9912496 42.3985378, -82.99131370000001 42.3984619)",,Conner Creek Greenway,,,
2957697242,2957697250,0,292225009,False,,cycleway,51.236999999999995,"LINESTRING (-82.991322 42.3987735, -82.9912416 42.3987398, -82.9910914 42.3986666, -82.99092779999999 42.3984368)",,Conner Creek Greenway,,,
2957697242,2957697297,0,292225009,False,,cycleway,37.095,"LINESTRING (-82.991322 42.3987735, -82.99142670000001 42.3988508, -82.9915795 42.398924, -82.9916915 42.3989589)",,Conner Creek Greenway,,,
2957697250,2957697258,0,292225009,False,,cycleway,151.71099999999998,"LINESTRING (-82.99092779999999 42.3984368, -82.9908446 42.3983675, -82.9907185 42.3982744, -82.99065950000001 42.3981833, -82.9904959 42.3977693, -82.9904557 42.3976643, -82.9903833 42.3974167, -82.99037250000001 42.3972662, -82.99037300000001 42.3971715)",,Conner Creek Greenway,,,
2957697250,2957697242,0,292225009,False,,cycleway,51.237,"LINESTRING (-82.99092779999999 42.3984368, -82.9910914 42.3986666, -82.9912416 42.3987398, -82.991322 42.3987735)",,Conner Creek Greenway,,,
2957697250,2957697301,0,292225015,False,,cycleway,32.527,"LINESTRING (-82.99092779999999 42.3984368, -82.99106190000001 42.3984645, -82.99123090000001 42.3984804, -82.99131370000001 42.3984619)",,Conner Creek Greenway,,,
2957697258,2957697250,0,292225009,False,,cycleway,151.71099999999998,"LINESTRING (-82.99037300000001 42.3971715, -82.99037250000001 42.3972662, -82.9903833 42.3974167, -82.9904557 42.3976643, -82.9904959 42.3977693, -82.99065950000001 42.3981833, -82.9907185 42.3982744, -82.9908446 42.3983675, -82.99092779999999 42.3984368)",,Conner Creek Greenway,,,
2957697276,2957696331,0,292225023,False,,cycleway,180.18899999999996,"LINESTRING (-82.9920376 42.3966448, -82.992057 42.3970285, -82.9920757 42.3971453, -82.99206770000001 42.3972642, -82.9920355 42.397389, -82.99201669999999 42.3976762, -82.9919711 42.3982605)",,Conner Creek Greenway,,,
2957697295,2957697297,0,292225009,False,,cycleway,33.022999999999996,"LINESTRING (-82.991939 42.3991796, -82.9918263 42.3990211, -82.9917324 42.3989716, -82.9916915 42.3989589)",,Conner Creek Greenway,,,
2957697295,2957696304,0,292225009,False,,cycleway,759.0569999999999,"LINESTRING (-82.991939 42.3991796, -82.9920623 42.3994351, -82.9921696 42.3996094, -82.9922742 42.3997361, -82.9924137 42.399853, -82.9925559 42.3999283, -82.9926497 42.3999996, -82.99273289999999 42.4000808, -82.9927543 42.4001798, -82.99277309999999 42.4003442, -82.9928134 42.400469, -82.99290449999999 42.4005779, -82.99328269999999 42.4009642, -82.9935831 42.4012078, -82.9937843 42.4013623, -82.99404180000001 42.4015306, -82.9942564 42.401697, -82.9944388 42.4018594, -82.99456480000001 42.4019822, -82.9946614 42.402101, -82.9947875 42.4022694, -82.9949484 42.4025229, -82.995002 42.4026259, -82.9951308 42.4027329, -82.9952998 42.4028576, -82.9954285 42.4029646, -82.9955197 42.4030834, -82.9956109 42.4032379, -82.9957021 42.4033369, -82.9967291 42.4041323, -82.9971599 42.4044659, -82.9972162 42.4045352, -82.9972669 42.4045811, -82.997292 42.4046039)",,Conner Creek Greenway,,,
2957697295,2957696320,0,292225023,False,,cycleway,28.604,"LINESTRING (-82.991939 42.3991796, -82.9919336 42.3990746, -82.99196310000001 42.398924)",,Conner Creek Greenway,,,
2957697297,2957697242,0,292225009,False,,cycleway,37.095,"LINESTRING (-82.9916915 42.3989589, -82.9915795 42.398924, -82.99142670000001 42.3988508, -82.991322 42.3987735)",,Conner Creek Greenway,,,
2957697297,2957697295,0,292225009,False,,cycleway,33.022999999999996,"LINESTRING (-82.9916915 42.3989589, -82.9917324 42.3989716, -82.9918263 42.3990211, -82.991939 42.3991796)",,Conner Creek Greenway,,,
2957697297,2957696320,0,292225020,False,,cycleway,22.685,"LINESTRING (-82.9916915 42.3989589, -82.99184510000001 42.3989458, -82.99196310000001 42.398924)",,Conner Creek Greenway,,,
2957697301,2957697242,0,292225008,False,,cycleway,37.846999999999994,"LINESTRING (-82.99131370000001 42.3984619, -82.9912496 42.3985378, -82.9912322 42.3985889, -82.9912496 42.3986448, -82.9912818 42.398728, -82.991322 42.3987735)",,Conner Creek Greenway,,,
2957697301,2957697250,0,292225015,False,,cycleway,32.527,"LINESTRING (-82.99131370000001 42.3984619, -82.99123090000001 42.3984804, -82.99106190000001 42.3984645, -82.99092779999999 42.3984368)",,Conner Creek Greenway,,,
2957697301,2957697304,0,292225015,False,,cycleway,20.931,"LINESTRING (-82.99131370000001 42.3984619, -82.991373 42.3984487, -82.9914883 42.3984348, -82.991564 42.3984408)",,Conner Creek Greenway,,,
2957697303,2957697304,0,292225022,False,,cycleway,51.225,"LINESTRING (-82.9919901 42.3987537, -82.99192290000001 42.3986527, -82.9918531 42.3985735, -82.9917646 42.398514, -82.9916439 42.3984685, -82.991564 42.3984408)",,Conner Creek Greenway,,,
2957697303,2957696320,0,292225023,False,,cycleway,19.071,"LINESTRING (-82.9919901 42.3987537, -82.99198989999999 42.3987616, -82.99196310000001 42.398924)",,Conner Creek Greenway,,,
2957697303,2957696331,0,292225023,False,,cycleway,54.907,"LINESTRING (-82.9919901 42.3987537, -82.9919926 42.3986527, -82.99198989999999 42.3984308, -82.9919711 42.3982605)",,Conner Creek Greenway,,,
2957697304,2957697301,0,292225015,False,,cycleway,20.930999999999997,"LINESTRING (-82.991564 42.3984408, -82.9914883 42.3984348, -82.991373 42.3984487, -82.99131370000001 42.3984619)",,Conner Creek Greenway,,,
2957697304,2957696331,0,292225015,False,,cycleway,42.181,"LINESTRING (-82.991564 42.3984408, -82.99163849999999 42.3984467, -82.99178879999999 42.398417, -82.99188530000001 42.3983595, -82.9919711 42.3982605)",,Conner Creek Greenway,,,
2957697304,2957697303,0,292225022,False,,cycleway,51.225,"LINESTRING (-82.991564 42.3984408, -82.9916439 42.3984685, -82.9917646 42.398514, -82.9918531 42.3985735, -82.99192290000001 42.3986527, -82.9919901 42.3987537)",,Conner Creek Greenway,,,
3310775148,3416861104,0,"[324330742, 324330743, 324330744, 324330745, 324330746, 324330747, 324330748, 324330749]",False,,cycleway,647.4539999999997,"LINESTRING (-83.0558894 42.3485165, -83.0562505 42.3490337, -83.0563001 42.3491084, -83.0563571 42.3491935, -83.0565828 42.3495277, -83.05660810000001 42.3495651, -83.0568485 42.3499294, -83.05687210000001 42.3499614, -83.0569328 42.3500547, -83.0578038 42.3513697, -83.05782910000001 42.351434, -83.0579074 42.3515416, -83.0579414 42.3515915, -83.0581858 42.3520665, -83.05846870000001 42.3525056, -83.0585111 42.3525822, -83.0585945 42.3527018, -83.0586431 42.3527713, -83.0586488 42.3527794, -83.0586577 42.3527925, -83.058865 42.3530989, -83.0591919 42.3535965, -83.0592315 42.3536677, -83.0592706 42.3537327, -83.05929279999999 42.3537638)",,Midtown Loop,,,
3329482795,3343060285,0,326319953,False,,cycleway,930.002,"LINESTRING (-83.13273700000001 42.3165973, -83.13297249999999 42.3166315, -83.13376390000001 42.3163754, -83.13424070000001 42.3162079, -83.134497 42.3161374, -83.1348189 42.3160206, -83.1349828 42.3159347, -83.1354894 42.3156482, -83.1356384 42.3155336, -83.1358202 42.3153904, -83.13596029999999 42.3152714, -83.13613909999999 42.3151457, -83.136309 42.3150113, -83.13644309999999 42.3148901, -83.1366845 42.3146477, -83.1367994 42.3145353, -83.13685889999999 42.314477, -83.1370064 42.3143326, -83.13726269999999 42.3140791, -83.137513 42.3138587, -83.1375726 42.3137882, -83.1376322 42.3136604, -83.1377157 42.3134665, -83.137817 42.3133453, -83.1380047 42.3131822, -83.1381061 42.3131117, -83.1382134 42.3130698, -83.1384577 42.3129927, -83.13856800000001 42.3129265, -83.13889880000001 42.3126489, -83.13912259999999 42.3124551, -83.1394207 42.3122112, -83.13964300000001 42.3120233, -83.1398653 42.3117993, -83.140007 42.3116485, -83.1400474 42.3115999, -83.1401316 42.3114985, -83.140283 42.3112655, -83.1404565 42.3109277)",,,,,
3343060285,3329482795,0,326319953,False,,cycleway,930.0020000000001,"LINESTRING (-83.1404565 42.3109277, -83.140283 42.3112655, -83.1401316 42.3114985, -83.1400474 42.3115999, -83.140007 42.3116485, -83.1398653 42.3117993, -83.13964300000001 42.3120233, -83.1394207 42.3122112, -83.13912259999999 42.3124551, -83.13889880000001 42.3126489, -83.13856800000001 42.3129265, -83.1384577 42.3129927, -83.1382134 42.3130698, -83.1381061 42.3131117, -83.1380047 42.3131822, -83.137817 42.3133453, -83.1377157 42.3134665, -83.1376322 42.3136604, -83.1375726 42.3137882, -83.137513 42.3138587, -83.13726269999999 42.3140791, -83.1370064 42.3143326, -83.13685889999999 42.314477, -83.1367994 42.3145353, -83.1366845 42.3146477, -83.13644309999999 42.3148901, -83.136309 42.3150113, -83.13613909999999 42.3151457, -83.13596029999999 42.3152714, -83.1358202 42.3153904, -83.1356384 42.3155336, -83.1354894 42.3156482, -83.1349828 42.3159347, -83.1348189 42.3160206, -83.134497 42.3161374, -83.13424070000001 42.3162079, -83.13376390000001 42.3163754, -83.13297249999999 42.3166315, -83.13273700000001 42.3165973)",,,,,
3407944683,2957696332,0,"[292225013, 333697806]",False,,cycleway,726.7579999999999,"LINESTRING (-83.003826 42.4096573, -83.0037591 42.4095948, -83.0034048 42.409323, -83.0033056 42.4092523, -83.00324209999999 42.4092058, -83.0030192 42.4090143, -83.0023047 42.4084521, -83.0021654 42.4083805, -83.0016806 42.4080083, -83.00159480000001 42.4079014, -83.00045540000001 42.4070271, -82.99897300000001 42.405872, -82.9977368 42.4049226)",,Conner Creek Greenway,,,
3415383197,4636811719,0,"[69706033, 653696197]",False,,cycleway,556.889,"LINESTRING (-83.02738890000001 42.332824, -83.02723330000001 42.332645, -83.027151 42.3325186, -83.0270984 42.3323613, -83.02708440000001 42.3320807, -83.0270178 42.3318586, -83.0270045 42.3317513, -83.0270409 42.3316635, -83.0271066 42.3315801, -83.0272033 42.3315317, -83.0273548 42.3315048, -83.0276473 42.3315017, -83.0279192 42.3315697, -83.0280621 42.3315868, -83.0282132 42.3315572, -83.02839830000001 42.3314949, -83.02866090000001 42.3314148, -83.0289844 42.3313584, -83.0291926 42.3313088, -83.029447 42.3312359, -83.0297477 42.3311161, -83.02993189999999 42.331035, -83.0301549 42.3309245, -83.03036229999999 42.3308641, -83.03052169999999 42.3308318, -83.03067950000001 42.3308129, -83.0308229 42.3307906, -83.0309666 42.3307508, -83.0310673 42.3307046, -83.0311492 42.3306489, -83.03131 42.3305202, -83.0314606 42.3303976, -83.0316 42.3303368)",,Detroit Riverwalk,,,
3415383202,62913599,0,355170871,False,,cycleway,44.829,"LINESTRING (-83.06514129999999 42.3203149, -83.065623 42.320126)",,,,,
3416861104,827855794,0,"[324330730, 639558891, 639558892, 324330733, 324330734, 324330735, 639558893, 324330737, 639558894, 324330739, 324330740, 324330741, 334624525]",False,,cycleway,878.7980000000001,"LINESTRING (-83.05929279999999 42.3537638, -83.0598741 42.35462, -83.05991520000001 42.3546863, -83.05996349999999 42.3547571, -83.0599794 42.3547803, -83.0605666 42.3556507, -83.0605688 42.355654, -83.06058090000001 42.3556738, -83.0606178 42.3557341, -83.0606779 42.3558277, -83.0612769 42.3567334, -83.061323 42.3567979, -83.0613645 42.3568555, -83.0616624 42.3573039, -83.06168 42.3573314, -83.061848 42.3575849, -83.0619267 42.3576573, -83.06208220000001 42.3578053, -83.06216689999999 42.3578815, -83.0622122 42.35795, -83.06262959999999 42.3585813, -83.0626441 42.3585989, -83.0626657 42.358634, -83.0626883 42.3586698, -83.0630249 42.3591663, -83.063041 42.35919, -83.06307099999999 42.3592322, -83.0630987 42.3592713, -83.063119 42.3592951, -83.0631885 42.3594264, -83.06328600000001 42.3595633, -83.0633184 42.3596087, -83.06354570000001 42.3599507, -83.0635889 42.3600157, -83.0636147 42.3600543, -83.0637777 42.360299, -83.0638732 42.3604423, -83.06390519999999 42.3604847, -83.06411490000001 42.3608076)",,Midtown Loop,,,
3416861104,3310775148,0,"[324330742, 324330743, 324330744, 324330745, 324330746, 324330747, 324330748, 324330749]",False,,cycleway,647.4540000000001,"LINESTRING (-83.05929279999999 42.3537638, -83.0592706 42.3537327, -83.0592315 42.3536677, -83.0591919 42.3535965, -83.058865 42.3530989, -83.0586577 42.3527925, -83.0586488 42.3527794, -83.0586431 42.3527713, -83.0585945 42.3527018, -83.0585111 42.3525822, -83.05846870000001 42.3525056, -83.0581858 42.3520665, -83.0579414 42.3515915, -83.0579074 42.3515416, -83.05782910000001 42.351434, -83.0578038 42.3513697, -83.0569328 42.3500547, -83.05687210000001 42.3499614, -83.0568485 42.3499294, -83.05660810000001 42.3495651, -83.0565828 42.3495277, -83.0563571 42.3491935, -83.0563001 42.3491084, -83.0562505 42.3490337, -83.0558894 42.3485165)",,Midtown Loop,,,
3416861104,4677155638,0,"[685516315, 334624521, 456223410, 334624523]",False,,cycleway,462.52199999999993,"LINESTRING (-83.05929279999999 42.3537638, -83.0594164 42.3536765, -83.0595081 42.3536009, -83.06014450000001 42.3533464, -83.0601892 42.3533113, -83.0602432 42.3532899, -83.06132529999999 42.3528369, -83.0613893 42.3528084, -83.0615032 42.3527579, -83.0616136 42.3527088, -83.0616642 42.3526864, -83.0616952 42.3526732, -83.0623214 42.3524059, -83.0630287 42.352104, -83.0638737 42.3517434, -83.06394520000001 42.35172, -83.06400189999999 42.3517015, -83.0640238 42.3517053, -83.0640889 42.3517437, -83.06411110000001 42.3517623)",,Midtown Loop,,,
