u,v,key,osmid,highway,oneway,length,geometry,name,area,width,lanes,maxspeed,bridge,tunnel,service,access,junction
338422324,2519601991,0,"[244666434, 139712246]",cycleway,False,572.4590000000001,"LINESTRING (37.5448498 55.6380966, 37.5450127 55.6379327, 37.5450409 55.6379149, 37.545394 55.6378034, 37.5456848 55.6376399, 37.5460231 55.6374742, 37.5468331 55.6372409, 37.5476442 55.6370009, 37.5480608 55.6368874, 37.5483649 55.6368089, 37.5488365 55.6366871, 37.5497287 55.6364187, 37.5527954 55.6356847)",,,,,,,,,,
346105686,6486827300,0,691308983,cycleway,False,26.226000000000003,"LINESTRING (37.6365859 55.8404199, 37.636638 55.8404343, 37.6367747 55.8406225)",,,,,,,,,,
417300776,3613492752,0,355808041,cycleway,False,625.4289999999999,"LINESTRING (37.4797485 55.6550525, 37.4792996 55.655078, 37.4788862 55.6551195, 37.4786833 55.6550944, 37.4784196 55.6551117, 37.4782696 55.6551068, 37.4781236 55.6550296, 37.4780604 55.6549522, 37.4780476 55.6548334, 37.4780051 55.6547111, 37.4779469 55.6545888, 37.4777172 55.6543716, 37.4776024 55.6542081, 37.477604 55.654147, 37.4776555 55.654075, 37.4777424 55.6539625, 37.4777653 55.653867, 37.4777584 55.6537586, 37.4776989 55.6535973, 37.4774542 55.6532669, 37.477365 55.6532294, 37.4772941 55.6531042, 37.4773101 55.6529752, 37.477516 55.652619, 37.4775365 55.6525144, 37.4775182 55.652388, 37.4774016 55.652246, 37.477397 55.6521776, 37.4774885 55.6518911, 37.4775073 55.6518072, 37.4774844 55.6517601, 37.4774238 55.6517284, 37.4772083 55.6517013, 37.4771511 55.651671, 37.477107 55.6516163, 37.477128 55.6515451, 37.4772067 55.6514853, 37.477331 55.6514136, 37.4773836 55.6513554, 37.4773803 55.6512499, 37.4774069 55.6512001, 37.4773636 55.65109, 37.4773886 55.6510458, 37.4776387 55.6508256, 37.4776502 55.6507767)",,,,,,,,,,
422104825,4466530521,0,"[449717283, 36150365]",cycleway,False,262.944,"LINESTRING (37.4673408 55.8761997, 37.4673377 55.8768892, 37.4673331 55.8769588, 37.4673459 55.8770442, 37.4673965 55.8771165, 37.4674532 55.8772593, 37.4674532 55.877494, 37.4673004 55.8777588, 37.4672226 55.8779957, 37.4672172 55.878087, 37.4672441 55.8782749, 37.4673083 55.8783969, 37.4674329 55.8785123)",,,,,,,,,,
422104825,422104826,0,36150352,footway,False,76.116,"LINESTRING (37.4673408 55.8761997, 37.4677362 55.8762322, 37.4684511 55.8764582)",,,,,,,,,,
422104825,422104884,0,"[36150352, 781271981, 367801213]",footway,False,717.555,"LINESTRING (37.4673408 55.8761997, 37.4671045 55.8761497, 37.4668941 55.8760746, 37.4663883 55.8759051, 37.4661066 55.8758299, 37.4657299 55.8756855, 37.4654749 55.8755115, 37.4650097 55.8752747, 37.4644167 55.8749945, 37.4640776 55.8748669, 37.4637096 55.8747525, 37.4631584 55.8745803, 37.4630061 55.8746495, 37.4628542 55.8747833, 37.4626012 55.8750547, 37.4625938 55.8750628, 37.4625072 55.8751574, 37.4624165 55.8753507, 37.4623826 55.8754568, 37.46235 55.8755796, 37.4624052 55.8756619, 37.462644 55.8758074, 37.4628894 55.8759127, 37.4630049 55.8759526, 37.4631368 55.8759983, 37.4636674 55.8761757, 37.4644464 55.8764636, 37.4646477 55.876654, 37.4647026 55.876712, 37.4648018 55.8767629, 37.4650379 55.8768569, 37.4654111 55.8770108, 37.465601 55.8771555)",,,,,,,,,,
430436288,1297639740,0,37011642,cycleway,False,42.955,"LINESTRING (37.7548591 55.7717852, 37.7553256 55.7717579, 37.7555295 55.7718009)",,,,,,,,,,
430436288,276437132,0,114720148,cycleway,False,159.562,"LINESTRING (37.7548591 55.7717852, 37.7548908 55.7719484, 37.7548843 55.7721594, 37.7548697 55.7723198, 37.7548101 55.7725537, 37.7547192 55.7727873, 37.7546134 55.772983, 37.754475 55.7731879)",аллея Большого Круга,,,,,,,,,
430436288,276436772,0,114720148,cycleway,False,80.382,"LINESTRING (37.7548591 55.7717852, 37.7548222 55.7716384, 37.7547219 55.7713595, 37.7545417 55.7710877)",аллея Большого Круга,,,,,,,,,
430436313,1297639740,0,37011642,cycleway,False,219.361,"LINESTRING (37.7567228 55.7732396, 37.756997 55.772727, 37.7570099 55.7725922, 37.756911 55.7721966, 37.7568457 55.7721263, 37.7566969 55.7720477, 37.7563133 55.7719285, 37.7561714 55.7719042, 37.7559922 55.7718984, 37.7555295 55.7718009)",,,,,,,,,,
430436313,430436330,0,"[95696824, 700394766]",cycleway,False,444.534,"LINESTRING (37.7567228 55.7732396, 37.7571973 55.7732505, 37.7578944 55.7732665, 37.7592459 55.7732975, 37.759073 55.7758731)",Первомайская аллея,,,,,,,,,
430436313,276437132,0,95696824,cycleway,False,140.704,"LINESTRING (37.7567228 55.7732396, 37.7562937 55.7732297, 37.75525 55.7732057, 37.754475 55.7731879)",,,,,,,,,,
430436330,276438258,0,700394768,cycleway,False,110.466,"LINESTRING (37.759073 55.7758731, 37.7573072 55.7758488)",,,,,,,,,,
430436330,336036246,0,93587642,cycleway,False,102.893,"LINESTRING (37.759073 55.7758731, 37.7590342 55.7767045, 37.7590246 55.776798)",Первомайская аллея,,,,,,,,,
430436330,430436332,0,700394765,cycleway,False,83.47999999999999,"LINESTRING (37.759073 55.7758731, 37.7594888 55.7757094, 37.7598636 55.7756709, 37.7600952 55.775679, 37.7603003 55.7757138)",,,,,,,,,,
430436330,430436313,0,"[95696824, 700394766]",cycleway,False,444.53400000000005,"LINESTRING (37.759073 55.7758731, 37.7592459 55.7732975, 37.7578944 55.7732665, 37.7571973 55.7732505, 37.7567228 55.7732396)",Первомайская аллея,,,,,,,,,
430436332,430436376,0,37011649,cycleway,False,147.629,"LINESTRING (37.7603003 55.7757138, 37.7604228 55.7757117, 37.7605718 55.775698, 37.7608 55.7756976, 37.7611184 55.7757913, 37.7613579 55.7758617, 37.7617218 55.7759967, 37.7619866 55.77614, 37.7620759 55.7761959, 37.7620907 55.7762669, 37.7621132 55.7763589)",,,,,,,,,,
430436332,430436376,1,37011649,cycleway,False,198.524,"LINESTRING (37.7603003 55.7757138, 37.7600458 55.775958, 37.7599782 55.7760397, 37.7599953 55.7761321, 37.7601734 55.7762382, 37.7603708 55.776301, 37.7606283 55.7763348, 37.7610575 55.7764313, 37.7614351 55.7764989, 37.7617441 55.7764748, 37.7619846 55.7764118, 37.7621132 55.7763589)",,,,,,,,,,
430436332,430436330,0,700394765,cycleway,False,83.48,"LINESTRING (37.7603003 55.7757138, 37.7600952 55.775679, 37.7598636 55.7756709, 37.7594888 55.7757094, 37.759073 55.7758731)",,,,,,,,,,
430436376,430436332,0,37011649,cycleway,False,198.524,"LINESTRING (37.7621132 55.7763589, 37.7619846 55.7764118, 37.7617441 55.7764748, 37.7614351 55.7764989, 37.7610575 55.7764313, 37.7606283 55.7763348, 37.7603708 55.776301, 37.7601734 55.7762382, 37.7599953 55.7761321, 37.7599782 55.7760397, 37.7600458 55.775958, 37.7603003 55.7757138)",,,,,,,,,,
430436376,430436332,1,37011649,cycleway,False,147.629,"LINESTRING (37.7621132 55.7763589, 37.7620907 55.7762669, 37.7620759 55.7761959, 37.7619866 55.77614, 37.7617218 55.7759967, 37.7613579 55.7758617, 37.7611184 55.7757913, 37.7608 55.7756976, 37.7605718 55.775698, 37.7604228 55.7757117, 37.7603003 55.7757138)",,,,,,,,,,
430436376,798474388,0,702361319,cycleway,False,81.641,"LINESTRING (37.7621132 55.7763589, 37.7621721 55.776404, 37.7624571 55.7765344, 37.7626525 55.776636, 37.7629146 55.7767302, 37.7631413 55.7768034)",,,,,,,,,,
434401126,1894902579,0,"[37282449, 686458444, 527328997, 511585758]",cycleway,False,1713.6270000000002,"LINESTRING (37.4736296 55.8184778, 37.4738685 55.8186575, 37.4747012 55.8191525, 37.4755372 55.8196495, 37.4762511 55.820083, 37.476604 55.8202973, 37.4772074 55.8208202, 37.4783344 55.8213916, 37.4788184 55.8215779, 37.4790677 55.8216738, 37.4797489 55.8220716, 37.4801895 55.8227951, 37.4803742 55.8230984, 37.480632 55.8235218, 37.4810237 55.8241425, 37.4815531 55.8249016, 37.4822835 55.8261155, 37.4825822 55.82649, 37.4826488 55.8265766, 37.4826466 55.8265931, 37.4826315 55.8266115, 37.4826063 55.8266197, 37.4825694 55.8266193, 37.4819939 55.8264102, 37.4817337 55.8263615, 37.4815871 55.8263541, 37.4814231 55.8263458, 37.4810515 55.8263527, 37.4807794 55.8263549, 37.4804166 55.8263172, 37.4779192 55.8258831, 37.4766435 55.825661, 37.4744018 55.8253634, 37.4736337 55.8251707, 37.4732941 55.8249695)",,,,,,,,,,
434401126,1894902579,1,"[686452669, 160074303]",cycleway,False,737.236,"LINESTRING (37.4736296 55.8184778, 37.4740786 55.8194342, 37.4741566 55.8196002, 37.4741559 55.8197444, 37.4741534 55.8202403, 37.4735724 55.8212986, 37.4736845 55.8218039, 37.4735419 55.8228855, 37.4735976 55.8237889, 37.4735501 55.8247168, 37.4734504 55.8248637, 37.473386 55.8249205, 37.4732941 55.8249695)",,,,,,,,,,
434401126,911564208,0,160074263,cycleway,False,281.47400000000005,"LINESTRING (37.4736296 55.8184778, 37.4757572 55.817735, 37.4762457 55.8176164, 37.4764947 55.8175615, 37.4775866 55.8172805)",,,,,,,,,,
434429902,1894902579,0,"[511585758, 289067502]",cycleway,False,606.2170000000001,"LINESTRING (37.4646766 55.8229423, 37.4647841 55.8229315, 37.4652921 55.8229895, 37.4658593 55.8230499, 37.4659921 55.823064, 37.4667038 55.8230155, 37.4667654 55.8230428, 37.4675026 55.8234505, 37.4683014 55.8238141, 37.46904 55.8241414, 37.4696159 55.8243125, 37.4703211 55.8245175, 37.4708379 55.8246678, 37.4716848 55.8248012, 37.4724291 55.8248195, 37.4724671 55.824824, 37.4730006 55.8248873, 37.4731602 55.8249196, 37.4732941 55.8249695)",,,,,,,,,,
458495721,4261579336,0,"[248585733, 38754929, 759352882, 759352883, 38696020, 40592381]",cycleway,False,2280.25,"LINESTRING (37.4751265 55.7417493, 37.4752253 55.7425345, 37.4751229 55.7430796, 37.475172 55.7434717, 37.4751659 55.743533, 37.4751346 55.7438502, 37.4751221 55.7439767, 37.4751987 55.7444321, 37.4757713 55.7454815, 37.4759158 55.7458859, 37.4760928 55.7460192, 37.4763135 55.7462105, 37.4764985 55.7463439, 37.4768034 55.7465349, 37.4770464 55.7466707, 37.4775435 55.7471304, 37.4776915 55.7472931, 37.4777904 55.7475187, 37.4781518 55.7479421, 37.4789182 55.7485436, 37.4792886 55.7488568, 37.4794119 55.7490333, 37.4796004 55.749194, 37.4797699 55.7492895, 37.4804823 55.7495341, 37.4807069 55.7496372, 37.4808453 55.7497122, 37.4808889 55.7497859, 37.4809187 55.7498707, 37.4809201 55.7499704, 37.480915 55.7501016, 37.4808757 55.7502417, 37.4806992 55.7505002, 37.480698 55.7505369, 37.4806984 55.7505777, 37.4806888 55.7508325, 37.4806605 55.7510181, 37.4806296 55.7511249, 37.4805823 55.7512454, 37.4804533 55.7514431, 37.4802241 55.7518474, 37.480089 55.752084, 37.4800839 55.7521209, 37.4801116 55.7521566, 37.4803099 55.75223, 37.4804925 55.752284, 37.480621 55.7523096, 37.4807253 55.7523273, 37.4808638 55.7523437, 37.4811086 55.7523422, 37.4817988 55.7522785, 37.481937 55.7522746, 37.4822303 55.7522983, 37.482393 55.7523048, 37.4826071 55.7523009, 37.4827235 55.7523057, 37.4829589 55.752332, 37.4833578 55.7524001, 37.4841489 55.7525751, 37.4843751 55.752607, 37.4846447 55.7526249, 37.4849376 55.7526257, 37.4851719 55.7526025, 37.485589 55.752566, 37.4858777 55.7525531, 37.4860583 55.752561, 37.4861971 55.7525541, 37.4863359 55.7525314, 37.4869026 55.7524092, 37.487152 55.7523714, 37.4872722 55.7523639, 37.4873698 55.7523722, 37.4874406 55.7523851, 37.4877155 55.7524291, 37.4880272 55.7524361, 37.4884036 55.7523955, 37.4886894 55.7523782, 37.4892215 55.7523399, 37.4893816 55.752344, 37.4895786 55.7523314, 37.4896982 55.7523409, 37.4898646 55.7523766, 37.4899971 55.75239, 37.4902923 55.7523919, 37.49049 55.7524118, 37.4907422 55.7525103, 37.4909223 55.7525908, 37.4911094 55.752645, 37.4912296 55.7526698, 37.4913505 55.7526737, 37.4916208 55.7526618, 37.4917343 55.7526514, 37.4918268 55.7526291, 37.491951 55.7525279, 37.4920192 55.7524266, 37.4920696 55.7523615, 37.4920953 55.7522924, 37.4920943 55.7522373, 37.492051 55.7521702, 37.492019 55.7519956, 37.4919973 55.7518815, 37.4919314 55.7517655, 37.4917854 55.7516708, 37.4916811 55.7514934, 37.4914877 55.7513123, 37.4914133 55.7512317, 37.4914235 55.7511398, 37.4914587 55.7510341, 37.4914801 55.7508978, 37.4913872 55.7507955, 37.4913236 55.7506857, 37.4913187 55.7506501)",,,1.5,,,,,,,
495700983,496846130,0,40842695,cycleway,False,9.738,"LINESTRING (37.4364159 55.7197919, 37.4365179 55.7197258)",,,,,,,,,,
496846130,495700983,0,40842695,cycleway,False,9.738,"LINESTRING (37.4365179 55.7197258, 37.4364159 55.7197919)",,,,,,,,,,
510624915,781335536,0,313260881,cycleway,False,292.1930000000001,"LINESTRING (37.7081386 55.5986704, 37.7082923 55.5987491, 37.7084436 55.5987903, 37.7085935 55.5988169, 37.7090529 55.5988169, 37.709113 55.5988366, 37.7091307 55.598874, 37.7091101 55.5989044, 37.7090528 55.5989316, 37.7086929 55.5990077, 37.7086394 55.5990392, 37.7086265 55.5990705, 37.7086326 55.5991054, 37.7086924 55.599139, 37.7087771 55.5991542, 37.7092974 55.5990933, 37.7093538 55.5990966, 37.7093926 55.5991098, 37.7094109 55.5991264, 37.7094093 55.5991486, 37.709394 55.5991686, 37.7093657 55.5991874, 37.709178 55.599232, 37.7091411 55.599249, 37.7091339 55.5992868, 37.7091863 55.5993238, 37.7093004 55.5993381, 37.7094362 55.5993437, 37.7095758 55.5993295, 37.7096139 55.5993447, 37.709634 55.5993693, 37.7096173 55.5994006, 37.7095552 55.5994214, 37.7093976 55.5994565, 37.7093607 55.5994925, 37.7093843 55.5995296, 37.7094366 55.5995537, 37.7096335 55.5995842, 37.7097766 55.5996415, 37.7098114 55.5996716)",,,,,,,,,,
550112873,4913844617,0,671000092,cycleway,True,409.38300000000004,"LINESTRING (37.6414116 55.7629873, 37.6414441 55.7629354, 37.6415859 55.7628526, 37.6421087 55.7625181, 37.6431367 55.7617706, 37.6431727 55.7617387, 37.6432004 55.7617098, 37.6439682 55.7607843, 37.6441347 55.760582, 37.6443272 55.7603497, 37.6444189 55.7602389, 37.6446694 55.7599357, 37.6447874 55.7598702)",,,2.2,1,,,,,,
560239200,762911738,0,"[61855816, 61853995, 694064524, 506266258, 44077494, 234826268]","['cycleway', 'footway']",False,688.351,"LINESTRING (37.6297344 55.8523037, 37.6297161 55.8524024, 37.6297644 55.8524506, 37.6298234 55.8525229, 37.6299468 55.8526885, 37.6299977 55.8528677, 37.6300299 55.8530754, 37.629934 55.8532957, 37.6302284 55.8536596, 37.6304344 55.8539127, 37.6307147 55.8540148, 37.631214 55.854157, 37.6314802 55.8541828, 37.6317941 55.8541652, 37.6322291 55.8540746, 37.6324506 55.854031, 37.6327674 55.853973, 37.6328947 55.8539271, 37.6330218 55.8538813, 37.6333346 55.8537735, 37.6337563 55.8536882, 37.633927 55.8536367, 37.6340647 55.8535656, 37.6343254 55.8535151, 37.6345023 55.853509, 37.634709 55.8535573, 37.6349458 55.8535829, 37.63519 55.8536295, 37.6353992 55.8536511, 37.6356353 55.8537123, 37.6357148 55.8537593, 37.6356099 55.8538226, 37.6356456 55.8538471, 37.6360833 55.8540039, 37.6362426 55.8540757, 37.6365771 55.8541984, 37.6367138 55.8541907, 37.6373216 55.8541359, 37.6374247 55.8540966)",,,,,,,,,,
582944923,1985540020,0,"[725181854, 635302315, 635302322, 635303604, 140417336, 686453913, 140417339, 635303612, 686453912, 686453918]",cycleway,False,2236.0470000000014,"LINESTRING (37.5161743 55.8422737, 37.5161575 55.84207, 37.516017 55.8418883, 37.5156697 55.8416201, 37.5150222 55.8412157, 37.514319 55.840833, 37.513686 55.8406074, 37.5125172 55.8403437, 37.5115671 55.8402414, 37.510998 55.8401239, 37.5100862 55.8394976, 37.5093186 55.8390792, 37.5089935 55.8389304, 37.5089577 55.8387224, 37.5090942 55.8385597, 37.5094376 55.8382915, 37.5095092 55.8382039, 37.5095307 55.8380667, 37.5095127 55.8379873, 37.5094097 55.8379424, 37.5092599 55.8377507, 37.5088585 55.8377345, 37.5083584 55.8377805, 37.5075541 55.8376416, 37.5068964 55.8375937, 37.5063759 55.8376014, 37.5059804 55.8376855, 37.505507 55.8376794, 37.5053756 55.8376968, 37.5052737 55.8377261, 37.50522 55.8377754, 37.5050588 55.8379862, 37.5049944 55.8380685, 37.5048686 55.8383061, 37.5047329 55.8387074, 37.5047547 55.8388271, 37.5048517 55.8389883, 37.5050707 55.8391834, 37.5053179 55.8393445, 37.5055177 55.8394732, 37.5057283 55.8395839, 37.5058892 55.839666, 37.5060408 55.8397074, 37.5061615 55.8397104, 37.5063077 55.8396863, 37.5065115 55.8396735, 37.5067154 55.8396826, 37.506997 55.8397248, 37.5073054 55.8397609, 37.5076112 55.8398046, 37.5079328 55.8398009, 37.5081021 55.839782, 37.5082388 55.839791, 37.5088397 55.8398844, 37.5090596 55.8399175, 37.5091508 55.8399386, 37.5092152 55.8399748, 37.5094002 55.8401886, 37.5097892 55.8407014, 37.5100198 55.8408332, 37.5101723 55.8409401, 37.5102504 55.8410445, 37.5104262 55.8413316, 37.5105195 55.8417136, 37.5105985 55.8420584, 37.5108526 55.8423176, 37.5112546 55.8427651, 37.51144 55.8429032, 37.5116432 55.8430774, 37.5122172 55.8434938, 37.5122826 55.8436756, 37.5123163 55.8437533, 37.5118697 55.8439882, 37.5103659 55.844944, 37.510213 55.8450725, 37.5101271 55.8452291, 37.5101185 55.8452735, 37.510103 55.8453526, 37.5101096 55.8455618, 37.5102442 55.8459063)",,,,,,,,,,
582944924,36163016,0,"[297721888, 48743648, 48287363, 635309425, 635311827, 635311829, 785769273, 297500411]",cycleway,False,713.0079999999999,"LINESTRING (37.5162708 55.8422263, 37.5166093 55.8422866, 37.517032 55.8424682, 37.5171847 55.8426635, 37.5170834 55.8429686, 37.517061 55.8431805, 37.517155 55.843383, 37.5173122 55.8436111, 37.517432 55.8437947, 37.5177977 55.8443237, 37.5177218 55.8443866, 37.5176103 55.8444171, 37.5170742 55.8444888, 37.5167832 55.8445519, 37.516102 55.8447745, 37.5157827 55.8450028, 37.5156498 55.8452351, 37.5155934 55.8455183, 37.5156083 55.8457089, 37.5155647 55.8457993, 37.5153755 55.8460152, 37.5148862 55.84643, 37.5143641 55.8467334, 37.5139566 55.846901, 37.5134724 55.8471074)",,,,,,,,,,
583029190,1428100829,0,182024072,cycleway,False,201.523,"LINESTRING (37.5295661 55.6983461, 37.529313 55.6984307, 37.5291543 55.6985322, 37.5289077 55.6986725, 37.5281662 55.6991001, 37.5272782 55.699612)",,,,,,,,,,
619484485,2951358524,0,291669719,cycleway,False,285.624,"LINESTRING (37.4100103 55.7688666, 37.4096471 55.7690268, 37.4095073 55.7690884, 37.4093803 55.7691567, 37.4080339 55.7690572, 37.4079759 55.7690497, 37.4074382 55.7690132, 37.407089 55.7689836, 37.4058692 55.7688804, 37.4056672 55.7688585)",,,,,,,,,,
639193961,6800366504,0,50061802,cycleway,False,54.584,"LINESTRING (37.5044715 55.8446674, 37.5041738 55.84466, 37.5039098 55.8446704, 37.5036011 55.8446462)",,,,,,,,,,
639193961,6800366615,0,50061802,cycleway,False,541.893,"LINESTRING (37.5044715 55.8446674, 37.5045452 55.8446219, 37.504706 55.8445896, 37.5050366 55.8446061, 37.5053675 55.8446448, 37.5056557 55.8447106, 37.5057927 55.8447495, 37.5058946 55.8448255, 37.5060207 55.8449106, 37.5061414 55.8449528, 37.5062741 55.8449739, 37.5063895 55.8449724, 37.5065316 55.8449852, 37.5069648 55.8450725, 37.5071713 55.8451312, 37.5073242 55.8451433, 37.5074127 55.8451854, 37.5074717 55.8452125, 37.5075844 55.8452125, 37.5076675 55.8452095, 37.5080484 55.8453074, 37.5083032 55.8453978, 37.5085311 55.845535, 37.5086224 55.8455965, 37.5086463 55.8456291, 37.5086438 55.8457351, 37.5086144 55.8458345, 37.5085231 55.8459068, 37.5083515 55.8459399, 37.5080753 55.845958, 37.5076917 55.8459775, 37.5075469 55.8460257, 37.5069568 55.8463585, 37.5069192 55.8464232, 37.5068977 55.8465377, 37.5069192 55.8466883, 37.5068817 55.8467937, 37.5067851 55.8468931, 37.5067458 55.8469316, 37.5066912 55.8469849, 37.5066349 55.8471574)",,,,,,,,,,
639193961,6800366615,1,50309648,cycleway,False,312.936,"LINESTRING (37.5044715 55.8446674, 37.5044824 55.8447837, 37.5048314 55.8449913, 37.505004 55.8450972, 37.5050146 55.8452723, 37.5055691 55.8458685, 37.5062126 55.8466561, 37.5066349 55.8471574)",,,,,,,,,,
639537648,1988455836,0,"[282207162, 312752542]",cycleway,False,230.534,"LINESTRING (37.5129339 55.8470316, 37.5126967 55.8469744, 37.5117153 55.846887, 37.5113475 55.8467199, 37.51093 55.8465592, 37.5103444 55.8464217, 37.5101995 55.8463434, 37.5101405 55.8462169, 37.5101166 55.8459967)",,,,,,,,,,
693249076,1181132530,0,55128837,cycleway,False,119.22000000000003,"LINESTRING (37.4287291 55.7649312, 37.4287347 55.7649658, 37.4287263 55.7650004, 37.4285477 55.7652438, 37.4283694 55.7654688, 37.428242 55.7655848, 37.4281052 55.765692, 37.4278581 55.7658683)",,,,,,,,,,
693249076,1181132530,1,365893793,cycleway,False,1783.6490000000001,"LINESTRING (37.4287291 55.7649312, 37.4282433 55.7650389, 37.428055 55.7650733, 37.427919 55.7650745, 37.4277882 55.7650806, 37.4276893 55.7650712, 37.4275892 55.7650466, 37.4275161 55.7650218, 37.4274661 55.764995, 37.4273865 55.7649225, 37.4269191 55.7642467, 37.4268426 55.7641636, 37.4267718 55.7641155, 37.4266526 55.7640715, 37.426498 55.7640188, 37.4240133 55.7633448, 37.4239599 55.7633124, 37.4237987 55.7632145, 37.4233696 55.7627798, 37.4232292 55.7627009, 37.4231121 55.762635, 37.4227516 55.7625529, 37.4223738 55.7624718, 37.4220193 55.7624415, 37.4216916 55.762463, 37.421371 55.7625023, 37.4207517 55.7625944, 37.4204342 55.7626108, 37.4201422 55.7625846, 37.4199127 55.7625463, 37.4195919 55.7624838, 37.4188635 55.7623597, 37.4186317 55.7623438, 37.4181339 55.7623597, 37.4177906 55.762379, 37.4174902 55.7623597, 37.4172756 55.7623307, 37.4170353 55.7622631, 37.4167177 55.7621859, 37.4165203 55.7621666, 37.4163315 55.7622487, 37.4163174 55.7623795, 37.4163143 55.762408, 37.4163486 55.7625625, 37.4165718 55.7626688, 37.4182884 55.7630358, 37.419121 55.7632, 37.4195551 55.763296, 37.4197854 55.7633616, 37.4199775 55.7634491, 37.420486 55.7637164, 37.4211613 55.7640634, 37.4213329 55.7641087, 37.4224295 55.7642248, 37.4228975 55.7642575, 37.424082 55.7644362, 37.424597 55.7645472, 37.4249574 55.7646776, 37.425436 55.7648167, 37.4260607 55.7650539, 37.4266757 55.7653113, 37.4278581 55.7658683)",Велотрасса на Крылатских холмах,,,,,,,,,
