u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,width,est_width,access,bridge,tunnel,area,service
506131368,4586963257,0,126388960,True,Pla de Palau,cycleway,,101.642,"LINESTRING (2.1833662 41.3824028, 2.1834037 41.3824049, 2.1834512 41.3823941, 2.1835519 41.3823444, 2.1835955 41.3824019, 2.1839679 41.3828925, 2.1839764 41.3829008, 2.1840129 41.3829374, 2.1840583 41.383)",1,2,,,,,,
506131370,506131368,0,41381600,True,Pla de Palau,cycleway,,32.109,"LINESTRING (2.1830435 41.3825594, 2.1831275 41.3825238, 2.1832048 41.3824811, 2.1833112 41.3824332, 2.1833662 41.3824028)",1,2,,,,,,
506131370,1401188992,0,492850035,True,Passeig d'Isabel II,cycleway,,124.202,"LINESTRING (2.1830435 41.3825594, 2.1829226 41.3824188, 2.1822482 41.3816152)",1,2,,,,,,
506131382,4848184481,0,41381599,False,Avinguda del Marquès de l'Argentera,cycleway,,2.587,"LINESTRING (2.1856023 41.385534, 2.1855856 41.3855144)",2,2.5,,,,,,
506223370,2473393978,0,443607820,False,,cycleway,,149.75000000000003,"LINESTRING (2.19595 41.4031477, 2.1959102 41.4031825, 2.1960797 41.4033092, 2.1970706 41.4040411, 2.197145 41.404096)",2,2.5,,,,,,
506236255,506236256,0,499563629,False,Carrer de Ribes,cycleway,,48.506,"LINESTRING (2.1814747 41.3937597, 2.1815722 41.3941118, 2.181593 41.3941868)",2,2,,,,,,
506236256,506236255,0,499563629,False,Carrer de Ribes,cycleway,,48.506,"LINESTRING (2.181593 41.3941868, 2.1815722 41.3941118, 2.1814747 41.3937597)",2,2,,,,,,
506236259,5065889834,0,166649208,False,Carrer de Ribes,cycleway,,42.803,"LINESTRING (2.1822032 41.3962631, 2.1822455 41.3963552, 2.18228 41.3964978, 2.1823096 41.3965867, 2.1823165 41.3966374)",2,2,,,,,,
559952850,5314976349,0,"[126397537, 126397532, 424057014]",False,,cycleway,,72.557,"LINESTRING (2.1781426 41.3750033, 2.1781066 41.3750203, 2.1780716 41.3750346, 2.1775317 41.3752869, 2.1774722 41.3753128, 2.1774015 41.3753445)",,,,,,,,
573484569,4921421197,0,474208540,False,Carrer de Joan Güell,cycleway,,986.2269999999999,"LINESTRING (2.1350707 41.3753503, 2.1350623 41.3753621, 2.1350355 41.3754183, 2.1349565 41.3755136, 2.1348771 41.3756167, 2.1347054 41.375837, 2.1346283 41.3759359, 2.1344209 41.3762351, 2.1343364 41.3763966, 2.1342165 41.3766349, 2.1341468 41.3768242, 2.1340743 41.3770287, 2.1340047 41.3772339, 2.1339317 41.3774263, 2.1339148 41.377471, 2.1338906 41.3775328, 2.1337725 41.3778348, 2.1336751 41.3780873, 2.1335943 41.3782845, 2.1335078 41.3785187, 2.1334618 41.3786256, 2.1333132 41.3789472, 2.1331938 41.3792227, 2.133059 41.3795065, 2.1329482 41.3797609, 2.1328285 41.3799962, 2.1326745 41.3803017, 2.1326446 41.3803651, 2.1325614 41.3805797, 2.13251 41.3806879, 2.1324544 41.380805, 2.1323848 41.3809692, 2.1322469 41.3812957, 2.1321048 41.3815899, 2.1319583 41.3819155, 2.1318228 41.3822013, 2.1316406 41.3826105, 2.1315107 41.3828933, 2.1314564 41.3830073, 2.1313605 41.3832198, 2.1312259 41.3835108, 2.1311379 41.3836928)",2,2,,,,,,
616356147,1297521217,0,114576785,True,Avinguda de Martí-Codolar,cycleway,,217.32100000000003,"LINESTRING (2.1475861 41.4245917, 2.1475405 41.424653, 2.1477926 41.4249267, 2.1477849 41.4249906, 2.1484307 41.426397)",1,2.5,,,,,,
683286015,2779378050,0,273043517,False,Plaça de Pau Vila,cycleway,,118.054,"LINESTRING (2.1866486 41.3808053, 2.1865955 41.3808526, 2.1860357 41.3811219, 2.1859029 41.3812243, 2.1855002 41.3814163)",,,,,,,,
750591203,7526506317,0,232589229,False,Avinguda de Roma,cycleway,,25.146,"LINESTRING (2.1515962 41.3839727, 2.1518389 41.3841068)",2,2.5,,,,,,
856511178,4839269778,0,709510555,True,Passeig de Colom,cycleway,,5.879,"LINESTRING (2.1818384 41.3809416, 2.1818032 41.3808958)",1,1,,,,,,
856511238,856511282,0,280405229,False,Passeig de Colom,cycleway,,11.035,"LINESTRING (2.178105 41.3763174, 2.1781682 41.37629, 2.17822 41.3762684)",,,,,,,,
856511238,1401606718,0,709510550,False,Passeig de Colom,cycleway,,11.702000000000002,"LINESTRING (2.178105 41.3763174, 2.1780312 41.3763533, 2.1779853 41.3763721)",,,,,,,,
856511238,5314976349,0,"[72046124, 709510551]",False,Passeig de Colom,cycleway,,141.70899999999997,"LINESTRING (2.178105 41.3763174, 2.1780709 41.3762713, 2.1779321 41.3761398, 2.1778244 41.376108, 2.1777578 41.376087, 2.1776737 41.3760554, 2.1776107 41.3760186, 2.1775529 41.3759753, 2.1775078 41.3759288, 2.1774775 41.3758846, 2.1774478 41.3758333, 2.1774337 41.375782, 2.177425 41.3757426, 2.177418 41.37569, 2.177425 41.3756558, 2.1774408 41.375619, 2.1774635 41.3755796, 2.177506 41.3755492, 2.1775483 41.3755287, 2.177523 41.3754914, 2.1774015 41.3753445)","['1', '2']",1,,,,,,
856511282,4839269780,0,72046130,True,Passeig de Colom,cycleway,,595.1239999999999,"LINESTRING (2.17822 41.3762684, 2.1789278 41.377148, 2.1792113 41.3775008, 2.1794861 41.3778358, 2.1796375 41.3780217, 2.1797627 41.3781753, 2.1800884 41.3785784, 2.1806129 41.3792252, 2.1808162 41.3794809, 2.1812456 41.3800099, 2.1816107 41.3804527, 2.1819209 41.3808436)",1,1,,,,,,
856511282,856511238,0,280405229,False,Passeig de Colom,cycleway,,11.035,"LINESTRING (2.17822 41.3762684, 2.1781682 41.37629, 2.178105 41.3763174)",,,,,,,,
856511282,4839269783,0,"[280405229, 43106871]",False,Passeig de Colom,cycleway,,537.371,"LINESTRING (2.17822 41.3762684, 2.178302 41.3762337, 2.1783782 41.3762063, 2.1786092 41.3764124, 2.1788323 41.3766152, 2.1788669 41.3766656, 2.178895 41.3767216, 2.1789339 41.3767815, 2.1790117 41.3769152, 2.1790765 41.3770187, 2.1793861 41.377404, 2.1794495 41.3774819, 2.1798151 41.3779406, 2.1799322 41.3780817, 2.1804337 41.3786991, 2.1807884 41.3791467, 2.180993 41.3793903, 2.1811319 41.3795639, 2.1812714 41.3797398, 2.1813954 41.3798945, 2.1816469 41.380203)",2,2,,,,,,
856525830,1141475321,0,"[98667272, 704892973, 704892974, 137321146, 280405214]",False,,cycleway,,243.05900000000003,"LINESTRING (2.2006618 41.3900546, 2.2005471 41.3899286, 2.2005245 41.3899038, 2.2004946 41.3897384, 2.2003611 41.3894962, 2.2001868 41.3892677, 2.1994439 41.3886933, 2.1994216 41.3887102, 2.1992252 41.3888485, 2.1991151 41.3889247, 2.1989551 41.3890484)",,,,,,,,
870495153,5290018851,0,600804537,False,,cycleway,,290.0319999999999,"LINESTRING (2.2094876 41.3984897, 2.2094251 41.3985779, 2.2093749 41.3986486, 2.2092199 41.3987475, 2.208599 41.3992148, 2.208464 41.3993164, 2.208389 41.3993609, 2.2082198 41.3994826, 2.2078399 41.3997598, 2.2071841 41.4002461, 2.2070786 41.4003243, 2.207057 41.4003425)",,,,,,,,
876398071,885307953,0,"[499395226, 74073251, 76701684]",False,"['Passeig Mare Nostrum', 'Passeig de Joan de Borbó']",cycleway,,735.1220000000001,"LINESTRING (2.1892819 41.3735394, 2.1891033 41.3724195, 2.188969 41.3716203, 2.1887527 41.3702679, 2.1886206 41.3702853, 2.1883011 41.37032, 2.1882159 41.3703096, 2.1881567 41.3703062, 2.1880778 41.3698634, 2.187871 41.3687114, 2.1878492 41.3686093, 2.1878064 41.3683503, 2.1877658 41.3681371, 2.1876959 41.3678205, 2.1876436 41.3675418, 2.1875811 41.3675965)",2,2.5,,,,,,
885307953,876398071,0,"[499395226, 74073251, 76701684]",False,"['Passeig Mare Nostrum', 'Passeig de Joan de Borbó']",cycleway,,735.1220000000001,"LINESTRING (2.1875811 41.3675965, 2.1876436 41.3675418, 2.1876959 41.3678205, 2.1877658 41.3681371, 2.1878064 41.3683503, 2.1878492 41.3686093, 2.187871 41.3687114, 2.1880778 41.3698634, 2.1881567 41.3703062, 2.1882159 41.3703096, 2.1883011 41.37032, 2.1886206 41.3702853, 2.1887527 41.3702679, 2.188969 41.3716203, 2.1891033 41.3724195, 2.1892819 41.3735394)",2,2.5,,,,,,
911778642,4586882712,0,41381598,True,Passeig d'Isabel II,cycleway,,9.091,"LINESTRING (2.1824535 41.3812449, 2.1824458 41.3812951, 2.1824676 41.3813217)",1,2,,,,,,
911778642,5216444731,0,"[490742437, 490742439, 490742441, 490742442, 490742443, 490742444, 280405227, 490742445, 72047691, 309051292]",False,"['Carrer del Doctor Aiguader', 'Carrer de Salvador Espriu', 'Plaça de Pau Vila']",cycleway,,1270.6829999999998,"LINESTRING (2.1824535 41.3812449, 2.1827221 41.3811566, 2.1828904 41.3811363, 2.1830571 41.3811244, 2.1831459 41.3811275, 2.1832328 41.3811405, 2.1835486 41.381191, 2.184026 41.381264, 2.1840902 41.3812804, 2.1841292 41.381295, 2.1841517 41.3813034, 2.1841942 41.3813357, 2.1842311 41.3813711, 2.1842856 41.3814802, 2.1843414 41.3815522, 2.1844163 41.3816226, 2.1845784 41.3817356, 2.1846914 41.381808, 2.1847756 41.3818515, 2.1848396 41.3818915, 2.184986 41.3819399, 2.1851213 41.3820298, 2.1853059 41.3821148, 2.1853597 41.382188, 2.1854143 41.3822307, 2.185485 41.3822651, 2.1855336 41.382291, 2.1857516 41.3822829, 2.1868056 41.3827712, 2.1869622 41.3828438, 2.1883208 41.3834568, 2.1887811 41.3836699, 2.1895454 41.3840257, 2.1912407 41.3848532, 2.1915025 41.384981, 2.1919281 41.3852019, 2.1922797 41.3853967, 2.1925698 41.3855785, 2.1930093 41.3858717, 2.1932475 41.3860539, 2.1936725 41.3863895, 2.1941144 41.3867169, 2.194205 41.3867903, 2.1942848 41.3869235, 2.1943984 41.3871317, 2.1945382 41.3872675, 2.1946055 41.3873145, 2.1946411 41.3873402, 2.1946571 41.387353)",2,"['3', '2']",,,,,,
951467903,6842012526,0,241903902,False,Carrer del Comte d'Urgell,cycleway,,25.741999999999997,"LINESTRING (2.1505709 41.3881967, 2.150437 41.3881519, 2.1503186 41.388069)",2,2,,,,,,
1088518829,4908316138,0,499564890,False,Carrer de Gavà,cycleway,,5.346,"LINESTRING (2.1397409 41.3710006, 2.139696 41.3710349)",2,2,,,,,,
1126848552,3207273322,0,37017539,False,Plaça de Mossèn Jacint Verdaguer,cycleway,,18.595,"LINESTRING (2.1693728 41.3992984, 2.1693497 41.3992613, 2.1693563 41.3992241, 2.169442 41.3991629)",,2,,,,,,
1126848552,4961854647,0,"[702326809, 702326810]",False,Plaça de Mossèn Jacint Verdaguer,cycleway,,38.812,"LINESTRING (2.1693728 41.3992984, 2.1694426 41.3993527, 2.16954 41.3994249, 2.1697096 41.399539)",,2,,,,,,
1141475321,856525830,0,"[98667272, 704892973, 704892974, 137321146, 280405214]",False,,cycleway,,243.05900000000003,"LINESTRING (2.1989551 41.3890484, 2.1991151 41.3889247, 2.1992252 41.3888485, 2.1994216 41.3887102, 2.1994439 41.3886933, 2.2001868 41.3892677, 2.2003611 41.3894962, 2.2004946 41.3897384, 2.2005245 41.3899038, 2.2005471 41.3899286, 2.2006618 41.3900546)",,,,,,,,
1141475367,2765771559,0,"[490742435, 490742436, 490742438, 72047694]",False,Carrer de Salvador Espriu,cycleway,,245.915,"LINESTRING (2.1977806 41.3896861, 2.1970247 41.3891228, 2.1969118 41.3890423, 2.1968681 41.3890227, 2.1968043 41.3889776, 2.1967534 41.3889374, 2.1966947 41.388875, 2.1965975 41.3888018, 2.1961207 41.3884443, 2.1958024 41.3881834, 2.1957807 41.3881656, 2.1957426 41.3881381, 2.1957194 41.3881208, 2.1957113 41.3881148)",2,3,,,,,,
1160221179,4764968958,0,241901938,False,Carrer del Comte d'Urgell,cycleway,,124.71000000000001,"LINESTRING (2.1561806 41.3838604, 2.1563846 41.3837235, 2.1564242 41.3836932, 2.1567338 41.3834552, 2.157049 41.3832129, 2.1572358 41.3830666)",2,2,,,,,,
1160221179,1362899989,0,241901938,False,Carrer del Comte d'Urgell,cycleway,,209.275,"LINESTRING (2.1561806 41.3838604, 2.1561467 41.3838853, 2.1559441 41.3840422, 2.1559195 41.3840612, 2.1552263 41.3845808, 2.1550143 41.3847397, 2.1547725 41.3849266, 2.1545316 41.3851128, 2.1544479 41.3851751, 2.1544166 41.3851984)",2,2,,,,,,
1160221179,3207831038,0,289067598,True,Carrer del Consell de Cent,cycleway,,673.002,"LINESTRING (2.1561806 41.3838604, 2.1562544 41.3839221, 2.1564453 41.3840629, 2.1564817 41.3840897, 2.1571212 41.3845773, 2.1571463 41.3845968, 2.1573655 41.3847665, 2.1575464 41.3849032, 2.1575729 41.3849232, 2.1582679 41.3854426, 2.1582929 41.3854624, 2.1584849 41.3856148, 2.1586509 41.3857445, 2.1587025 41.3857838, 2.1590386 41.3860404, 2.1593798 41.3862989, 2.1594086 41.386318, 2.15963 41.3864669, 2.1598224 41.3866197, 2.1598432 41.3866353, 2.1605203 41.3871445, 2.160552 41.3871692, 2.1607458 41.3873198, 2.1609201 41.3874522, 2.1609686 41.3874884, 2.1616753 41.3880172, 2.1617027 41.3880374, 2.161863 41.3881553)",1,1.5,2.5,,,,,
1297445174,5393693747,0,114563665,False,Carrer de Josep Pla,cycleway,,269.6,"LINESTRING (2.2142539 41.4099277, 2.214545 41.4097061, 2.214985 41.4093584, 2.2150125 41.4093354, 2.2163152 41.4083706, 2.2163531 41.4083426, 2.2163782 41.4083232, 2.2164903 41.4082366, 2.2165232 41.4082148, 2.2165324 41.4082082)",2,2.5,,,,,,
1297445174,4563455235,0,490434718,False,Carrer de Josep Pla,cycleway,,21.846000000000004,"LINESTRING (2.2142539 41.4099277, 2.2141582 41.4099996, 2.2141165 41.410032, 2.2140714 41.4100686)",2,3,,,,,,
1297445174,5006947756,0,"[490434717, 766735967]",False,Avinguda Diagonal,cycleway,,97.97900000000001,"LINESTRING (2.2142539 41.4099277, 2.2143631 41.4099623, 2.2145381 41.4100034, 2.2146126 41.4100146, 2.2146413 41.4100425, 2.2152042 41.4102069, 2.2151732 41.4102807, 2.2151565 41.4103102)",2,3,,,,,,
1297521208,1297521240,0,"[114576784, 114576790]",True,"['Carrer de la Granja Vella', 'Avinguda del Cardenal Vidal i Barraquer']",cycleway,,387.3430000000001,"LINESTRING (2.1509788 41.4292139, 2.1509975 41.4290052, 2.150994 41.4288776, 2.1509912 41.4287751, 2.1509696 41.4285635, 2.1509292 41.4283918, 2.1508671 41.4282219, 2.1508528 41.4281923, 2.1507501 41.427979, 2.1506362 41.4277892, 2.1504811 41.4275885, 2.1503584 41.4274642, 2.1501926 41.4272792, 2.1501224 41.4271886, 2.1501026 41.4271528, 2.1500414 41.4270424, 2.1499806 41.4268625, 2.1499497 41.4267886, 2.1498938 41.4267445, 2.1497791 41.4267324, 2.1496768 41.4267653, 2.1495188 41.4268162, 2.1493435 41.4268639, 2.1491368 41.4269016, 2.1488497 41.4269468)",1,2.5,,,,,,
1297521223,1297521267,0,"[703250157, 703250158]",False,Avinguda de Martí-Codolar,cycleway,,30.989,"LINESTRING (2.1486491 41.4267375, 2.1485423 41.4267223, 2.1484565 41.4267094, 2.1484261 41.4267413, 2.1483178 41.4267853)",,,,,,,,
1297521231,1297521242,0,114576793,True,Passeig de la Vall d'Hebron,cycleway,,168.32999999999998,"LINESTRING (2.1446008 41.4287984, 2.1445804 41.4287489, 2.1445642 41.4287163, 2.1439817 41.4274588, 2.1438543 41.4274688)",1,2.5,,,,,,
1297521267,392351222,0,114576795,True,Carrer de la Granja Vella,cycleway,,244.36799999999997,"LINESTRING (2.1483178 41.4267853, 2.1482838 41.4267796, 2.1482153 41.4267735, 2.1480081 41.4266987, 2.147783 41.4266636, 2.1477803 41.4267181, 2.1474931 41.4266659, 2.146972 41.4266067, 2.1467107 41.4265862, 2.146504 41.4265787, 2.1464997 41.4266572, 2.1464623 41.4266572, 2.14599 41.4267014, 2.1456922 41.4267472, 2.1457172 41.4268043)",1,2.5,,,,,,
1297521267,1297521223,0,"[703250157, 703250158]",False,Avinguda de Martí-Codolar,cycleway,,30.988999999999997,"LINESTRING (2.1483178 41.4267853, 2.1484261 41.4267413, 2.1484565 41.4267094, 2.1485423 41.4267223, 2.1486491 41.4267375)",,,,,,,,
1297521271,1297521223,0,114576789,True,Avinguda de Martí-Codolar,cycleway,,106.63,"LINESTRING (2.1487741 41.4258125, 2.1488311 41.4260557, 2.1488263 41.4262977, 2.1487709 41.4265171, 2.1486961 41.426713, 2.1486491 41.4267375)",1,2.5,,,,,,
1297710584,3643380199,0,"[493189680, 114600307, 493189679]",False,"['Plaça de la República', ""Carrer de l'Artesania"", 'Passeig de Valldaura']",cycleway,,874.5429999999999,"LINESTRING (2.1647646 41.4392582, 2.1660488 41.4391439, 2.1662338 41.439127, 2.166363 41.4391125, 2.1681029 41.4389438, 2.1688846 41.4388493, 2.1692861 41.4388223, 2.1707888 41.438665, 2.1709962 41.4386438, 2.1711648 41.4386419, 2.1718058 41.4385762, 2.1721576 41.4385402, 2.1729465 41.4384594, 2.1733638 41.4384134, 2.1740783 41.4383355, 2.1740971 41.4384023, 2.1741296 41.4384939, 2.1741459 41.4385357, 2.1741657 41.4386, 2.1742007 41.4386007, 2.1744 41.4387349, 2.1747108 41.4387492, 2.1747746 41.4387291, 2.1748184 41.4387156)","['1', '2']","['1.5', '2.5']",,,,,,
1297744699,1297744713,0,114602257,False,Avinguda de Roma,cycleway,,256.082,"LINESTRING (2.1571953 41.3865916, 2.1571266 41.3865608, 2.1559908 41.3860659, 2.1558052 41.3859872, 2.1557704 41.3859705, 2.1556964 41.3859341, 2.1557055 41.3859071, 2.1556561 41.3858862, 2.1550323 41.3856114, 2.1545916 41.3854102)",2,2.5,,,,,,
1297744713,1297744699,0,114602257,False,Avinguda de Roma,cycleway,,256.082,"LINESTRING (2.1545916 41.3854102, 2.1550323 41.3856114, 2.1556561 41.3858862, 2.1557055 41.3859071, 2.1556964 41.3859341, 2.1557704 41.3859705, 2.1558052 41.3859872, 2.1559908 41.3860659, 2.1571266 41.3865608, 2.1571953 41.3865916)",2,2.5,,,,,,
1297790638,2128042600,0,280316236,False,,cycleway,,3.792,"LINESTRING (2.1807996 41.4589801, 2.1808433 41.4589706)",,,,,,,,
1297790638,1297790774,0,"[641995330, 641995333, 280350182, 280316237, 295009023]",False,,cycleway,,603.75,"LINESTRING (2.1807996 41.4589801, 2.1808159 41.4590485, 2.1808694 41.459147, 2.1809474 41.4592489, 2.1810989 41.4593775, 2.1813016 41.4595129, 2.1815313 41.4596665, 2.1815925 41.4597062, 2.181873 41.4598883, 2.1834362 41.4609231, 2.1843295 41.4615125, 2.1845015 41.461626, 2.1847162 41.4617677, 2.1848165 41.4618695, 2.1848967 41.4619698, 2.1849413 41.4620766, 2.1849546 41.4621769, 2.184939 41.4622829, 2.1848856 41.4623881, 2.1848053 41.4624917, 2.1846582 41.4626019, 2.1844866 41.4626971, 2.1842167 41.4628256)",,,,,yes,,,
1297790638,2128041185,0,460175472,False,,cycleway,,144.38,"LINESTRING (2.1807996 41.4589801, 2.1807681 41.4588792, 2.1807348 41.4587544, 2.1807 41.4585381, 2.1806804 41.4584898, 2.1806459 41.4584786, 2.1805312 41.4584905, 2.1805148 41.4584139, 2.1805035 41.4583526, 2.1804985 41.4583256, 2.1804892 41.4582899, 2.1804211 41.4582892, 2.1803941 41.4582794, 2.1803745 41.4582585, 2.1803633 41.4582256, 2.1803269 41.4581676, 2.1802943 41.4581249, 2.1802336 41.4580599, 2.1801879 41.4580215, 2.1801581 41.458004, 2.180145 41.4579984, 2.1800674 41.4580259)",,,,,,,,
1297790774,1297790638,0,"[641995330, 641995333, 280350182, 280316237, 295009023]",False,,cycleway,,603.7500000000001,"LINESTRING (2.1842167 41.4628256, 2.1844866 41.4626971, 2.1846582 41.4626019, 2.1848053 41.4624917, 2.1848856 41.4623881, 2.184939 41.4622829, 2.1849546 41.4621769, 2.1849413 41.4620766, 2.1848967 41.4619698, 2.1848165 41.4618695, 2.1847162 41.4617677, 2.1845015 41.461626, 2.1843295 41.4615125, 2.1834362 41.4609231, 2.181873 41.4598883, 2.1815925 41.4597062, 2.1815313 41.4596665, 2.1813016 41.4595129, 2.1810989 41.4593775, 2.1809474 41.4592489, 2.1808694 41.459147, 2.1808159 41.4590485, 2.1807996 41.4589801)",,,,,yes,,,
1297809316,1297809324,0,702326813,False,Carrer de Josep Pla,cycleway,,6.06,"LINESTRING (2.2070871 41.4154465, 2.207057 41.4153969)",2,2.5,,,,,,
1297809324,1297809316,0,702326813,False,Carrer de Josep Pla,cycleway,,6.06,"LINESTRING (2.207057 41.4153969, 2.2070871 41.4154465)",2,2.5,,,,,,
1297809324,2786421929,0,"[477373216, 114606698, 477373220, 490476262]",False,"['Carrer de Josep Pla', 'Carrer de Cantàbria']",cycleway,,655.396,"LINESTRING (2.207057 41.4153969, 2.2062297 41.4160284, 2.2053431 41.4166814, 2.2053023 41.4167148, 2.2051119 41.4168658, 2.2048661 41.4170542, 2.2047963 41.4171137, 2.2046282 41.4172384, 2.2045871 41.4172693, 2.2042698 41.4175084, 2.2041874 41.4175482, 2.2037275 41.4179068, 2.2025919 41.4187532, 2.2025172 41.4187872, 2.2015304 41.4195336, 2.2014952 41.4195557)",2,2.5,,,,,,
1297809324,7214142383,0,273062566,False,Carrer de Josep Pla,cycleway,,18.147,"LINESTRING (2.207057 41.4153969, 2.2070733 41.4153851, 2.2072135 41.4152835)",2,2.5,,,,,,
1311619516,3053404676,0,37017345,True,Avinguda Diagonal,cycleway,,116.91600000000001,"LINESTRING (2.176142 41.4008852, 2.1761162 41.4008714, 2.176071 41.4008138, 2.1750571 41.400551, 2.1749751 41.4005297, 2.1749293 41.4005225, 2.174856 41.4005119)",,,2,,,,,
1362899989,7526506317,0,232589229,False,Avinguda de Roma,cycleway,,247.43,"LINESTRING (2.1544166 41.3851984, 2.1543884 41.3851852, 2.1542147 41.385104, 2.1539368 41.3849812, 2.1530703 41.3846054, 2.1519564 41.3841257, 2.1518389 41.3841068)",2,2.5,,,,,,
1362899989,1160221179,0,241901938,False,Carrer del Comte d'Urgell,cycleway,,209.27499999999998,"LINESTRING (2.1544166 41.3851984, 2.1544479 41.3851751, 2.1545316 41.3851128, 2.1547725 41.3849266, 2.1550143 41.3847397, 2.1552263 41.3845808, 2.1559195 41.3840612, 2.1559441 41.3840422, 2.1561467 41.3838853, 2.1561806 41.3838604)",2,2,,,,,,
1362899989,7526506308,0,493086071,False,Carrer del Comte d'Urgell,cycleway,,67.29100000000001,"LINESTRING (2.1544166 41.3851984, 2.1539947 41.3855179, 2.1538848 41.3856015, 2.1538492 41.3856285)",2,2,,,,,,
1377225818,5264394422,0,544617970,True,Plaça del Cinc d'Oros,cycleway,,37.768,"LINESTRING (2.1599422 41.3964112, 2.1599084 41.3964618, 2.159869 41.3965204, 2.1598381 41.3965762, 2.1597916 41.3966646, 2.15974 41.396713)",1,1.5,,,,,,
1377225818,1864143487,0,709075299,True,Plaça del Cinc d'Oros,cycleway,,23.214,"LINESTRING (2.1599422 41.3964112, 2.1600548 41.3964358, 2.1600748 41.3964597, 2.1600556 41.3964985, 2.1600418 41.3965181, 2.1600327 41.3965463)",1,2.5,2.5,,,,,
1377225873,4235640505,0,424088413,True,,cycleway,,2.803,"LINESTRING (2.1590981 41.3963234, 2.1591249 41.3963082)",,,2.5,,,,,
1377225873,1377225818,0,"[732293513, 424088414]",True,Plaça del Cinc d'Oros,cycleway,,74.333,"LINESTRING (2.1590981 41.3963234, 2.159295 41.3963743, 2.1593364 41.3963597, 2.1594271 41.3963278, 2.159467 41.3963184, 2.1594941 41.3963132, 2.1595929 41.3963353, 2.1597249 41.3963656, 2.1598621 41.3963993, 2.1599422 41.3964112)",1,2.5,2.5,,,,,
