u,v,key,osmid,oneway,lanes,name,highway,maxspeed,length,geometry,ref,bridge,access,junction,tunnel,service,width
687885,3471422225,0,167982047,False,1,Lersø Parkallé,tertiary,60,66.866,"LINESTRING (12.5550656 55.7101014, 12.5544562 55.7105951)",,,,,,,
687885,1659103412,0,167982047,False,1,Lersø Parkallé,tertiary,60,37.972,"LINESTRING (12.5550656 55.7101014, 12.555327 55.7097933)",,,,,,,
687886,3632503174,0,2800202,False,,Lersø Parkallé,tertiary,60,18.032,"LINESTRING (12.5530765 55.7114159, 12.5528821 55.7115355)",,,,,,,
687886,12731085,0,4319149,False,,Lersø Parkallé,tertiary,60,83.661,"LINESTRING (12.5530765 55.7114159, 12.5540059 55.7108756)",,,,,,,
687887,1787652839,0,2800202,False,,Lersø Parkallé,tertiary,60,94.088,"LINESTRING (12.5510138 55.7126643, 12.5499926 55.7132848)",,,,,,,
687887,26154491,0,2800202,False,,Lersø Parkallé,tertiary,60,59.887,"LINESTRING (12.5510138 55.7126643, 12.5516763 55.712276)",,,,,,,
697520,3221718952,0,148895934,False,,Ove Arups Vej,tertiary,50,11.197,"LINESTRING (12.5746409 55.6264213, 12.5746416 55.6263206)",,,,,,,
697520,5575903389,0,148895934,False,,Ove Arups Vej,tertiary,50,23.219,"LINESTRING (12.5746409 55.6264213, 12.5746374 55.6266301)",,,,,,,
697525,6136218794,0,47256244,False,,C.F. Møllers Allé,residential,,58.125,"LINESTRING (12.5739631 55.6357617, 12.5748624 55.6356369)",,,,,,,
697525,411807254,0,742682187,False,,C.F. Møllers Allé,residential,,14.303,"LINESTRING (12.5739631 55.6357617, 12.5737415 55.6357917)",,,,,,,
697528,559994824,0,8137360,False,,Edvard Thomsens Vej,residential,,11.053,"LINESTRING (12.5779587 55.6313783, 12.5779995 55.631475)",,,,,,,
697538,7028550826,0,330915991,False,2,Reventlowsgade,tertiary,50,42.512,"LINESTRING (12.5635838 55.6724284, 12.5633078 55.6727776)",,,,,,,
697547,3207917520,0,4373501,False,3,Stormgade,tertiary,50,18.82,"LINESTRING (12.5722541 55.6736517, 12.5723997 55.6737997)",,,,,,,
697547,298629940,0,201983348,False,4,Tietgensgade,tertiary,50,17.829,"LINESTRING (12.5722541 55.6736517, 12.5721055 55.673515)",,,,,,,
697775,3100571356,0,1694119,False,3,Nørregade,residential,,6.008,"LINESTRING (12.5708401 55.6824813, 12.5708182 55.6825339)",,,,,,,
697791,7217654,0,161641203,False,,Vester Voldgade,residential,,20.822,"LINESTRING (12.5685361 55.6767371, 12.5682653 55.6768455)",,,,,,,
697795,3103968590,0,149756673,False,2,Vester Voldgade,residential,,9.459,"LINESTRING (12.5717677 55.6751012, 12.5716546 55.6751575)",,,,,,,
697795,4888144722,0,168171711,False,2,Vester Voldgade,residential,,60.003,"LINESTRING (12.5717677 55.6751012, 12.5724676 55.6747332)",,,,,,,
697797,3207917520,0,4373501,False,3,Stormgade,tertiary,50,80.625,"LINESTRING (12.5730421 55.6744278, 12.5723997 55.6737997)",,,,,,,
697797,3208181882,0,114788529,False,3,Stormgade,tertiary,50,10.596,"LINESTRING (12.5730421 55.6744278, 12.5731548 55.6744988)",,,,,,,
697797,3208181902,0,497221832,False,3,Vester Voldgade,residential,,20.56,"LINESTRING (12.5730421 55.6744278, 12.5728053 55.6745557)",,,,,,,
697799,3824331004,0,4373502,False,4,Stormgade,tertiary,50,7.474,"LINESTRING (12.5756717 55.6754893, 12.5757667 55.6755299)",,yes,,,,,
697799,2760235862,0,497225080,False,3,Stormgade,tertiary,50,11.253,"LINESTRING (12.5756717 55.6754893, 12.5755255 55.6754306)",,,,,,,
697803,257790035,0,1880407,False,2,Vindebrogade,tertiary,50,46.234,"LINESTRING (12.5780261 55.6769314, 12.5786647 55.6771393)",,,,,,,
697803,4429087490,0,1880407,False,2,Vindebrogade,tertiary,50,15.457,"LINESTRING (12.5780261 55.6769314, 12.577829 55.6768479)",,,,,,,
697811,3824331014,0,4373503,False,4,Holmens Bro,secondary,,18.786,"LINESTRING (12.5823665 55.6765571, 12.5825604 55.6766859)",,yes,,,,,
697813,5225078743,0,1521728,False,4,Holmens Kanal,secondary,50,7.653,"LINESTRING (12.5826281 55.6767309, 12.5827317 55.6767673)",,,,,,,
697813,3824331014,0,4373503,False,4,Holmens Bro,secondary,,6.562,"LINESTRING (12.5826281 55.6767309, 12.5825604 55.6766859)",,yes,,,,,
697814,5225078743,0,1521728,False,4,Holmens Kanal,secondary,50,17.779,"LINESTRING (12.5829825 55.6768419, 12.5827317 55.6767673)",,,,,,,
697814,5693383773,0,497246307,False,4,Holmens Kanal,secondary,50,39.055,"LINESTRING (12.5829825 55.6768419, 12.583546 55.6769916)",,,,,,,
698019,286577815,0,45707897,False,4,Øster Voldgade,tertiary,50,31.95,"LINESTRING (12.5767563 55.6866372, 12.5771457 55.6868226)",,,,,,,
698027,300371898,0,27413454,False,3,Grønningen,primary,50,59.02,"LINESTRING (12.591029 55.6890894, 12.590475 55.6895186)",O2,,,,,,
698027,24996840,0,27413454,False,3,Grønningen,primary,50,57.649,"LINESTRING (12.591029 55.6890894, 12.591576 55.6886726)",O2,,,,,,
698029,6726824634,0,27413454,False,3,Grønningen,primary,50,17.113,"LINESTRING (12.5928421 55.6876112, 12.5926924 55.6877399)",O2,,,,,,
698030,1680461786,0,36522890,True,2,Bredgade,primary,50,3.345,"LINESTRING (12.589178 55.6830399, 12.5892004 55.6830672)",O2,,,,,,
698032,2206895602,0,36522890,True,2,Bredgade,primary,50,9.304,"LINESTRING (12.5905435 55.6847009, 12.5906093 55.6847759)",O2,,,,,,
698646,4945321636,0,713734618,False,2,Klaksvigsgade,residential,,10.113,"LINESTRING (12.5823799 55.6685247, 12.5822864 55.6684506)",,,,,,,
698650,444969539,0,502207787,False,4,Ved Stadsgraven,tertiary,50,85.797,"LINESTRING (12.5938658 55.6681219, 12.5951915 55.6683125)",,,,,,,
698650,1040031656,0,502207787,False,4,Ved Stadsgraven,tertiary,50,131.062,"LINESTRING (12.5938658 55.6681219, 12.5918422 55.6678274)",,,,,,,
698653,445000984,0,45893488,False,4,Torvegade,tertiary,50,13.912,"LINESTRING (12.5963728 55.6686324, 12.5962838 55.668747)",,,,,,,
698653,4945409409,0,504368541,False,3,Amagerbrogade,tertiary,50,8.079,"LINESTRING (12.5963728 55.6686324, 12.5964278 55.6685667)",,,,,,,
698656,4888390237,0,496751398,False,2,Kløvermarksvej,tertiary,50,7.935,"LINESTRING (12.6004484 55.6687695, 12.6004221 55.6686997)",,,,,,,
698656,4945410548,0,497246133,False,3,Kløvermarksvej,tertiary,50,5.837,"LINESTRING (12.6004484 55.6687695, 12.6004681 55.6688208)",,,,,,,
698659,1483299267,0,262406523,False,2,Uplandsgade,tertiary,50,26.566,"LINESTRING (12.6069 55.66914, 12.607293 55.6692292)",,,,,,,
698659,2680787066,0,262406523,False,2,Uplandsgade,tertiary,50,31.332,"LINESTRING (12.6069 55.66914, 12.6064427 55.6690265)",,,,,,,
698660,335909826,0,262406523,False,2,Uplandsgade,tertiary,50,41.689,"LINESTRING (12.6095213 55.6695173, 12.6101838 55.6695484)",,,,,,,
698660,6402556959,0,262406523,False,2,Uplandsgade,tertiary,50,27.839,"LINESTRING (12.6095213 55.6695173, 12.6090819 55.6694816)",,,,,,,
698661,366513525,0,262406523,False,2,Uplandsgade,tertiary,50,381.026,"LINESTRING (12.6123139 55.6694681, 12.6183037 55.6688932)",,,,,,,
698661,3358026158,0,262406523,False,2,Uplandsgade,tertiary,50,52.689,"LINESTRING (12.6123139 55.6694681, 12.6114806 55.6695287)",,,,,,,
698663,3358026157,0,2374134,False,3,Prags Boulevard,tertiary,50,27.196,"LINESTRING (12.618912 55.6689088, 12.6193361 55.6689599)",,,,,,,
698663,2162804231,0,497250039,False,4,Uplandsgade,tertiary,50,20.069,"LINESTRING (12.618912 55.6689088, 12.618593 55.6688944)",,,,,,,
698665,4717073273,0,502208448,False,,Vermlandsgade,tertiary,50,30.883,"LINESTRING (12.6117874 55.6670813, 12.6119874 55.6668275)",,,,,,,
698671,4945321622,0,161848622,False,,Amagerfælledvej,tertiary,50,9.102,"LINESTRING (12.5950069 55.6664799, 12.5949848 55.666399)",,,,,,,
698671,1234226326,0,161848623,False,,Amagerfælledvej,tertiary,50,6.963,"LINESTRING (12.5950069 55.6664799, 12.5950381 55.66654)",,,,,,,
698672,6805490399,0,1700207,False,,Njalsgade,tertiary,50,8.723,"LINESTRING (12.5939769 55.6630074, 12.5938405 55.6630227)",,,,,,,
698672,6805490405,0,26178096,False,,Sundholmsvej,tertiary,50,10.158,"LINESTRING (12.5939769 55.6630074, 12.5941273 55.6629735)",,,,,,,
698672,6805490402,0,129370597,False,2,Amagerfælledvej,tertiary,50,11.016,"LINESTRING (12.5939769 55.6630074, 12.5939478 55.6629097)",,,,,,,
698672,6805490396,0,161848622,False,,Amagerfælledvej,tertiary,50,10.88,"LINESTRING (12.5939769 55.6630074, 12.5940104 55.6631034)",,,,,,,
698675,278783404,0,497240801,False,2,Prøvestensbroen,tertiary,50,89.345,"LINESTRING (12.6302969 55.6707774, 12.6317031 55.6709067)",,,,,,,
698675,1356867925,0,497240801,False,2,Prøvestensbroen,tertiary,50,226.162,"LINESTRING (12.6302969 55.6707774, 12.6267442 55.6704272)",,,,,,,
698676,4641493396,0,497240801,False,2,Prøvestensbroen,tertiary,50,22.58,"LINESTRING (12.6323929 55.6710198, 12.6327101 55.6711159)",,,,,,,
698676,2162804237,0,497240801,False,2,Prøvestensbroen,tertiary,50,22.575,"LINESTRING (12.6323929 55.6710198, 12.6320551 55.6709496)",,,,,,,
698678,2162804233,0,497240801,False,2,Prøvestensbroen,tertiary,50,22.419,"LINESTRING (12.6336534 55.6717107, 12.6337866 55.6718978)",,,,,,,
698678,4641493398,0,497240801,False,2,Prøvestensbroen,tertiary,50,22.408,"LINESTRING (12.6336534 55.6717107, 12.6334756 55.6715359)",,,,,,,
698679,2162804233,0,497240801,False,2,Prøvestensbroen,tertiary,50,22.408,"LINESTRING (12.6338726 55.6720934, 12.6337866 55.6718978)",,,,,,,
698680,8078322,0,497017397,False,2,Røde Mellemvej,tertiary,50,13.042,"LINESTRING (12.5914661 55.6425461, 12.5914406 55.6424297)",,,,,,,
698680,1573491331,0,742687160,False,2,Røde Mellemvej,tertiary,50,10.758,"LINESTRING (12.5914661 55.6425461, 12.5914783 55.6426426)",,,,,,,
698683,4959696315,0,143792491,False,2,Røde Mellemvej,tertiary,50,11.106,"LINESTRING (12.5942101 55.6549506, 12.5941867 55.6548516)",,,,,,,
698683,1311985268,0,161964141,False,2,Amagerfælledvej,tertiary,50,16.304,"LINESTRING (12.5942101 55.6549506, 12.5941715 55.6550956)",,,,,,,
698683,4959696314,0,502198713,False,2,Grønjordsvej,tertiary,50,16.702,"LINESTRING (12.5942101 55.6549506, 12.5939439 55.6549483)",,,,,,,
701688,5319172329,0,335874154,False,,Allingvej,tertiary,50,13.924,"LINESTRING (12.469638 55.651418, 12.4694262 55.6513806)",,,,,,,
701688,4311806393,0,335874154,False,,Allingvej,tertiary,50,92.105,"LINESTRING (12.469638 55.651418, 12.4710689 55.6516032)",,,,,,,
701694,2210438722,0,335874154,False,,Allingvej,tertiary,50,9.859,"LINESTRING (12.4751509 55.6521205, 12.4749963 55.6521046)",,,,,,,
701696,701697,0,26482160,False,,Hvidovrevej,tertiary,50,35.024,"LINESTRING (12.4771827 55.6502658, 12.4774666 55.6499946)",,,,,,,
701696,4688391742,0,475011551,True,,Hvidovrevej,tertiary,40,26.144,"LINESTRING (12.4771827 55.6502658, 12.4769953 55.6504758)",,,,,,,
701697,701696,0,26482160,False,,Hvidovrevej,tertiary,50,35.024,"LINESTRING (12.4774666 55.6499946, 12.4771827 55.6502658)",,,,,,,
701697,1577574696,0,26482160,False,,Hvidovrevej,tertiary,50,26.248,"LINESTRING (12.4774666 55.6499946, 12.4776279 55.6497768)",,,,,,,
701698,266329129,0,475000074,False,,Hvidovrevej,tertiary,50,22.471,"LINESTRING (12.4781874 55.6478229, 12.4782262 55.647622)",,,,,,,
701698,2210444153,0,475244336,False,,Hvidovrevej,tertiary,50,29.746,"LINESTRING (12.4781874 55.6478229, 12.4781266 55.6480882)",,,,,,,
701701,2210444149,0,226922637,False,,Hvidovrevej,tertiary,50,56.883,"LINESTRING (12.4782481 55.6440437, 12.4782346 55.6445552)",,,,,,,
701701,267217205,0,226922637,False,,Hvidovrevej,tertiary,50,9.849,"LINESTRING (12.4782481 55.6440437, 12.4782545 55.6439552)",,,,,,,
701707,282250424,0,226922637,False,,Hvidovrevej,tertiary,50,15.059,"LINESTRING (12.4792927 55.6388779, 12.4792605 55.6390121)",,,,,,,
701707,5259853776,0,226922637,False,,Hvidovrevej,tertiary,50,38.09,"LINESTRING (12.4792927 55.6388779, 12.4793976 55.6385405)",,,,,,,
701708,2210458118,0,226984945,False,2,Brostykkevej,tertiary,50,16.188,"LINESTRING (12.4795812 55.6377699, 12.4798337 55.6377996)",,,,,,,
701708,2210458107,0,226984945,False,2,Brostykkevej,tertiary,50,14.205,"LINESTRING (12.4795812 55.6377699, 12.4793619 55.6377383)",,,,,,,
701708,2210458088,0,475350648,False,,Hvidovrevej,tertiary,50,14.109,"LINESTRING (12.4795812 55.6377699, 12.4795562 55.637896)",,,,,,,
701708,2210458092,0,475350649,False,,Hvidovrevej,tertiary,50,14.962,"LINESTRING (12.4795812 55.6377699, 12.4796065 55.6376361)",,,,,,,
701710,266578912,0,475350650,False,,Hvidovrevej,tertiary,50,90.55,"LINESTRING (12.4805404 55.6334391, 12.4803459 55.634246)",,,,,,,
701710,2701616918,0,475350650,False,,Hvidovrevej,tertiary,50,152.03,"LINESTRING (12.4805404 55.6334391, 12.480865 55.6320842)",,,,,,,
705281,1640190832,0,30751268,False,,H.C. Ørsteds Vej,tertiary,50,20.918,"LINESTRING (12.5475348 55.6788341, 12.5474184 55.6786578)",,,,,,,
705281,1062975251,0,30751268,False,,H.C. Ørsteds Vej,tertiary,50,13.659,"LINESTRING (12.5475348 55.6788341, 12.5476109 55.6789492)",,,,,,,
706815,1331044361,0,36522887,False,2,Gothersgade,tertiary,50,9.909,"LINESTRING (12.580712 55.682674, 12.5805852 55.6827272)",,,,,,,
706848,2226046457,0,1694123,False,3,Gothersgade,tertiary,50,11.26,"LINESTRING (12.5658452 55.6865767, 12.5660069 55.6865326)",,,,,,,
706848,298518054,0,1694123,False,3,Gothersgade,tertiary,50,11.86,"LINESTRING (12.5658452 55.6865767, 12.5656802 55.6866289)",,,,,,,
714838,3374578,0,682270696,False,2,Bredevej,tertiary,50,48.539,"LINESTRING (12.4870797 55.7919147, 12.4863635 55.7917461)",,,,,,,
714838,2085505116,0,682270696,False,2,Bredevej,tertiary,50,6.978,"LINESTRING (12.4870797 55.7919147, 12.4871755 55.7919469)",,,,,,,
714839,277282818,0,682270696,False,2,Bredevej,tertiary,50,32.351,"LINESTRING (12.4889437 55.7927435, 12.4885501 55.7925546)",,,,,,,
714839,277289321,0,682270696,False,2,Bredevej,tertiary,50,20.969,"LINESTRING (12.4889437 55.7927435, 12.4892168 55.792853)",,,,,,,
714856,6389264813,0,290407725,False,2,Bredevej,tertiary,50,40.243,"LINESTRING (12.4925903 55.7936231, 12.4919874 55.7934962)",,,,,,,
714856,306580627,0,290407725,False,2,Bredevej,tertiary,50,15.793,"LINESTRING (12.4925903 55.7936231, 12.492812 55.7936912)",,,,,,,
724818,4583901509,0,37978799,False,2,Falkoner Alle,tertiary,50,10.883,"LINESTRING (12.5335152 55.6791527, 12.5334884 55.679056)",,,,,,,
724818,4583901507,0,237353955,False,2,Falkoner Alle,tertiary,50,10.679,"LINESTRING (12.5335152 55.6791527, 12.5335402 55.6792477)",,,,,,,
724818,4583901508,0,237353970,False,,Howitzvej,residential,40,14.948,"LINESTRING (12.5335152 55.6791527, 12.5332822 55.6791812)",,,,,,,
725111,277057753,0,79639376,True,1,Vesterbrogade,tertiary,50,11.476,"LINESTRING (12.5518913 55.6726958, 12.5517109 55.6727132)",,,,,,,
725113,2405293265,0,161635688,True,1,Vesterbrogade,tertiary,50,12.257,"LINESTRING (12.5497241 55.6726039, 12.5495423 55.6725634)",,,,,,,
725128,4876445704,0,24211,False,2,Enghavevej,tertiary,50,3.771,"LINESTRING (12.545661 55.6715736, 12.5456974 55.6715466)",,,,,,,
725128,3416213702,0,114692860,True,1,Vesterbrogade,tertiary,50,52.535,"LINESTRING (12.545661 55.6715736, 12.5448945 55.6713829)",,,,,,,
725161,5570894141,0,161636861,False,2,Vesterbrogade,tertiary,50,8.2,"LINESTRING (12.5572867 55.6726332, 12.5571646 55.6726068)",,,,,,,
725161,4887940493,0,497199242,True,1,Vesterbrogade,tertiary,50,8.596,"LINESTRING (12.5572867 55.6726332, 12.5574236 55.6726372)",,,,,,,
726094,1637594564,0,114788727,False,2,H.C. Ørsteds Vej,tertiary,50,30.912,"LINESTRING (12.5506609 55.6833713, 12.5504695 55.6831151)",,,,,,,
726094,1637594586,0,114788727,False,2,H.C. Ørsteds Vej,tertiary,50,35.003,"LINESTRING (12.5506609 55.6833713, 12.5508686 55.6836635)",,,,,,,
726145,1636197159,0,42404324,False,4,H.C. Ørsteds Vej,tertiary,50,34.97,"LINESTRING (12.5500927 55.6825638, 12.5498842 55.6822721)",,,,,,,
726145,6900335993,0,127497088,False,2,Rosenørns Alle,tertiary,50,32.995,"LINESTRING (12.5500927 55.6825638, 12.5505816 55.6824539)",,,,,,,
726145,1635551077,0,237352555,False,3,Rosenørns Alle,tertiary,50,27.59,"LINESTRING (12.5500927 55.6825638, 12.549688 55.6826613)",,,,,,,
726145,6882230756,0,496978617,False,3,H.C. Ørsteds Vej,tertiary,50,29.268,"LINESTRING (12.5500927 55.6825638, 12.5502606 55.6828094)",,,,,,,
726544,271805980,0,237353955,False,2,Falkoner Alle,tertiary,50,43.871,"LINESTRING (12.5339937 55.6806763, 12.5341351 55.6810627)",,,,,,,
726544,1624444297,0,237353955,False,2,Falkoner Alle,tertiary,50,41.409,"LINESTRING (12.5339937 55.6806763, 12.5338746 55.68031)",,,,,,,
726570,287508840,0,33789781,False,2,Falkoner Alle,tertiary,50,22.221,"LINESTRING (12.5362047 55.6832025, 12.5363961 55.6833707)",,,,,,,
726570,296366308,0,79519077,False,2,Falkoner Alle,tertiary,50,30.773,"LINESTRING (12.5362047 55.6832025, 12.5359412 55.682969)",,,,,,,
726572,726588,0,134294206,False,2,Falkoner Alle,tertiary,50,74.317,"LINESTRING (12.5385919 55.6852898, 12.5379519 55.6847272)",,,,,,,
726572,4886221180,0,162922933,False,3,Falkoner Alle,tertiary,50,40.514,"LINESTRING (12.5385919 55.6852898, 12.5389355 55.6855984)",,,,,,,
726572,6920414872,0,496993307,False,5,Godthåbsvej,tertiary,50,37.363,"LINESTRING (12.5385919 55.6852898, 12.5380467 55.6854256)",,,,,,,
726572,6925052356,0,497002200,False,3,Rolighedsvej,tertiary,50,40.4,"LINESTRING (12.5385919 55.6852898, 12.5391913 55.6851563)",,,,,,,
726587,1621311027,0,134294206,False,2,Falkoner Alle,tertiary,50,1.479,"LINESTRING (12.5372496 55.6841299, 12.5372626 55.684141)",,,,,,,
726587,1621310993,0,134294206,False,2,Falkoner Alle,tertiary,50,39.478,"LINESTRING (12.5372496 55.6841299, 12.5369165 55.6838286)",,,,,,,
726588,726572,0,134294206,False,2,Falkoner Alle,tertiary,50,74.317,"LINESTRING (12.5379519 55.6847272, 12.5385919 55.6852898)",,,,,,,
726588,7786968,0,134294206,False,2,Falkoner Alle,tertiary,50,11.446,"LINESTRING (12.5379519 55.6847272, 12.5378497 55.6846419)",,,,,,,
779048,5760636628,0,4326306,False,2,Maglemosevej,tertiary,50,8.89,"LINESTRING (12.5767978 55.744987, 12.5769063 55.7449354)",,,,,,,
779048,2093979889,0,4326306,False,2,Maglemosevej,tertiary,50,90.866,"LINESTRING (12.5767978 55.744987, 12.575689 55.7455145)",,,,,,,
781050,1638357233,0,30751268,False,,H.C. Ørsteds Vej,tertiary,50,12.365,"LINESTRING (12.5473006 55.6784861, 12.5472294 55.6783824)",,,,,,,
781050,1638350064,0,30751268,False,,H.C. Ørsteds Vej,tertiary,50,2.277,"LINESTRING (12.5473006 55.6784861, 12.5473137 55.6785052)",,,,,,,
781053,1635849657,0,8120340,False,,Bülowsvej,residential,40,15.789,"LINESTRING (12.5428615 55.6794923, 12.5429201 55.6796304)",,,,,,,
781053,1635849659,0,8120340,False,,Bülowsvej,residential,40,18.351,"LINESTRING (12.5428615 55.6794923, 12.5427941 55.6793317)",,,,,,,
781055,1062975424,0,8120340,False,,Bülowsvej,residential,40,18.845,"LINESTRING (12.5431602 55.680145, 12.5432339 55.6803093)",,,,,,,
781055,1635849657,0,8120340,False,,Bülowsvej,residential,40,59.168,"LINESTRING (12.5431602 55.680145, 12.5429201 55.6796304)",,,,,,,
781056,706670404,0,8120340,False,,Bülowsvej,residential,40,8.881,"LINESTRING (12.5440306 55.6812325, 12.5439682 55.6811608)",,,,,,,
781056,1635064892,0,78456670,False,,Thorvaldsensvej,residential,50,51.727,"LINESTRING (12.5440306 55.6812325, 12.5447994 55.6810636)",,,,,,,
781056,1635112163,0,237353946,False,2,Bülowsvej,residential,40,33.035,"LINESTRING (12.5440306 55.6812325, 12.5442477 55.6815032)",,,,,,,
781057,2051878463,0,78456670,False,,Thorvaldsensvej,residential,50,10.143,"LINESTRING (12.5452985 55.6809507, 12.5454487 55.6809168)",,,,,,,
781057,1635064934,0,78456670,False,,Thorvaldsensvej,residential,50,24.596,"LINESTRING (12.5452985 55.6809507, 12.5449344 55.6810331)",,,,,,,
781061,1062975236,0,78456670,False,,Thorvaldsensvej,residential,50,34.52,"LINESTRING (12.5465256 55.6806736, 12.5470341 55.6805545)",,,,,,,
781061,1635064901,0,78456670,False,,Thorvaldsensvej,residential,50,25.596,"LINESTRING (12.5465256 55.6806736, 12.5461466 55.6807592)",,,,,,,
781063,287508566,0,30751268,False,,H.C. Ørsteds Vej,tertiary,50,33.532,"LINESTRING (12.5484526 55.6801894, 12.5482884 55.6799024)",,,,,,,
781063,1062975391,0,78456670,False,,Thorvaldsensvej,residential,50,5.131,"LINESTRING (12.5484526 55.6801894, 12.5484067 55.6802276)",,,,,,,
781063,814208,0,497002196,False,2,H.C. Ørsteds Vej,tertiary,50,49.017,"LINESTRING (12.5484526 55.6801894, 12.5487407 55.6805992)",,,,,,,
781063,1062975192,0,689018203,False,,Danasvej,residential,,28.356,"LINESTRING (12.5484526 55.6801894, 12.5485799 55.6799447)",,,,,,,
781542,1620517907,0,496981127,False,2,Falkoner Alle,tertiary,50,26.544,"LINESTRING (12.5401915 55.6867173, 12.5404191 55.6869186)",,,,,,,
781542,454554824,0,496981127,False,2,Falkoner Alle,tertiary,50,30.397,"LINESTRING (12.5401915 55.6867173, 12.5399308 55.6864868)",,,,,,,
781544,4411310572,0,2351478,True,3,Ågade,tertiary,60,37.776,"LINESTRING (12.5414449 55.6878037, 12.5410903 55.6880784)",,,,,,,
781544,298527246,0,57984016,False,2,Falkoner Alle,tertiary,50,14.882,"LINESTRING (12.5414449 55.6878037, 12.5413112 55.6876931)",,,,,,,
781544,7646323,0,162847711,False,,Jagtvej,tertiary,50,64.261,"LINESTRING (12.5414449 55.6878037, 12.5419879 55.6882939)",,,,,,,
781548,8225581,0,56247601,False,,Jagtvej,tertiary,50,75.129,"LINESTRING (12.5472815 55.6929991, 12.5466351 55.6924301)",,,,,,,
