u,v,key,osmid,oneway,lanes,highway,maxspeed,length,geometry,name,access,bridge,est_width,junction,service,width,tunnel
31774655,1302785548,0,285857308,True,,residential,30,17.533,"LINESTRING (9.177662400000001 45.4785429, 9.1777107 45.4786969)",Piazza Santissima Trinità,,,,,,,
31774772,1652183466,0,31925995,True,,residential,30,1.937,"LINESTRING (9.179556099999999 45.480507, 9.1795317 45.4805037)",Via Giuseppe Giusti,,,,,,,
31774775,527896774,0,26838791,True,,unclassified,30,9.16,"LINESTRING (9.1747139 45.4812794, 9.1747043 45.4813615)",Via Aleardo Aleardi,,,,,,,
31774775,2659271359,0,275209602,True,,service,30,5.632,"LINESTRING (9.1747139 45.4812794, 9.1746418 45.4812762)",Via Paolo Sarpi,destination,,,,,,
31774946,1902359288,0,275209599,True,1,residential,30,7.538,"LINESTRING (9.176103599999999 45.4800345, 9.176008599999999 45.4800219)",Via Giuseppe Giusti,,,,,,,
31823032,6017276204,0,275209588,True,1,residential,30,6.834,"LINESTRING (9.1748843 45.4798731, 9.1748779 45.4799344)",Via Antonio Rosmini,yes,,,,,,
31823032,6017276207,0,275209598,True,1,residential,30,5.425,"LINESTRING (9.1748843 45.4798731, 9.174816 45.4798638)",Via Giuseppe Giusti,,,,,,,
31823037,3686995784,0,275209595,True,,residential,30,5.168,"LINESTRING (9.1774223 45.4802144, 9.177429500000001 45.4801682)",Via Giovanni Battista Niccolini,,,,,,,
31823037,3686979592,0,275209596,True,1,residential,30,4.758,"LINESTRING (9.1774223 45.4802144, 9.1773624 45.4802062)",Via Giuseppe Giusti,,,,,,,
31875517,6017276123,0,275209589,True,1,unclassified,30,6.524,"LINESTRING (9.174784799999999 45.4806294, 9.174778399999999 45.4806879)",Via Antonio Rosmini,yes,,,,,,
31875517,6017276122,0,275209592,True,1,residential,30,4.796,"LINESTRING (9.174784799999999 45.4806294, 9.174846000000001 45.4806338)",Via Giordano Bruno,,,,,,,
33197630,4084960446,0,272652897,True,,residential,30,5.574,"LINESTRING (9.190137 45.4751312, 9.1902075 45.4751229)",Via Montebello,,,,,,,
33197799,1984390169,0,23331001,True,,residential,30,7.341,"LINESTRING (9.1882131 45.478189, 9.1883053 45.4781756)",Via Castelfidardo,,,,,,,
35080726,1302782514,0,285282346,True,,residential,30,3.837,"LINESTRING (9.169499200000001 45.4757872, 9.1695001 45.4757527)",Piazza dei Volontari,,,,roundabout,,,
35080730,3140735281,0,285282348,True,,residential,30,34.706,"LINESTRING (9.1700511 45.4758497, 9.1696063 45.4758615)",Piazza dei Volontari,,,,roundabout,,,
35080732,435117594,0,285282342,True,,residential,30,1.568,"LINESTRING (9.1701496 45.4758044, 9.170150100000001 45.4758185)",Piazza dei Volontari,,,,roundabout,,,
35080733,5515794743,0,188280037,True,1,residential,30,76.017,"LINESTRING (9.1712273 45.4757385, 9.170253199999999 45.4757668)",Via Abbondio Sangiorgio,,,,,,,
35080735,1938525655,0,5110232,True,1,residential,30,2.385,"LINESTRING (9.1711019 45.4748124, 9.171079499999999 45.474827)",Via Francesco Domenico Guerrazzi,,,,,,,
35080736,3140735261,0,285282344,True,,residential,30,3.448,"LINESTRING (9.1695648 45.4757116, 9.1696089 45.4757093)",Piazza dei Volontari,,,,roundabout,,,
35080737,5515794750,0,5110233,True,1,residential,30,21.392,"LINESTRING (9.1686949 45.4750277, 9.168902599999999 45.4751534)",Via Giuseppe Francesco Piermarini,,,,,,,
35081142,3476592194,0,102464581,True,,residential,30,5.941,"LINESTRING (9.2020228 45.4693722, 9.201947499999999 45.4693641)",Via Clara Maffei,,,,,,,
53720390,5033959456,0,273717302,True,1,residential,30,17.066,"LINESTRING (9.1819714 45.4640194, 9.182059799999999 45.463879)",Via Borromei,,,,,,,
53720612,3478807988,0,273717304,True,1,residential,20,26.133,"LINESTRING (9.180863 45.463024, 9.1809519 45.4627974)",Via Morigi,,,,,,,
53763198,2714745663,0,267037699,True,1,residential,30,4.402,"LINESTRING (9.188539199999999 45.4852835, 9.188482799999999 45.4852816)",Via Gaetano De Castillia,,,,,,,
53763202,53763198,0,267037699,True,1,residential,30,32.018,"LINESTRING (9.188943099999999 45.4853357, 9.188539199999999 45.4852835)",Via Gaetano De Castillia,,,,,,,
78420295,4894424385,0,497946558,False,,service,10,18.889,"LINESTRING (9.1601333 45.5116228, 9.160361399999999 45.5115653)",,,,,,parking_aisle,,
88204193,4322719714,0,162619123,False,,residential,30,11.686,"LINESTRING (9.207704400000001 45.5134048, 9.207815500000001 45.5134754)",Via Alessandro Tassoni,private,,,,,,
88204193,3803737473,0,162619123,False,,residential,30,30.015,"LINESTRING (9.207704400000001 45.5134048, 9.2074335 45.5132129)",Via Alessandro Tassoni,private,,,,,,
88204205,2701500911,0,162619132,False,,residential,30,6.655,"LINESTRING (9.209748100000001 45.5136653, 9.2097946 45.5137155)",Via Franco Sacchetti,private,,,,,,
88204205,2701500909,0,264470742,False,,residential,30,7.551,"LINESTRING (9.209748100000001 45.5136653, 9.209673799999999 45.5136217)",Via Franco Sacchetti,private,,,,,,
88204211,2701500907,0,264470742,False,,residential,30,11.735,"LINESTRING (9.2094589 45.5133373, 9.2094778 45.513442)",Via Franco Sacchetti,private,,,,,,
88204211,2701500899,0,264470742,False,,residential,30,6.353,"LINESTRING (9.2094589 45.5133373, 9.209421600000001 45.5132865)",Via Franco Sacchetti,private,,,,,,
88204222,2701500890,0,259189381,False,,residential,20,8.49,"LINESTRING (9.2085408 45.5129617, 9.208436499999999 45.5129396)",Via Franco Sacchetti,private,,,,,,
88204222,2701500892,0,264470742,False,,residential,30,21.917,"LINESTRING (9.2085408 45.5129617, 9.2088219 45.5129687)",Via Franco Sacchetti,private,,,,,,
88204222,4322697121,0,264470743,False,,residential,30,12.284,"LINESTRING (9.2085408 45.5129617, 9.208519900000001 45.5130712)",Via Nicolò Fortiguerra,private,,,,,,
88204237,2701500885,0,259189381,False,,residential,20,15.914,"LINESTRING (9.207018 45.5120863, 9.2071384 45.5119707)",Via Franco Sacchetti,private,,,,,,
88204237,1744786288,0,259189381,False,,residential,20,9.636,"LINESTRING (9.207018 45.5120863, 9.2069457 45.5121566)",Via Franco Sacchetti,private,,,,,,
90222459,250169284,0,146765520,True,,tertiary,30,13.176,"LINESTRING (9.206966299999999 45.4946006, 9.207071600000001 45.4946933)",Via Melchiorre Gioia,,,,,,,
95766226,2660995057,0,4600008,True,1,unclassified,30,7.04,"LINESTRING (9.1572791 45.4834332, 9.1572172 45.4834793)",Via Giovanni da Procida,,,,,,,
95766239,4864383954,0,243097263,True,1,residential,30,6.015,"LINESTRING (9.159577799999999 45.4849375, 9.1595222 45.4849)",Via Leon Battista Alberti,,,,,,,
100939337,3896533385,0,265421986,True,1,residential,30,8.238,"LINESTRING (9.221200899999999 45.4905913, 9.221098100000001 45.4906085)",Via dei Transiti,,,,,,,
100943119,1503423656,0,250544761,True,,residential,30,10.054,"LINESTRING (9.222270699999999 45.490363, 9.2221809 45.4904279)",Via dei Transiti,,,,,,,
102220649,2548670874,0,315533127,False,2,residential,30,3.762,"LINESTRING (9.2246136 45.4506217, 9.2246618 45.4506207)",Via Monte Cimone,,,,,,,
102220649,2701073946,0,317786406,True,1,residential,30,6.239,"LINESTRING (9.2246136 45.4506217, 9.224543799999999 45.4506491)",Via Monte Cimone,,,,,,,
102220650,1760433162,0,164408659,False,2,residential,30,8.752,"LINESTRING (9.229333799999999 45.4506496, 9.229221600000001 45.4506501)",Via Monte Cimone,,,,,,,
114317241,4305610495,0,12543634,False,,residential,30,10.795,"LINESTRING (9.1926319 45.4711595, 9.1927515 45.4711106)",Via Gastone Pisoni,,,,,,,
114329059,1493225508,0,273645597,True,,residential,30,47.728,"LINESTRING (9.155729600000001 45.4515048, 9.155174799999999 45.4513238)",Via Savona,,,,,,,
114329115,4887166947,0,273645599,True,,unclassified,30,22.413,"LINESTRING (9.1560153 45.450447, 9.1562994 45.4504771)",Via Tortona,,,,,,,
127718953,4076885972,0,128177361,False,,residential,30,64.073,"LINESTRING (9.1887273 45.4431217, 9.189548 45.4431432)",Via Giovanni Spadolini,,,,,,,
127718953,1417001102,0,128177361,False,,residential,30,9.156,"LINESTRING (9.1887273 45.4431217, 9.188610199999999 45.4431162)",Via Giovanni Spadolini,,,,,,,
136778865,136778867,0,144395352,False,2,unclassified,30,8.208,"LINESTRING (9.211397399999999 45.506909, 9.2114887 45.5069458)",Via Ernesto Breda,,yes,,,,,
136778865,1278935742,0,144395352,False,2,unclassified,30,7.837,"LINESTRING (9.211397399999999 45.506909, 9.2113193 45.5068646)",Via Ernesto Breda,,yes,,,,,
136778867,136778869,0,144395352,False,2,unclassified,30,68.926,"LINESTRING (9.2114887 45.5069458, 9.2122692 45.5072374)",Via Ernesto Breda,,yes,,,,,
136778867,136778865,0,144395352,False,2,unclassified,30,8.208,"LINESTRING (9.2114887 45.5069458, 9.211397399999999 45.506909)",Via Ernesto Breda,,yes,,,,,
136778869,2562180276,0,144395352,False,2,unclassified,30,27.639,"LINESTRING (9.2122692 45.5072374, 9.212559000000001 45.5073807)",Via Ernesto Breda,,yes,,,,,
136778869,136778867,0,144395352,False,2,unclassified,30,68.926,"LINESTRING (9.2122692 45.5072374, 9.2114887 45.5069458)",Via Ernesto Breda,,yes,,,,,
136778871,1279206641,0,144395352,False,2,unclassified,30,21.419,"LINESTRING (9.2127643 45.507511, 9.2129467 45.5076551)",Via Ernesto Breda,,yes,,,,,
136778871,2562180276,0,144395352,False,2,unclassified,30,21.584,"LINESTRING (9.2127643 45.507511, 9.212559000000001 45.5073807)",Via Ernesto Breda,,yes,,,,,
139182100,3686993947,0,275209593,True,,residential,30,4.305,"LINESTRING (9.1772315 45.4814916, 9.1772373 45.4814531)",Via Giovanni Battista Niccolini,,,,,,,
139267987,1503300439,0,42858975,True,,residential,30,4.314,"LINESTRING (9.1865848 45.4751253, 9.1865299 45.4751301)",Via Palermo,,,,,,,
139268615,2614762707,0,270309542,True,,residential,30,4.155,"LINESTRING (9.183697499999999 45.4755347, 9.1837214 45.4755681)",Corso Giuseppe Garibaldi,private,,,,,,
206175280,2516378799,0,23194009,True,,unclassified,30,7.689,"LINESTRING (9.2343873 45.4743125, 9.2342887 45.4743116)",Via Giacomo Venezian,,,,,,,
232822668,2951281595,0,264210447,True,,residential,30,12.044,"LINESTRING (9.223935900000001 45.4762749, 9.223933600000001 45.4763832)",Viale Romagna,,,,,,,
232822671,1722395900,0,264210467,True,,residential,30,9.474,"LINESTRING (9.2239643 45.4742207, 9.223963400000001 45.4743059)",Viale Romagna,,,,,,,
232825354,4173018966,0,305149987,True,,residential,30,11.275,"LINESTRING (9.2235312 45.4734074, 9.2235312 45.473306)",Largo Rio de Janeiro,,,,,,,
232825359,2951281588,0,264210475,True,,residential,30,9.764,"LINESTRING (9.2235022 45.4759354, 9.2235038 45.4758476)",Viale Romagna,,,,,,,
232825361,5936879760,0,264210456,True,,residential,30,19.715,"LINESTRING (9.223470499999999 45.4779994, 9.223470300000001 45.4778221)",Viale Romagna,,,,,,,
232868020,891071599,0,164013613,True,1,residential,30,10.517,"LINESTRING (9.1768763 45.4664227, 9.176841599999999 45.4665141)",Via San Nicolao,,,,,,,
232889790,3466079514,0,21629777,False,,unclassified,30,2.542,"LINESTRING (9.1689817 45.4504413, 9.168991500000001 45.4504195)",Ripa di Porta Ticinese,,,,,,,
232889790,2037315642,0,28032419,False,,residential,30,84.859,"LINESTRING (9.1689817 45.4504413, 9.1679423 45.4502161)",Ripa di Porta Ticinese,no,,,,,,
232889790,270255267,0,277314356,False,,residential,30,45.001,"LINESTRING (9.1689817 45.4504413, 9.169533400000001 45.4505596)",Ripa di Porta Ticinese,no,,,,,,
232890306,2818540870,0,4017875,False,,tertiary,30,78.638,"LINESTRING (9.166142900000001 45.4498344, 9.165181 45.4496228)",Ripa di Porta Ticinese,,,,,,,
232890306,616713266,0,277314354,False,,tertiary,30,128.451,"LINESTRING (9.166142900000001 45.4498344, 9.167718499999999 45.4501701)",Ripa di Porta Ticinese,,,,,,,
234685725,1489477356,0,21772697,True,,residential,30,2.871,"LINESTRING (9.1771593 45.4489074, 9.177122499999999 45.4489073)",Via Emilio Gola,,,,,,,
234685725,1127835692,0,168553830,True,,pedestrian,30,8.311,"LINESTRING (9.1771593 45.4489074, 9.177177 45.4489811)",Alzaia Naviglio Pavese,no,,,,,,
234707779,4064777556,0,133063078,False,,service,30,7.728,"LINESTRING (9.1685318 45.4419847, 9.168518799999999 45.4420536)",Largo Tazio Nuvolari,no,,,,driveway,,
241468486,3478946702,0,270221142,True,,unclassified,30,6.936,"LINESTRING (9.205871500000001 45.449353, 9.2059225 45.4493019)",Piazza Bruno Buozzi,,,,,,,
241469424,2700518051,0,264363529,True,,unclassified,30,6.484,"LINESTRING (9.206280599999999 45.4492256, 9.206361599999999 45.4492387)",Piazza Bruno Buozzi,,,,,,,
242938867,7570125961,0,23301260,True,,residential,30,6.693,"LINESTRING (9.2066397 45.4760445, 9.2067113 45.4760113)",Via Melzo,,,,,,,
243910462,7014912465,0,23941664,True,,tertiary,30,6.204,"LINESTRING (9.1374301 45.4752818, 9.1374747 45.4752356)",Viale Mar Jonio,,,,,,,
246513473,2904647310,0,24008746,True,,pedestrian,30,50.857,"LINESTRING (9.251383300000001 45.4988844, 9.2517093 45.4992806)",Via Licata,,,,,,,
246513474,1664985436,0,24008746,True,,pedestrian,30,40.821,"LINESTRING (9.251848900000001 45.4995156, 9.2521038 45.4998363)",Via Licata,,,,,,,
246513475,246513476,0,24008746,True,,pedestrian,30,63.084,"LINESTRING (9.252265899999999 45.5000403, 9.252775099999999 45.5004813)",Via Licata,,,,,,,
246815072,309013544,0,147080677,False,,residential,30,8.691,"LINESTRING (9.2064001 45.494172, 9.2064977 45.4941342)",Via Giovanni Cagliero,,,,,,,
246995020,3605726041,0,4889193,True,1,residential,30,4.804,"LINESTRING (9.1770426 45.4828528, 9.177048599999999 45.4828098)",Via Giovanni Battista Niccolini,,,,,,,
246995020,3605725872,0,171818405,False,1,residential,30,6.043,"LINESTRING (9.1770426 45.4828528, 9.177036899999999 45.482907)",Via Giovanni Battista Niccolini,,,,,,,
246995020,3605726042,0,274938669,True,1,residential,30,6.186,"LINESTRING (9.1770426 45.4828528, 9.1769756 45.482823)",Via Aristotile Fioravanti,,,,,,,
248226755,2634929216,0,60003126,False,,residential,30,9.86,"LINESTRING (9.1114265 45.4718679, 9.111301900000001 45.4718528)",Via Benjamin Constant,,,,,,,
248226755,2806558406,0,275017106,False,,residential,30,7.166,"LINESTRING (9.1114265 45.4718679, 9.111516200000001 45.4718819)",Via Benjamin Constant,,,,,,,
249167226,722135493,0,23084109,True,,residential,30,12.259,"LINESTRING (9.186218200000001 45.4609881, 9.186313999999999 45.4610755)",Piazza Sant'Alessandro,,,,,,,
249167226,768848807,0,277621242,False,,residential,30,12.051,"LINESTRING (9.186218200000001 45.4609881, 9.186154699999999 45.4610869)",Piazza Sant'Alessandro,,,,,,,
249167509,571529484,0,171941226,True,,residential,30,11.927,"LINESTRING (9.1863893 45.4611654, 9.1864478 45.4612645)",Piazza Sant'Alessandro,,,,,,,
249167614,249167615,0,43015733,True,,residential,30,39.819,"LINESTRING (9.1863653 45.4603036, 9.1863484 45.4606615)",Via Amedei,,,,,,,
249167615,1828995191,0,43015733,True,,residential,30,5.464,"LINESTRING (9.1863484 45.4606615, 9.186334799999999 45.4607097)",Via Amedei,,,,,,,
249167657,1835253003,0,43015733,True,,residential,30,9.311,"LINESTRING (9.1864034 45.4601643, 9.186373700000001 45.4602454)",Via Amedei,,,,,,,
249167657,304665164,0,43015940,True,,unclassified,30,31.322,"LINESTRING (9.1864034 45.4601643, 9.1865541 45.4599032)",Via Amedei,,,,,,,
249167983,1942874539,0,172927149,True,,residential,30,3.651,"LINESTRING (9.187684600000001 45.4585077, 9.1877187 45.4584852)",Piazza Luigi Vittorio Bertarelli,,,,,,,
249168108,1835254980,0,279157870,True,1,residential,30,36.198,"LINESTRING (9.1854356 45.4596446, 9.185687100000001 45.4599182)",Via Olmetto,,,,,,,
249168109,4060097438,0,27745201,True,1,residential,30,3.69,"LINESTRING (9.1857252 45.4599565, 9.185708699999999 45.4599876)",Via dei Piatti,,,,,,,
249168109,1532838968,0,166039358,True,1,residential,30,8.861,"LINESTRING (9.1857252 45.4599565, 9.185812500000001 45.4600075)",Via Olmetto,,,,,,,
249169494,1835254978,0,279157869,True,1,residential,30,44.299,"LINESTRING (9.184874300000001 45.4590105, 9.185162 45.459354)",Via Olmetto,,,,,,,
249171146,1829027311,0,4520072,True,,residential,30,19.896,"LINESTRING (9.1849107 45.4616714, 9.184702 45.4617743)",Via San Maurilio,,,,,,,
249177464,2012970311,0,44741268,False,2,unclassified,30,8.663,"LINESTRING (9.23662 45.4785577, 9.2365089 45.478557)",Via Carlo Pascal,,,,,,,
249177473,1990164101,0,543246787,False,,service,30,9.669,"LINESTRING (9.234336600000001 45.4785477, 9.234212599999999 45.4785466)",Via Carlo Pascal,private,,,,,,
249177474,2496456211,0,596673209,False,,service,30,11.737,"LINESTRING (9.230002600000001 45.4785311, 9.2301515 45.4785156)",Via Carlo Pascal,private,,,,,,
249381642,2807281921,0,270460148,True,,unclassified,30,12.149,"LINESTRING (9.1138917 45.4932541, 9.113770499999999 45.4933228)",Via Ugo Ojetti,,,,,,,
249381643,2613212783,0,23100400,True,,unclassified,30,8.529,"LINESTRING (9.1147581 45.4927881, 9.114671299999999 45.4928348)",Via Ugo Ojetti,,,,,,,
249389763,3775363144,0,210565649,False,,unclassified,30,5.85,"LINESTRING (9.107719599999999 45.5015591, 9.107794500000001 45.5015557)",Via Castellanza,,,,,,,
249389763,2807570329,0,210565649,False,,unclassified,30,3.938,"LINESTRING (9.107719599999999 45.5015591, 9.107669100000001 45.501558)",Via Castellanza,,,,,,,
249390413,3775363141,0,210565649,False,,unclassified,30,113.992,"LINESTRING (9.1093344 45.5010113, 9.108048500000001 45.5014998)",Via Castellanza,,,,,,,
249453841,4422622893,0,113461855,False,,tertiary,30,5.314,"LINESTRING (9.1332589 45.4869468, 9.133324500000001 45.4869338)",Piazza Santa Maria Nascente,,,,,,,
249779075,4621725780,0,168840416,False,2,residential,30,52.834,"LINESTRING (9.2063927 45.5069093, 9.2057152 45.5068913)",Via Salvatore Pianell,,,,,,,
249779374,4621725780,0,168840416,False,2,residential,30,4.905,"LINESTRING (9.205652300000001 45.5068896, 9.2057152 45.5068913)",Via Salvatore Pianell,,,,,,,
250796978,3147154517,0,266665901,True,,residential,30,43.248,"LINESTRING (9.191186500000001 45.4881903, 9.191270100000001 45.4878058)",Via Volturno,,,,,,,
250809677,3478946797,0,264363527,True,,unclassified,30,7.388,"LINESTRING (9.2059924 45.4492657, 9.206080200000001 45.4492408)",Piazza Bruno Buozzi,,,,,,,
250994950,1474195917,0,23205204,True,,residential,30,7.406,"LINESTRING (9.222141300000001 45.5138627, 9.2221359 45.5139292)",Via privata Solone,,,,,,,
250994952,4092134564,0,163863033,True,1,residential,30,32.238,"LINESTRING (9.2222803 45.513138, 9.222366900000001 45.5128545)",Via privata Solone,yes,,,,,,
251289218,4305610035,0,23227377,True,1,residential,30,5.412,"LINESTRING (9.1887702 45.4683211, 9.1888358 45.468337)",Via Andegari,,,,,,,
251289314,251289315,0,273950076,True,,residential,30,35.269,"LINESTRING (9.1867284 45.4675822, 9.187119900000001 45.467741)",Via dei Bossi,,,,,,,
251289316,7011137871,0,23227347,True,,residential,30,5.493,"LINESTRING (9.18751 45.4682549, 9.1874451 45.4682741)",Via del Lauro,,,,,,,
251289317,2471307792,0,273287551,True,1,residential,30,4.016,"LINESTRING (9.187564800000001 45.468297, 9.187526699999999 45.4682727)",Via Arrigo Boito,,,,,,,
251289318,1271544492,0,111655182,True,1,residential,30,34.807,"LINESTRING (9.1882456 45.4685814, 9.187859700000001 45.4684241)",Via Arrigo Boito,,,,,,,
251289399,4059810767,0,23227347,True,,residential,30,4.322,"LINESTRING (9.186600200000001 45.4685486, 9.186548500000001 45.4685626)",Via del Lauro,,,,,,,
251289639,4305610040,0,23227390,True,,residential,30,5.395,"LINESTRING (9.1901744 45.4686894, 9.1902291 45.4686597)",Via Giandomenico Romagnosi,,,,,,,
251289639,574338925,0,23227395,True,,residential,30,5.776,"LINESTRING (9.1901744 45.4686894, 9.19014 45.4687354)",Via Giandomenico Romagnosi,,,,,,,
251289773,4305610080,0,172819167,True,,residential,30,35.963,"LINESTRING (9.191154900000001 45.4693662, 9.190802100000001 45.4691579)",Via Andegari,,,,,,,
251289774,1295261396,0,172819167,True,,residential,30,13.461,"LINESTRING (9.190773200000001 45.4691409, 9.1906418 45.4690624)",Via Andegari,,,,,,,
251289775,251289639,0,172819167,True,,residential,30,28.554,"LINESTRING (9.1904003 45.4688915, 9.1901744 45.4686894)",Via Andegari,,,,,,,
251290057,1118532491,0,23227412,True,1,residential,30,38.805,"LINESTRING (9.193675199999999 45.468666, 9.1939134 45.4683596)",Via Bigli,,,,,,,
251290058,251290057,0,23227412,True,1,residential,30,41.611,"LINESTRING (9.193573799999999 45.4690334, 9.193675199999999 45.468666)",Via Bigli,,,,,,,
251290059,251290058,0,23227412,True,1,residential,30,11.435,"LINESTRING (9.1934878 45.4691167, 9.193573799999999 45.4690334)",Via Bigli,,,,,,,
251290060,251290059,0,23227412,True,1,residential,30,14.769,"LINESTRING (9.193372 45.4692218, 9.1934878 45.4691167)",Via Bigli,,,,,,,
